id,time_created,time_updated,number,purchase_order_header_id,company_id,itemfile_number_sfk,order_quantity,received_quantity,cost,message,color_id_sfk,fabric_id_sfk,cancelled_quantity,cancelled_temp_quantity,ship_to_id_sfk,required_date,date_ordered,freight_per_item,temp_quantity_to_receive,vendor_id,last_received_date,landed_cost,status_type_id,purchase_order_requisition_indicator_type_id,exception_ind_type_id,converted_purchase_order_number,approved_ind
f86d9730-05d9-11ec-9c2f-005056bb008a,2021-08-25 19:23:47.561658,2021-08-25 19:23:47.561658,16106,eb529442-05d9-11ec-ab26-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ZJNEWLBN104GO,1,1,328.500,10K 1/8CTTW LADIES DIAMOND BAND - YELLOW GOLD,,,,,14,2020-02-29,2020-02-21,,,b5d6aa24-05d9-11ec-a6b2-005056bb008a,2020-02-21,328.500,6,1,2,0,false
f86d97b2-05d9-11ec-9c30-005056bb008a,2021-08-25 19:23:47.561671,2021-08-25 19:23:47.561671,16107,eb529b90-05d9-11ec-ab2a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MQSER5009579421050,3,3,264.000,500957942-1050 EMBER SPRINGS PLUSH QUEEN AMERICAS MATTRESS,,,,,7,2020-03-03,2020-02-25,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-02-27,264.000,6,1,2,0,false
f86d985c-05d9-11ec-9c31-005056bb008a,2021-08-25 19:23:47.561687,2021-08-25 19:23:47.561687,16107,eb529b90-05d9-11ec-ab2a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MQSER5009527461050,1,1,280.500,EMBER SPRINGS 500952746-1050 AMERICAS MATTRESS,,,,,7,2020-03-03,2020-02-25,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-02-27,280.500,6,1,2,0,false
f86d98de-05d9-11ec-9c32-005056bb008a,2021-08-25 19:23:47.561701,2021-08-25 19:23:47.561701,16107,eb529b90-05d9-11ec-ab2a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995050,4,4,82.500,QUEEN BOX SPRING AMERICAS MATTRESS,,,,,7,2020-03-03,2020-02-25,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-03,82.500,6,1,2,0,false
f86d9960-05d9-11ec-9c33-005056bb008a,2021-08-25 19:23:47.561714,2021-08-25 19:23:47.561714,16107,eb529b90-05d9-11ec-ab2a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MKSER5009527461060,1,1,412.500,EMBER SPRINGS 500952746-1060 KING AMERICAS MATTRESS,,,,,7,2020-03-03,2020-02-25,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-02-27,412.500,6,1,2,0,false
f86d99e2-05d9-11ec-9c34-005056bb008a,2021-08-25 19:23:47.561727,2021-08-25 19:23:47.561727,16107,eb529b90-05d9-11ec-ab2a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995020,2,2,71.500,LOW PROFILE FOUNDATION TWIN XL AMERICAS MATTRESS,,,,,7,2020-03-03,2020-02-25,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-03,71.500,6,1,2,0,false
f86d9a64-05d9-11ec-9c35-005056bb008a,2021-08-25 19:23:47.56174,2021-08-25 19:23:47.56174,16109,eb529ef6-05d9-11ec-ab2f-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MQSER5009518361050,1,1,181.500,500951836-1050 WELLBOURNE EUROTOP QUEEN,,,,,6,2020-03-09,2020-03-02,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-02,181.500,6,1,2,0,false
f86d9ae6-05d9-11ec-9c36-005056bb008a,2021-08-25 19:23:47.561753,2021-08-25 19:23:47.561753,16109,eb529ef6-05d9-11ec-ab2f-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995050,1,1,82.500,QUEEN BOX SPRING,,,,,6,2020-03-09,2020-03-02,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-02,82.500,6,1,2,0,false
f86d9b68-05d9-11ec-9c37-005056bb008a,2021-08-25 19:23:47.561766,2021-08-25 19:23:47.561766,16110,eb52a996-05d9-11ec-ab3f-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MKSER5009525331060,1,1,517.000,AUBURN HILLS EPT KING,,,,,14,2020-03-12,2020-03-05,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-07,517.000,6,1,2,0,false
f86d9bea-05d9-11ec-9c38-005056bb008a,2021-08-25 19:23:47.561779,2021-08-25 19:23:47.561779,16110,eb52a996-05d9-11ec-ab3f-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995020,2,2,72.440,LOW PROFILE FOUNDATION TWIN XL,,,,,14,2020-03-12,2020-03-05,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-07,72.440,6,1,2,0,false
f86d9c6c-05d9-11ec-9c39-005056bb008a,2021-08-25 19:23:47.561792,2021-08-25 19:23:47.561792,16111,eb52b364-05d9-11ec-ab4c-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CTDEL3185A784GRAY,1,1,236.050,DELL 2 IN 1 TABLET GRAY,,,,,1,2020-03-14,2020-03-05,,,b5d5274e-05d9-11ec-a5ed-005056bb008a,2020-03-10,236.050,6,1,4,0,false
00b9bde2-05da-11ec-b610-005056bb008a,2021-08-25 19:24:01.482495,2021-08-25 19:24:01.482495,4663,f55b9af6-05d9-11ec-ac3d-005056bb008a,15c8bdba-05d9-11ec-a4c4-005056bb008a,WLHVKH110 20,4,4,170.000,,,,,,1,2020-02-03,2020-02-03,,,d40b44fa-05d9-11ec-9f36-005056bb008a,2020-02-05,170.000,6,1,2,0,false
f86d9d16-05d9-11ec-9c3a-005056bb008a,2021-08-25 19:23:47.561809,2021-08-25 19:23:47.561809,16112,eb52bc74-05d9-11ec-ab59-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MFSER5009518361030,1,1,170.500,FULL MATTRESS 500951836-1030 $170.50 /nWELLBOURNE EURO TOP,,,,,1,2020-03-17,2020-03-10,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-16,170.500,6,1,2,0,false
f86da1f8-05d9-11ec-9c3b-005056bb008a,2021-08-25 19:23:47.561934,2021-08-25 19:23:47.561934,16112,eb52bc74-05d9-11ec-ab59-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995030,1,1,84.570,FOUNDATION FULL SIZE,,,,,1,2020-03-17,2020-03-10,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-16,84.570,6,1,2,0,false
f86da284-05d9-11ec-9c3c-005056bb008a,2021-08-25 19:23:47.561948,2021-08-25 19:23:47.561948,16113,eb52bd1e-05d9-11ec-ab5a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5001190995050,2,2,82.500,PERFECT SLEEPER TXL FOUNDATION,,,,,1,2020-03-17,2020-03-10,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-19,82.500,6,1,2,0,false
f86da306-05d9-11ec-9c3d-005056bb008a,2021-08-25 19:23:47.561961,2021-08-25 19:23:47.561961,16113,eb52bd1e-05d9-11ec-ab5a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MKSER8000806181060,1,1,734.800,SOMERVILLE II KING MATTRESS,,,,,1,2020-03-17,2020-03-10,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-19,734.800,6,1,2,0,false
f86da392-05d9-11ec-9c3e-005056bb008a,2021-08-25 19:23:47.561975,2021-08-25 19:23:47.561975,16114,eb52bdf0-05d9-11ec-ab5b-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ZJNEWFAM100GO,1,1,278.000,FAMILY RING 2-7 SYNTHETIC STONE 10K,,,,,1,2020-03-18,2020-03-10,,,b5d6aa24-05d9-11ec-a6b2-005056bb008a,2020-03-20,278.000,6,1,2,0,false
f86da414-05d9-11ec-9c3f-005056bb008a,2021-08-25 19:23:47.561988,2021-08-25 19:23:47.561988,16115,eb52be9a-05d9-11ec-ab5c-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,LRCRACMXGNAM113054,1,1,3015.000,Z560 24HP V-TWIN DUAL HYDROSTATIC 54  ZERO TURN,,,,,1,2020-03-11,2020-03-11,,,b5d5611e-05d9-11ec-a611-005056bb008a,2020-03-13,3015.000,6,1,4,0,false
f86da4a0-05d9-11ec-9c40-005056bb008a,2021-08-25 19:23:47.562002,2021-08-25 19:23:47.562002,16116,eb52c8fe-05d9-11ec-ab6a-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MKSER5008205731060,1,1,993.300,KING MATTRESS BLUE FUSION 300 EPT,,,,,1,2020-03-23,2020-03-16,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-18,993.300,6,1,2,0,false
f86da522-05d9-11ec-9c41-005056bb008a,2021-08-25 19:23:47.562015,2021-08-25 19:23:47.562015,16117,eb52ca52-05d9-11ec-ab6c-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MQSER5009527461050,1,1,280.500,EMBER SPRINGS 500952746-1050 EUROTOP QUEEN,,,,,1,2020-03-25,2020-03-18,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-19,280.500,6,1,2,0,false
f86da5ae-05d9-11ec-9c42-005056bb008a,2021-08-25 19:23:47.562029,2021-08-25 19:23:47.562029,16117,eb52ca52-05d9-11ec-ab6c-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995050,1,1,82.500,QUEEN BOX SPRING,,,,,1,2020-03-25,2020-03-18,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-19,82.500,6,1,2,0,false
f86da64e-05d9-11ec-9c43-005056bb008a,2021-08-25 19:23:47.562045,2021-08-25 19:23:47.562045,16118,eb52cf34-05d9-11ec-ab73-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MKSER5009523361060,1,1,363.000,RAYLIEGH EUROTOP KING $363.00,,,,,6,2020-03-27,2020-03-20,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,2020-03-20,363.000,1,1,2,0,false
f86da6da-05d9-11ec-9c44-005056bb008a,2021-08-25 19:23:47.562059,2021-08-25 19:23:47.562059,16118,eb52cf34-05d9-11ec-ab73-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995020,2,1,71.580,LOW PROFILE FOUNDATION TWIN XL,,,,,6,2020-03-27,2020-03-20,,,b5d670f4-05d9-11ec-a692-005056bb008a,2020-03-20,71.580,1,1,2,0,false
f86da75c-05d9-11ec-9c45-005056bb008a,2021-08-25 19:23:47.562072,2021-08-25 19:23:47.562072,16120,eb52d682-05d9-11ec-ab7c-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MFSER5009531861030,1,0,130.900,MAKINAW EURO TOP FULL MATTRESS,,,,,16,2020-04-01,2020-03-25,,,b5d670f4-05d9-11ec-a692-005056bb008a,,130.900,4,1,2,0,false
f86da7de-05d9-11ec-9c46-005056bb008a,2021-08-25 19:23:47.562085,2021-08-25 19:23:47.562085,16121,eb52d72c-05d9-11ec-ab7d-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MKSER5009523361060,1,0,363.000,RAYLIEGH EUROTOP KING $363.00,,,,,16,2020-04-01,2020-03-25,,,b5d5dcc0-05d9-11ec-a65f-005056bb008a,,363.000,4,1,2,0,false
f86da860-05d9-11ec-9c47-005056bb008a,2021-08-25 19:23:47.562098,2021-08-25 19:23:47.562098,16121,eb52d72c-05d9-11ec-ab7d-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,MBSER5009657995020,2,0,71.580,LOW PROFILE FOUNDATION TWIN XL,,,,,16,2020-04-01,2020-03-25,,,b5d670f4-05d9-11ec-a692-005056bb008a,,71.580,4,1,2,0,false
f86da8ec-05d9-11ec-9c48-005056bb008a,2021-08-25 19:23:47.562111,2021-08-25 19:23:47.562111,16122,eb52d7ea-05d9-11ec-ab7e-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ZPMIKMKCONTINENTAL,1,1,69.340,BROWN CONTINENTAL  WALLET,,,,,1,2020-04-04,2020-03-26,,,b5d5274e-05d9-11ec-a5ed-005056bb008a,2020-03-26,69.340,6,1,2,0,false
f86da96e-05d9-11ec-9c49-005056bb008a,2021-08-25 19:23:47.562124,2021-08-25 19:23:47.562125,16136,eb52d894-05d9-11ec-ab7f-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,FCASH8130221,14,0,232.830,813-02-21 CHAIR $232.83,,,,,6,,2020-03-27,,,b5d47ca4-05d9-11ec-a578-005056bb008a,,232.830,4,1,2,0,true
f86da9f0-05d9-11ec-9c4a-005056bb008a,2021-08-25 19:23:47.562138,2021-08-25 19:23:47.562138,16141,eb52da10-05d9-11ec-ab81-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ACAMAAMAP182BW,4,0,429.990,"18,000 BTU 230V COOL ONLY",,,,,7,2020-04-03,2020-04-03,,,b5d4a03a-05d9-11ec-a593-005056bb008a,,529.990,4,1,2,0,true
f86daa72-05d9-11ec-9c4b-005056bb008a,2021-08-25 19:23:47.562151,2021-08-25 19:23:47.562151,16141,eb52da10-05d9-11ec-ab81-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,DBASHS6371247,16,0,70.330,,,,,,7,2020-04-24,2020-04-03,,,b5d47ca4-05d9-11ec-a578-005056bb008a,,70.330,4,1,2,0,true
f86dab1c-05d9-11ec-9c4c-005056bb008a,2021-08-25 19:23:47.562168,2021-08-25 19:23:47.562168,16143,eb52daba-05d9-11ec-ab82-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ACARTAKW10CR71,12,0,196.420,2 YEAR WARRANTY,,,,,7,2020-04-15,2020-04-08,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,,196.420,4,1,2,0,true
f86dab9e-05d9-11ec-9c4d-005056bb008a,2021-08-25 19:23:47.562181,2021-08-25 19:23:47.562181,16147,eb52dc04-05d9-11ec-ab84-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,AWMAYMVWC565FW,12,0,528.150,,,,,,6,,2020-04-10,,,b5d4e158-05d9-11ec-a5bc-005056bb008a,,528.150,4,1,2,0,true
f86dac20-05d9-11ec-9c4e-005056bb008a,2021-08-25 19:23:47.562194,2021-08-25 19:23:47.562194,16147,eb52dc04-05d9-11ec-ab84-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ACGEEAHE18DX,20,0,539.100,COOLS 1000SF HEATS 700SF,,,,,14,2020-04-10,2020-04-10,,,b5d5611e-05d9-11ec-a611-005056bb008a,,539.100,4,1,2,0,true
f86daca2-05d9-11ec-9c4f-005056bb008a,2021-08-25 19:23:47.562207,2021-08-25 19:23:47.562207,16149,eb52dcae-05d9-11ec-ab85-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ACHISAP12CR1SEJS,10,0,250.990,,,,,,7,2020-05-04,2020-04-13,,,b5d4649e-05d9-11ec-a569-005056bb008a,,250.990,4,1,2,0,true
f86dad24-05d9-11ec-9c50-005056bb008a,2021-08-25 19:23:47.56222,2021-08-25 19:23:47.56222,16149,eb52dcae-05d9-11ec-ab85-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,ACGEEAHE18DX,20,0,539.100,COOLS 1000SF HEATS 700SF,,,,,14,2020-04-13,2020-04-13,,,b5d5611e-05d9-11ec-a611-005056bb008a,,539.100,4,1,2,0,true
f86dada6-05d9-11ec-9c51-005056bb008a,2021-08-25 19:23:47.562233,2021-08-25 19:23:47.562233,16153,eb52dee8-05d9-11ec-ab88-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CLACEB3532C42P,1,1,237.000,15.6  MATTE LAPTOP,,,,,10,2020-05-14,2020-05-07,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,2020-05-08,237.000,1,1,2,0,false
f86dae32-05d9-11ec-9c52-005056bb008a,2021-08-25 19:23:47.562247,2021-08-25 19:23:47.562247,16153,eb52dee8-05d9-11ec-ab88-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CLACECB3532108H,1,1,193.550,"ACER 15.6  X5-E8000LAPTOP 4GB, 16GB, GRAY",,,,,10,2020-05-14,2020-05-07,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,2020-05-08,193.550,1,1,2,0,false
f86dc6d8-05d9-11ec-9c53-005056bb008a,2021-08-25 19:23:47.562879,2021-08-25 19:23:47.562879,16153,eb52dee8-05d9-11ec-ab88-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CLACECB3532108H,1,0,193.550,"ACER 15.6  X5-E8000LAPTOP 4GB, 16GB, GRAY",,,,,10,2020-05-14,2020-05-07,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,,193.550,1,1,2,0,false
f86dc804-05d9-11ec-9c54-005056bb008a,2021-08-25 19:23:47.562908,2021-08-25 19:23:47.562908,16154,eb52df9c-05d9-11ec-ab89-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CLACEAN175156YW,1,0,150.990,,,,,,10,2020-05-15,2020-05-08,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,,150.990,1,1,2,0,false
f86dc890-05d9-11ec-9c55-005056bb008a,2021-08-25 19:23:47.562922,2021-08-25 19:23:47.562922,16154,eb52df9c-05d9-11ec-ab89-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CLACECB3532108H,1,1,193.550,"ACER 15.6  X5-E8000LAPTOP 4GB, 16GB, GRAY",,,,,10,2020-05-15,2020-05-08,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,2020-05-08,193.550,1,1,2,0,false
f86dc944-05d9-11ec-9c56-005056bb008a,2021-08-25 19:23:47.56294,2021-08-25 19:23:47.56294,16154,eb52df9c-05d9-11ec-ab89-005056bb008a,157dcbe8-05d9-11ec-882f-005056bb008a,CLACECB3532108H,1,0,193.550,"ACER 15.6  X5-E8000LAPTOP 4GB, 16GB, GRAY",,,,,10,2020-05-15,2020-05-08,,,b5d4ac7e-05d9-11ec-a59d-005056bb008a,,193.550,1,1,2,0,false
