"id","time_created","time_updated","company_id","account_payable_invoice_id","payment_number_id","vendor_id","amount","discount"
"115a93a0-05db-11ec-bceb-005056bb008a","2021-08-25 19:31:38.876818","2021-08-25 19:31:38.876818","157dcbe8-05d9-11ec-882f-005056bb008a","3828cb4c-05da-11ec-bf16-005056bb008a","0260fe16-05db-11ec-890e-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","600.00",
"115a93fa-05db-11ec-bcec-005056bb008a","2021-08-25 19:31:38.876827","2021-08-25 19:31:38.876827","157dcbe8-05d9-11ec-882f-005056bb008a","3828cbd8-05da-11ec-bf17-005056bb008a","02610352-05db-11ec-890f-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","75.00",
"115a9454-05db-11ec-bced-005056bb008a","2021-08-25 19:31:38.876836","2021-08-25 19:31:38.876836","157dcbe8-05d9-11ec-882f-005056bb008a","3828cc64-05da-11ec-bf18-005056bb008a","026103ca-05db-11ec-8910-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","2955.50",
"115a9896-05db-11ec-bcee-005056bb008a","2021-08-25 19:31:38.876945","2021-08-25 19:31:38.876945","157dcbe8-05d9-11ec-882f-005056bb008a","3828cd0e-05da-11ec-bf19-005056bb008a","02610438-05db-11ec-8911-005056bb008a","b5d46e1c-05d9-11ec-a56d-005056bb008a","3000.00",
"115a9904-05db-11ec-bcef-005056bb008a","2021-08-25 19:31:38.876956","2021-08-25 19:31:38.876956","157dcbe8-05d9-11ec-882f-005056bb008a","3828cd9a-05da-11ec-bf1a-005056bb008a","026104a6-05db-11ec-8912-005056bb008a","b5d46e1c-05d9-11ec-a56d-005056bb008a","3000.00",
"115a995e-05db-11ec-bcf0-005056bb008a","2021-08-25 19:31:38.876965","2021-08-25 19:31:38.876965","157dcbe8-05d9-11ec-882f-005056bb008a","3828ce1c-05da-11ec-bf1b-005056bb008a","02610514-05db-11ec-8913-005056bb008a","b5d46e1c-05d9-11ec-a56d-005056bb008a","3000.00",
"115a99b8-05db-11ec-bcf1-005056bb008a","2021-08-25 19:31:38.876974","2021-08-25 19:31:38.876974","157dcbe8-05d9-11ec-882f-005056bb008a","3828cea8-05da-11ec-bf1c-005056bb008a","02610578-05db-11ec-8914-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","219.81",
"115a9a4e-05db-11ec-bcf2-005056bb008a","2021-08-25 19:31:38.876989","2021-08-25 19:31:38.876989","157dcbe8-05d9-11ec-882f-005056bb008a","3828cfd4-05da-11ec-bf1d-005056bb008a","026105e6-05db-11ec-8915-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","166.20",
"115a9aa8-05db-11ec-bcf3-005056bb008a","2021-08-25 19:31:38.876998","2021-08-25 19:31:38.876998","157dcbe8-05d9-11ec-882f-005056bb008a","3828d060-05da-11ec-bf1e-005056bb008a","02610654-05db-11ec-8916-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","219.81",
"115a9b02-05db-11ec-bcf4-005056bb008a","2021-08-25 19:31:38.877007","2021-08-25 19:31:38.877007","157dcbe8-05d9-11ec-882f-005056bb008a","3828d0ec-05da-11ec-bf1f-005056bb008a","026106c2-05db-11ec-8917-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","166.20",
"115a9b5c-05db-11ec-bcf5-005056bb008a","2021-08-25 19:31:38.877016","2021-08-25 19:31:38.877016","157dcbe8-05d9-11ec-882f-005056bb008a","3828d178-05da-11ec-bf20-005056bb008a","02610726-05db-11ec-8918-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","219.81",
"115a9bb6-05db-11ec-bcf6-005056bb008a","2021-08-25 19:31:38.877025","2021-08-25 19:31:38.877025","157dcbe8-05d9-11ec-882f-005056bb008a","3828d204-05da-11ec-bf21-005056bb008a","02610794-05db-11ec-8919-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","203.20",
"115a9c10-05db-11ec-bcf7-005056bb008a","2021-08-25 19:31:38.877034","2021-08-25 19:31:38.877034","157dcbe8-05d9-11ec-882f-005056bb008a","3828d2ae-05da-11ec-bf22-005056bb008a","02610802-05db-11ec-891a-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","219.81",
"115a9c6a-05db-11ec-bcf8-005056bb008a","2021-08-25 19:31:38.877043","2021-08-25 19:31:38.877043","157dcbe8-05d9-11ec-882f-005056bb008a","3828d33a-05da-11ec-bf23-005056bb008a","02610870-05db-11ec-891b-005056bb008a","b5d47a38-05d9-11ec-a576-005056bb008a","325.00",
"115a9cc4-05db-11ec-bcf9-005056bb008a","2021-08-25 19:31:38.877052","2021-08-25 19:31:38.877052","157dcbe8-05d9-11ec-882f-005056bb008a","3828d3c6-05da-11ec-bf24-005056bb008a","0261091a-05db-11ec-891c-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","79.00",
"115a9d1e-05db-11ec-bcfa-005056bb008a","2021-08-25 19:31:38.877061","2021-08-25 19:31:38.877061","157dcbe8-05d9-11ec-882f-005056bb008a","3828d452-05da-11ec-bf25-005056bb008a","0260e6a6-05db-11ec-88d9-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","0.00",
"115a9d78-05db-11ec-bcfb-005056bb008a","2021-08-25 19:31:38.87707","2021-08-25 19:31:38.87707","157dcbe8-05d9-11ec-882f-005056bb008a","3828d4de-05da-11ec-bf26-005056bb008a","0260ed68-05db-11ec-88e8-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","37.87",
"115a9dd2-05db-11ec-bcfc-005056bb008a","2021-08-25 19:31:38.877079","2021-08-25 19:31:38.877079","157dcbe8-05d9-11ec-882f-005056bb008a","3828d4de-05da-11ec-bf26-005056bb008a","0260e7aa-05db-11ec-88da-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","37.87",
"115a9e2c-05db-11ec-bcfd-005056bb008a","2021-08-25 19:31:38.877088","2021-08-25 19:31:38.877088","157dcbe8-05d9-11ec-882f-005056bb008a","3828d574-05da-11ec-bf27-005056bb008a","02610988-05db-11ec-891d-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","224.94",
"115a9e86-05db-11ec-bcfe-005056bb008a","2021-08-25 19:31:38.877097","2021-08-25 19:31:38.877097","157dcbe8-05d9-11ec-882f-005056bb008a","3828d574-05da-11ec-bf27-005056bb008a","0260e7aa-05db-11ec-88da-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","224.94",
"115a9ee0-05db-11ec-bcff-005056bb008a","2021-08-25 19:31:38.877106","2021-08-25 19:31:38.877106","157dcbe8-05d9-11ec-882f-005056bb008a","3828d60a-05da-11ec-bf28-005056bb008a","026109f6-05db-11ec-891e-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","135.25",
"115a9f76-05db-11ec-bd00-005056bb008a","2021-08-25 19:31:38.877121","2021-08-25 19:31:38.877121","157dcbe8-05d9-11ec-882f-005056bb008a","3828d60a-05da-11ec-bf28-005056bb008a","0260ee44-05db-11ec-88ea-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","135.25",
"115a9fd0-05db-11ec-bd01-005056bb008a","2021-08-25 19:31:38.87713","2021-08-25 19:31:38.87713","157dcbe8-05d9-11ec-882f-005056bb008a","3828d60a-05da-11ec-bf28-005056bb008a","0260e886-05db-11ec-88dc-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","135.25",
"115aa034-05db-11ec-bd02-005056bb008a","2021-08-25 19:31:38.877139","2021-08-25 19:31:38.87714","157dcbe8-05d9-11ec-882f-005056bb008a","3828d696-05da-11ec-bf29-005056bb008a","0260eea8-05db-11ec-88eb-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","64.91",
"115aa08e-05db-11ec-bd03-005056bb008a","2021-08-25 19:31:38.877149","2021-08-25 19:31:38.877149","157dcbe8-05d9-11ec-882f-005056bb008a","3828d696-05da-11ec-bf29-005056bb008a","0260ef0c-05db-11ec-88ec-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","64.91",
"115aa0e8-05db-11ec-bd04-005056bb008a","2021-08-25 19:31:38.877158","2021-08-25 19:31:38.877158","157dcbe8-05d9-11ec-882f-005056bb008a","3828d696-05da-11ec-bf29-005056bb008a","0260ea66-05db-11ec-88e1-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","64.91",
"115aa142-05db-11ec-bd05-005056bb008a","2021-08-25 19:31:38.877167","2021-08-25 19:31:38.877167","157dcbe8-05d9-11ec-882f-005056bb008a","3828d722-05da-11ec-bf2a-005056bb008a","0260ebe2-05db-11ec-88e5-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","260.59",
"115aa19c-05db-11ec-bd06-005056bb008a","2021-08-25 19:31:38.877176","2021-08-25 19:31:38.877176","157dcbe8-05d9-11ec-882f-005056bb008a","3828d7ea-05da-11ec-bf2b-005056bb008a","0260ea02-05db-11ec-88e0-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","400.32",
"115aa1f6-05db-11ec-bd07-005056bb008a","2021-08-25 19:31:38.877185","2021-08-25 19:31:38.877185","157dcbe8-05d9-11ec-882f-005056bb008a","3828dcae-05da-11ec-bf33-005056bb008a","0260ed04-05db-11ec-88e7-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","185.02",
"115aa250-05db-11ec-bd08-005056bb008a","2021-08-25 19:31:38.877194","2021-08-25 19:31:38.877194","157dcbe8-05d9-11ec-882f-005056bb008a","3828dd6c-05da-11ec-bf34-005056bb008a","0260ef7a-05db-11ec-88ed-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","551.08",
