"id","time_created","time_updated","company_id","number","name","type_id","normal_account_balance_type_id","status_type_id","form_1099_field","corporate_account_indicator","search_vector"
"e5c5aa3c-05d9-11ec-a4f1-005056bb008a","2021-08-25 19:23:16.262152","2021-08-25 19:23:16.262152","157dcbe8-05d9-11ec-882f-005056bb008a","1029","CASH IN BANK/Thomasville","1","2","1",,"false","'1029':1A 'bank/thomasville':4B 'cash':2B"
"e5c5ab2c-05d9-11ec-a4f2-005056bb008a","2021-08-25 19:23:16.262176","2021-08-25 19:23:16.262176","157dcbe8-05d9-11ec-882f-005056bb008a","1030","CASH IN BANK/OP","1","2","1",,"true","'1030':1A 'bank/op':4B 'cash':2B"
"e5c5ac12-05d9-11ec-a4f3-005056bb008a","2021-08-25 19:23:16.262199","2021-08-25 19:23:16.262199","157dcbe8-05d9-11ec-882f-005056bb008a","1031","CASH IN BANK - PANAMA CITY-16","1","2","1",,"false","'-16':7B '1031':1A 'bank':4B 'cash':2B 'citi':6B 'panama':5B"
"e5c5ad3e-05d9-11ec-a4f4-005056bb008a","2021-08-25 19:23:16.262229","2021-08-25 19:23:16.262229","157dcbe8-05d9-11ec-882f-005056bb008a","1037","OTHER RECEIVABLES","1","2","1",,"true","'1037':1A 'receiv':3B"
"e5c5ae42-05d9-11ec-a4f5-005056bb008a","2021-08-25 19:23:16.262255","2021-08-25 19:23:16.262256","157dcbe8-05d9-11ec-882f-005056bb008a","1038","INTERCOMPANY REC: PANNELL ENT.","1","2","1",,"true","'1038':1A 'ent':5B 'intercompani':2B 'pannel':4B 'rec':3B"
"e5c5af78-05d9-11ec-a4f6-005056bb008a","2021-08-25 19:23:16.262286","2021-08-25 19:23:16.262286","157dcbe8-05d9-11ec-882f-005056bb008a","1039","INTERCOMPANY REC: AMERICAS MAT","1","2","1",,"true","'1039':1A 'america':4B 'intercompani':2B 'mat':5B 'rec':3B"
"e5c5b090-05d9-11ec-a4f7-005056bb008a","2021-08-25 19:23:16.262314","2021-08-25 19:23:16.262314","157dcbe8-05d9-11ec-882f-005056bb008a","1040","ACCOUNTS RECEIVABLE-EMPLOYEES","1","2","1",,"true","'1040':1A 'account':2B 'employe':5B 'receiv':4B 'receivable-employe':3B"
"e5c5b1d0-05d9-11ec-a4f8-005056bb008a","2021-08-25 19:23:16.262346","2021-08-25 19:23:16.262346","157dcbe8-05d9-11ec-882f-005056bb008a","1041","A/R - RENT-A-CENTER","1","2","1",,"true","'1041':1A 'a/r':2B 'center':6B 'rent':4B 'rent-a-cent':3B"
"e5c5b2f2-05d9-11ec-a4f9-005056bb008a","2021-08-25 19:23:16.262375","2021-08-25 19:23:16.262375","157dcbe8-05d9-11ec-882f-005056bb008a","1042","RECEIVABLE - 951/961 W. NELSON","1","2","1",,"true","'1042':1A '951/961':3B 'nelson':5B 'receiv':2B 'w':4B"
"e5c5b414-05d9-11ec-a4fa-005056bb008a","2021-08-25 19:23:16.262404","2021-08-25 19:23:16.262404","157dcbe8-05d9-11ec-882f-005056bb008a","1044","DD MANUAL ADJUSTMENTS","1","2","1",,"true","'1044':1A 'adjust':4B 'dd':2B 'manual':3B"
"e5c5b518-05d9-11ec-a4fb-005056bb008a","2021-08-25 19:23:16.26243","2021-08-25 19:23:16.26243","157dcbe8-05d9-11ec-882f-005056bb008a","1045","RECEIVABLES-DEFERRED DEPOSITS","1","2","1",,"false","'1045':1A 'defer':4B 'deposit':5B 'receiv':3B 'receivables-def':2B"
"e5c5b64e-05d9-11ec-a4fc-005056bb008a","2021-08-25 19:23:16.262461","2021-08-25 19:23:16.262461","157dcbe8-05d9-11ec-882f-005056bb008a","1046","RETURNED DD CHECKS RECEIVABLE","1","2","1",,"false","'1046':1A 'check':4B 'dd':3B 'receiv':5B 'return':2B"
"e5c5b75c-05d9-11ec-a4fd-005056bb008a","2021-08-25 19:23:16.262488","2021-08-25 19:23:16.262488","157dcbe8-05d9-11ec-882f-005056bb008a","1047","DD FEES RECEIVABLE","1","2","1",,"false","'1047':1A 'dd':2B 'fee':3B 'receiv':4B"
"e5c5b874-05d9-11ec-a4fe-005056bb008a","2021-08-25 19:23:16.262516","2021-08-25 19:23:16.262516","157dcbe8-05d9-11ec-882f-005056bb008a","1049","DD NSF CHECKS ADJUSTMENT","1","2","1",,"true","'1049':1A 'adjust':5B 'check':4B 'dd':2B 'nsf':3B"
"e5c5b982-05d9-11ec-a4ff-005056bb008a","2021-08-25 19:23:16.262543","2021-08-25 19:23:16.262543","157dcbe8-05d9-11ec-882f-005056bb008a","1050","PREPAID INSURANCE","1","2","1",,"true","'1050':1A 'insur':3B 'prepaid':2B"
"e5c5ba72-05d9-11ec-a500-005056bb008a","2021-08-25 19:23:16.262567","2021-08-25 19:23:16.262567","157dcbe8-05d9-11ec-882f-005056bb008a","1052","PDL INTEREST RECEIVABE","1","2","1",,"false","'1052':1A 'interest':3B 'pdl':2B 'receivab':4B"
"e5c5bb76-05d9-11ec-a501-005056bb008a","2021-08-25 19:23:16.262593","2021-08-25 19:23:16.262593","157dcbe8-05d9-11ec-882f-005056bb008a","1054","DEFERRED INTEREST","1","2","1",,"false","'1054':1A 'defer':2B 'interest':3B"
"e5c5bc5c-05d9-11ec-a502-005056bb008a","2021-08-25 19:23:16.262616","2021-08-25 19:23:16.262616","157dcbe8-05d9-11ec-882f-005056bb008a","1057","DEFERRED PDL FEES","1","2","1",,"false","'1057':1A 'defer':2B 'fee':4B 'pdl':3B"
"e5c5bd56-05d9-11ec-a503-005056bb008a","2021-08-25 19:23:16.262641","2021-08-25 19:23:16.262641","157dcbe8-05d9-11ec-882f-005056bb008a","1060","OTHER PREPAID EXPENSES","1","2","1",,"true","'1060':1A 'expens':4B 'prepaid':3B"
"e5c5be96-05d9-11ec-a504-005056bb008a","2021-08-25 19:23:16.262674","2021-08-25 19:23:16.262674","157dcbe8-05d9-11ec-882f-005056bb008a","1065","PREPAID MERCHANDISE","1","2","1",,"true","'1065':1A 'merchandis':3B 'prepaid':2B"
"e5c5bf90-05d9-11ec-a505-005056bb008a","2021-08-25 19:23:16.262698","2021-08-25 19:23:16.262698","157dcbe8-05d9-11ec-882f-005056bb008a","1071","SUPPLIES INVENTORY","1","2","1",,"true","'1071':1A 'inventori':3B 'suppli':2B"
"e5c5c080-05d9-11ec-a506-005056bb008a","2021-08-25 19:23:16.262722","2021-08-25 19:23:16.262722","157dcbe8-05d9-11ec-882f-005056bb008a","1100","INVENTORY - APPLIANCE","1","2","1",,"true","'1100':1A 'applianc':3B 'inventori':2B"
"e5c5c198-05d9-11ec-a507-005056bb008a","2021-08-25 19:23:16.26275","2021-08-25 19:23:16.26275","157dcbe8-05d9-11ec-882f-005056bb008a","1105","INVENTORY - AUDIO","1","2","1",,"true","'1105':1A 'audio':3B 'inventori':2B"
"e5c5c27e-05d9-11ec-a508-005056bb008a","2021-08-25 19:23:16.262773","2021-08-25 19:23:16.262773","157dcbe8-05d9-11ec-882f-005056bb008a","1107","INVENTORY - CAR AUDIO","1","2","1",,"true","'1107':1A 'audio':4B 'car':3B 'inventori':2B"
"e5c5c378-05d9-11ec-a509-005056bb008a","2021-08-25 19:23:16.262798","2021-08-25 19:23:16.262798","157dcbe8-05d9-11ec-882f-005056bb008a","1110","INVENTORY - FURNITURE","1","2","1",,"true","'1110':1A 'furnitur':3B 'inventori':2B"
"e5c5c45e-05d9-11ec-a50a-005056bb008a","2021-08-25 19:23:16.262821","2021-08-25 19:23:16.262821","157dcbe8-05d9-11ec-882f-005056bb008a","1118","INVENTORY - COMPUTER","1","2","1",,"true","'1118':1A 'comput':3B 'inventori':2B"
"e5c5c544-05d9-11ec-a50b-005056bb008a","2021-08-25 19:23:16.262844","2021-08-25 19:23:16.262844","157dcbe8-05d9-11ec-882f-005056bb008a","1120","INVENTORY - JEWELRY","1","2","1",,"true","'1120':1A 'inventori':2B 'jewelri':3B"
"e5c5c634-05d9-11ec-a50c-005056bb008a","2021-08-25 19:23:16.262868","2021-08-25 19:23:16.262868","157dcbe8-05d9-11ec-882f-005056bb008a","1125","INVENTORY - CELLULAR PHONE","1","2","1",,"true","'1125':1A 'cellular':3B 'inventori':2B 'phone':4B"
"e5c5c738-05d9-11ec-a50d-005056bb008a","2021-08-25 19:23:16.262894","2021-08-25 19:23:16.262894","157dcbe8-05d9-11ec-882f-005056bb008a","1130","INVENTORY - TV","1","2","1",,"true","'1130':1A 'inventori':2B 'tv':3B"
"e5c5c814-05d9-11ec-a50e-005056bb008a","2021-08-25 19:23:16.262916","2021-08-25 19:23:16.262916","157dcbe8-05d9-11ec-882f-005056bb008a","1135","INVENTORY - VIDEO","1","2","1",,"true","'1135':1A 'inventori':2B 'video':3B"
"e5c5d228-05d9-11ec-a50f-005056bb008a","2021-08-25 19:23:16.263175","2021-08-25 19:23:16.263175","157dcbe8-05d9-11ec-882f-005056bb008a","1140","INVENTORY - MISCELLANEOUS","1","2","1",,"true","'1140':1A 'inventori':2B 'miscellan':3B"
"e5c5d3ae-05d9-11ec-a510-005056bb008a","2021-08-25 19:23:16.263213","2021-08-25 19:23:16.263213","157dcbe8-05d9-11ec-882f-005056bb008a","1200","INVENTORY DEPREC - APPLIANCE","1","1","1",,"true","'1200':1A 'applianc':4B 'deprec':3B 'inventori':2B"
"e5c5d4c6-05d9-11ec-a511-005056bb008a","2021-08-25 19:23:16.263241","2021-08-25 19:23:16.263241","157dcbe8-05d9-11ec-882f-005056bb008a","1205","INVENTORY DEPREC - AUDIO","1","1","1",,"true","'1205':1A 'audio':4B 'deprec':3B 'inventori':2B"
"e5c5d5c0-05d9-11ec-a512-005056bb008a","2021-08-25 19:23:16.263266","2021-08-25 19:23:16.263266","157dcbe8-05d9-11ec-882f-005056bb008a","1207","INVENTORY DEPREC - CAR AUDIO","1","1","1",,"true","'1207':1A 'audio':5B 'car':4B 'deprec':3B 'inventori':2B"
"e5c5d6e2-05d9-11ec-a513-005056bb008a","2021-08-25 19:23:16.263295","2021-08-25 19:23:16.263295","157dcbe8-05d9-11ec-882f-005056bb008a","1210","INVENTORY DEPREC - FURNITURE","1","1","1",,"true","'1210':1A 'deprec':3B 'furnitur':4B 'inventori':2B"
"e5c5d7e6-05d9-11ec-a514-005056bb008a","2021-08-25 19:23:16.263321","2021-08-25 19:23:16.263321","157dcbe8-05d9-11ec-882f-005056bb008a","1218","INVENTORY DEPREC - COMPUTER","1","1","1",,"true","'1218':1A 'comput':4B 'deprec':3B 'inventori':2B"
"e5c5d8e0-05d9-11ec-a515-005056bb008a","2021-08-25 19:23:16.263347","2021-08-25 19:23:16.263347","157dcbe8-05d9-11ec-882f-005056bb008a","1220","INVENTORY DEPREC - JEWELRY","1","1","1",,"true","'1220':1A 'deprec':3B 'inventori':2B 'jewelri':4B"
"e5c5d9e4-05d9-11ec-a516-005056bb008a","2021-08-25 19:23:16.263372","2021-08-25 19:23:16.263372","157dcbe8-05d9-11ec-882f-005056bb008a","1225","INVENTORY DEPREC - CELL PHONE","1","1","1",,"true","'1225':1A 'cell':4B 'deprec':3B 'inventori':2B 'phone':5B"
"e5c5daf2-05d9-11ec-a517-005056bb008a","2021-08-25 19:23:16.263399","2021-08-25 19:23:16.263399","157dcbe8-05d9-11ec-882f-005056bb008a","1230","INVENTORY DEPREC - TV","1","1","1",,"true","'1230':1A 'deprec':3B 'inventori':2B 'tv':4B"
"e5c5dc0a-05d9-11ec-a518-005056bb008a","2021-08-25 19:23:16.263427","2021-08-25 19:23:16.263428","157dcbe8-05d9-11ec-882f-005056bb008a","1235","INVENTORY DEPREC - VIDEO","1","1","1",,"true","'1235':1A 'deprec':3B 'inventori':2B 'video':4B"
"e5c5dd04-05d9-11ec-a519-005056bb008a","2021-08-25 19:23:16.263452","2021-08-25 19:23:16.263453","157dcbe8-05d9-11ec-882f-005056bb008a","1240","INVENTORY DEPREC - MISCELANOUS","1","1","1",,"true","'1240':1A 'deprec':3B 'inventori':2B 'miscelan':4B"
"e5c5de12-05d9-11ec-a51a-005056bb008a","2021-08-25 19:23:16.263479","2021-08-25 19:23:16.263479","157dcbe8-05d9-11ec-882f-005056bb008a","1299","INVENTORY SALE OF STORE TEMP","1","1","1",,"true","'1299':1A 'inventori':2B 'sale':3B 'store':5B 'temp':6B"
"e5c5df20-05d9-11ec-a51b-005056bb008a","2021-08-25 19:23:16.263506","2021-08-25 19:23:16.263507","157dcbe8-05d9-11ec-882f-005056bb008a","1300","LAND","1","2","1",,"false","'1300':1A 'land':2B"
"e5c5dfe8-05d9-11ec-a51c-005056bb008a","2021-08-25 19:23:16.263526","2021-08-25 19:23:16.263526","157dcbe8-05d9-11ec-882f-005056bb008a","1310","BUILDING","1","2","1",,"false","'1310':1A 'build':2B"
"e5c5e0ba-05d9-11ec-a51d-005056bb008a","2021-08-25 19:23:16.263547","2021-08-25 19:23:16.263547","157dcbe8-05d9-11ec-882f-005056bb008a","1315","A/D - BUILDING","1","2","1",,"false","'1315':1A 'a/d':2B 'build':3B"
"e5c5e1a0-05d9-11ec-a51e-005056bb008a","2021-08-25 19:23:16.26357","2021-08-25 19:23:16.26357","157dcbe8-05d9-11ec-882f-005056bb008a","1320","LEASEHOLD IMPROVEMENTS","1","2","1",,"false","'1320':1A 'improv':3B 'leasehold':2B"
"e5c5e29a-05d9-11ec-a51f-005056bb008a","2021-08-25 19:23:16.263595","2021-08-25 19:23:16.263595","157dcbe8-05d9-11ec-882f-005056bb008a","1325","A/D - LEASEHOLD IMPROVEMENTS","1","2","1",,"false","'1325':1A 'a/d':2B 'improv':4B 'leasehold':3B"
"e5c5e39e-05d9-11ec-a520-005056bb008a","2021-08-25 19:23:16.263621","2021-08-25 19:23:16.263621","157dcbe8-05d9-11ec-882f-005056bb008a","1330","FIXTURES & EQUIPMENT","1","2","1",,"false","'1330':1A 'equip':3B 'fixtur':2B"
"e5c5e51a-05d9-11ec-a521-005056bb008a","2021-08-25 19:23:16.263659","2021-08-25 19:23:16.263659","157dcbe8-05d9-11ec-882f-005056bb008a","1335","A/D - FIXTURES & EQUIPMENT","1","2","1",,"false","'1335':1A 'a/d':2B 'equip':4B 'fixtur':3B"
"e5c5e628-05d9-11ec-a522-005056bb008a","2021-08-25 19:23:16.263686","2021-08-25 19:23:16.263686","157dcbe8-05d9-11ec-882f-005056bb008a","1340","VEHICLES","1","2","1",,"true","'1340':1A 'vehicl':2B"
"e5c5e6fa-05d9-11ec-a523-005056bb008a","2021-08-25 19:23:16.263707","2021-08-25 19:23:16.263707","157dcbe8-05d9-11ec-882f-005056bb008a","1345","A/D - VEHICLES","1","2","1",,"true","'1345':1A 'a/d':2B 'vehicl':3B"
"e5c5e7d6-05d9-11ec-a524-005056bb008a","2021-08-25 19:23:16.263729","2021-08-25 19:23:16.263729","157dcbe8-05d9-11ec-882f-005056bb008a","1400","DEPOSITS","1","2","1",,"false","'1400':1A 'deposit':2B"
"e5c5e89e-05d9-11ec-a525-005056bb008a","2021-08-25 19:23:16.263749","2021-08-25 19:23:16.26375","157dcbe8-05d9-11ec-882f-005056bb008a","1405","ORGANIZATION EXPENSE","1","2","1",,"true","'1405':1A 'expens':3B 'organ':2B"
"e5c5e998-05d9-11ec-a526-005056bb008a","2021-08-25 19:23:16.263774","2021-08-25 19:23:16.263774","157dcbe8-05d9-11ec-882f-005056bb008a","1406","ACCUM. AMORT. - ORGAN. EXPENSE","1","2","1",,"true","'1406':1A 'accum':2B 'amort':3B 'expens':5B 'organ':4B"
"e5c5eac4-05d9-11ec-a527-005056bb008a","2021-08-25 19:23:16.263804","2021-08-25 19:23:16.263804","157dcbe8-05d9-11ec-882f-005056bb008a","1410","PRE-OPENING EXPENSE","1","2","1",,"true","'1410':1A 'expens':5B 'open':4B 'pre':3B 'pre-open':2B"
"e5c5ebdc-05d9-11ec-a528-005056bb008a","2021-08-25 19:23:16.263832","2021-08-25 19:23:16.263833","157dcbe8-05d9-11ec-882f-005056bb008a","1415","ACCUM. AMORT - PRE-OPENING EXP","1","2","1",,"true","'1415':1A 'accum':2B 'amort':3B 'exp':7B 'open':6B 'pre':5B 'pre-open':4B"
"e5c5ed26-05d9-11ec-a529-005056bb008a","2021-08-25 19:23:16.263865","2021-08-25 19:23:16.263865","157dcbe8-05d9-11ec-882f-005056bb008a","1430","LOAN COST","1","2","1",,"true","'1430':1A 'cost':3B 'loan':2B"
"e5c5ee2a-05d9-11ec-a52a-005056bb008a","2021-08-25 19:23:16.263891","2021-08-25 19:23:16.263891","157dcbe8-05d9-11ec-882f-005056bb008a","1435","ACCUM. AMORT. - LOAN COST","1","2","1",,"true","'1435':1A 'accum':2B 'amort':3B 'cost':5B 'loan':4B"
"e5c5ef42-05d9-11ec-a52b-005056bb008a","2021-08-25 19:23:16.263919","2021-08-25 19:23:16.263919","157dcbe8-05d9-11ec-882f-005056bb008a","1440","GOODWILL","1","2","1",,"true","'1440':1A 'goodwil':2B"
"e5c5f00a-05d9-11ec-a52c-005056bb008a","2021-08-25 19:23:16.263939","2021-08-25 19:23:16.263939","157dcbe8-05d9-11ec-882f-005056bb008a","1441","GOODWILL","1","2","1",,"true","'1441':1A 'goodwil':2B"
"e5c5f0d2-05d9-11ec-a52d-005056bb008a","2021-08-25 19:23:16.263959","2021-08-25 19:23:16.263959","157dcbe8-05d9-11ec-882f-005056bb008a","1442","GOODWILL","1","2","1",,"true","'1442':1A 'goodwil':2B"
"e5c5f190-05d9-11ec-a52e-005056bb008a","2021-08-25 19:23:16.263978","2021-08-25 19:23:16.263978","157dcbe8-05d9-11ec-882f-005056bb008a","1443","GOODWILL","1","2","1",,"true","'1443':1A 'goodwil':2B"
"e5c5f24e-05d9-11ec-a52f-005056bb008a","2021-08-25 19:23:16.263997","2021-08-25 19:23:16.263997","157dcbe8-05d9-11ec-882f-005056bb008a","1445","ACCUM AMORT - GOODWILL","1","2","1",,"true","'1445':1A 'accum':2B 'amort':3B 'goodwil':4B"
"e5c5f348-05d9-11ec-a530-005056bb008a","2021-08-25 19:23:16.264022","2021-08-25 19:23:16.264022","157dcbe8-05d9-11ec-882f-005056bb008a","1750","FRANCHISE FEE","1","2","1",,"false","'1750':1A 'fee':3B 'franchis':2B"
"e5c5f42e-05d9-11ec-a531-005056bb008a","2021-08-25 19:23:16.264045","2021-08-25 19:23:16.264045","157dcbe8-05d9-11ec-882f-005056bb008a","1755","ACCUM AMORT - FRANCH FEE","1","2","1",,"false","'1755':1A 'accum':2B 'amort':3B 'fee':5B 'franch':4B"
"e5c5f564-05d9-11ec-a532-005056bb008a","2021-08-25 19:23:16.264076","2021-08-25 19:23:16.264076","157dcbe8-05d9-11ec-882f-005056bb008a","1800","NOTE RECEIVABLE - OFFICERS","1","2","1",,"true","'1800':1A 'note':2B 'offic':4B 'receiv':3B"
"e5c5f69a-05d9-11ec-a533-005056bb008a","2021-08-25 19:23:16.264107","2021-08-25 19:23:16.264107","157dcbe8-05d9-11ec-882f-005056bb008a","2000","ACCOUNTS PAYABLE","4","1","1",,"true","'2000':1A 'account':2B 'payabl':3B"
"e5c5f78a-05d9-11ec-a534-005056bb008a","2021-08-25 19:23:16.264131","2021-08-25 19:23:16.264131","157dcbe8-05d9-11ec-882f-005056bb008a","2001","ACCOUNT PAYABLE - JOUNRAL ENTR","4","1","1",,"true","'2001':1A 'account':2B 'entr':5B 'jounral':4B 'payabl':3B"
"e5c5f8ac-05d9-11ec-a535-005056bb008a","2021-08-25 19:23:16.26416","2021-08-25 19:23:16.26416","157dcbe8-05d9-11ec-882f-005056bb008a","2002","CASH ADVANCE VARIANCE","4","1","1",,"true","'2002':1A 'advanc':3B 'cash':2B 'varianc':4B"
"e5c5f9a6-05d9-11ec-a536-005056bb008a","2021-08-25 19:23:16.264185","2021-08-25 19:23:16.264185","157dcbe8-05d9-11ec-882f-005056bb008a","2005","A/P OLD","4","1","1",,"true","'2005':1A 'a/p':2B 'old':3B"
"e5c5fa8c-05d9-11ec-a537-005056bb008a","2021-08-25 19:23:16.264208","2021-08-25 19:23:16.264208","157dcbe8-05d9-11ec-882f-005056bb008a","2007","CREDIT CARD CLEARING","4","1","1",,"true","'2007':1A 'card':3B 'clear':4B 'credit':2B"
"e5c5fb86-05d9-11ec-a538-005056bb008a","2021-08-25 19:23:16.264233","2021-08-25 19:23:16.264233","157dcbe8-05d9-11ec-882f-005056bb008a","2010","UNBILLED INVENTORY","4","1","1",,"true","'2010':1A 'inventori':3B 'unbil':2B"
"e5c5fc80-05d9-11ec-a539-005056bb008a","2021-08-25 19:23:16.264258","2021-08-25 19:23:16.264258","157dcbe8-05d9-11ec-882f-005056bb008a","2015","INVENTORY PURCHASE CLEARING","4","1","1",,"true","'2015':1A 'clear':4B 'inventori':2B 'purchas':3B"
"e5c5fd8e-05d9-11ec-a53a-005056bb008a","2021-08-25 19:23:16.264285","2021-08-25 19:23:16.264285","157dcbe8-05d9-11ec-882f-005056bb008a","2020","CITI CREDIT CARD","4","1","1",,"true","'2020':1A 'card':4B 'citi':2B 'credit':3B"
"e5c5ffd2-05d9-11ec-a53b-005056bb008a","2021-08-25 19:23:16.264343","2021-08-25 19:23:16.264343","157dcbe8-05d9-11ec-882f-005056bb008a","2021","CHASE CREDIT CARD #1008","4","1","1",,"true","'1008':5B '2021':1A 'card':4B 'chase':2B 'credit':3B"
"e5c6011c-05d9-11ec-a53c-005056bb008a","2021-08-25 19:23:16.264376","2021-08-25 19:23:16.264377","157dcbe8-05d9-11ec-882f-005056bb008a","2022","US BANK CREDIT CARD #7446","4","1","1",,"true","'2022':1A '7446':6B 'bank':3B 'card':5B 'credit':4B 'us':2B"
"e5c6023e-05d9-11ec-a53d-005056bb008a","2021-08-25 19:23:16.264405","2021-08-25 19:23:16.264405","157dcbe8-05d9-11ec-882f-005056bb008a","2023","AMERICAN EXPRESS CARD","4","1","1",,"true","'2023':1A 'american':2B 'card':4B 'express':3B"
"e5c60342-05d9-11ec-a53e-005056bb008a","2021-08-25 19:23:16.264431","2021-08-25 19:23:16.264431","157dcbe8-05d9-11ec-882f-005056bb008a","2024","US BANK CREDIT CARD #2512","4","1","1",,"true","'2024':1A '2512':6B 'bank':3B 'card':5B 'credit':4B 'us':2B"
"e5c60450-05d9-11ec-a53f-005056bb008a","2021-08-25 19:23:16.264458","2021-08-25 19:23:16.264458","157dcbe8-05d9-11ec-882f-005056bb008a","2026","SEARS CREDIT CARD","4","1","1",,"true","'2026':1A 'card':4B 'credit':3B 'sear':2B"
"e5c6054a-05d9-11ec-a540-005056bb008a","2021-08-25 19:23:16.264483","2021-08-25 19:23:16.264483","157dcbe8-05d9-11ec-882f-005056bb008a","2028","WELLS FARGO VISA #1476","4","1","1",,"true","'1476':5B '2028':1A 'fargo':3B 'visa':4B 'well':2B"
"e5c6064e-05d9-11ec-a541-005056bb008a","2021-08-25 19:23:16.264509","2021-08-25 19:23:16.264509","157dcbe8-05d9-11ec-882f-005056bb008a","2030","OTHER ACCRUED EXPENSE","4","1","1",,"true","'2030':1A 'accru':3B 'expens':4B"
"e5c60748-05d9-11ec-a542-005056bb008a","2021-08-25 19:23:16.264534","2021-08-25 19:23:16.264534","157dcbe8-05d9-11ec-882f-005056bb008a","2050","CUSTOMER SECURITY DEPOSIT","4","1","1",,"false","'2050':1A 'custom':2B 'deposit':4B 'secur':3B"
"e5c6084c-05d9-11ec-a543-005056bb008a","2021-08-25 19:23:16.26456","2021-08-25 19:23:16.26456","157dcbe8-05d9-11ec-882f-005056bb008a","2051","CUSTOMER DEPOSITS","4","2","1",,"false","'2051':1A 'custom':2B 'deposit':3B"
