"id","time_created","time_updated","invoice_id","distribution_account_id","distribution_profit_center_id_sfk","distribution_amount"
"52646070-05da-11ec-952a-005056bb008a","2021-08-25 19:26:18.496218","2021-08-25 19:26:18.496218","3828a55e-05da-11ec-bedd-005056bb008a","e5c6b6a2-05d9-11ec-a5c8-005056bb008a","14","2366.00"
"526460ac-05da-11ec-952b-005056bb008a","2021-08-25 19:26:18.496224","2021-08-25 19:26:18.496224","3828a55e-05da-11ec-bedd-005056bb008a","e5c6b6a2-05d9-11ec-a5c8-005056bb008a","15","3422.00"
"526460e8-05da-11ec-952c-005056bb008a","2021-08-25 19:26:18.49623","2021-08-25 19:26:18.49623","3828a55e-05da-11ec-bedd-005056bb008a","e5c6b6a2-05d9-11ec-a5c8-005056bb008a","16","3347.00"
"52646124-05da-11ec-952d-005056bb008a","2021-08-25 19:26:18.496236","2021-08-25 19:26:18.496236","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","1","2295.00"
"5264616a-05da-11ec-952e-005056bb008a","2021-08-25 19:26:18.496243","2021-08-25 19:26:18.496243","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","6","1973.00"
"526461a6-05da-11ec-952f-005056bb008a","2021-08-25 19:26:18.496249","2021-08-25 19:26:18.496249","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","7","2047.00"
"526461f6-05da-11ec-9530-005056bb008a","2021-08-25 19:26:18.496257","2021-08-25 19:26:18.496257","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","10","1276.00"
"52646232-05da-11ec-9531-005056bb008a","2021-08-25 19:26:18.496263","2021-08-25 19:26:18.496263","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","14","1224.00"
"5264626e-05da-11ec-9532-005056bb008a","2021-08-25 19:26:18.496269","2021-08-25 19:26:18.496269","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","15","1770.00"
"526462b4-05da-11ec-9533-005056bb008a","2021-08-25 19:26:18.496275","2021-08-25 19:26:18.496276","3828a55e-05da-11ec-bedd-005056bb008a","e5c6ea46-05d9-11ec-a5f2-005056bb008a","16","1732.00"
"526462f0-05da-11ec-9534-005056bb008a","2021-08-25 19:26:18.496282","2021-08-25 19:26:18.496282","3828a55e-05da-11ec-bedd-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-37368.00"
"52646340-05da-11ec-9535-005056bb008a","2021-08-25 19:26:18.496289","2021-08-25 19:26:18.496289","3828a608-05da-11ec-bede-005056bb008a","e5c68de4-05d9-11ec-a5a7-005056bb008a","1","-556.85"
"5264637c-05da-11ec-9536-005056bb008a","2021-08-25 19:26:18.496296","2021-08-25 19:26:18.496296","3828a608-05da-11ec-bede-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","556.85"
"526463c2-05da-11ec-9537-005056bb008a","2021-08-25 19:26:18.496303","2021-08-25 19:26:18.496303","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","1","0.51"
"526463fe-05da-11ec-9538-005056bb008a","2021-08-25 19:26:18.496309","2021-08-25 19:26:18.496309","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","6","0.51"
"5264643a-05da-11ec-9539-005056bb008a","2021-08-25 19:26:18.496315","2021-08-25 19:26:18.496315","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","7","0.51"
"52646480-05da-11ec-953a-005056bb008a","2021-08-25 19:26:18.496321","2021-08-25 19:26:18.496321","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","10","0.51"
"526464da-05da-11ec-953b-005056bb008a","2021-08-25 19:26:18.496331","2021-08-25 19:26:18.496331","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","14","0.52"
"52646520-05da-11ec-953c-005056bb008a","2021-08-25 19:26:18.496338","2021-08-25 19:26:18.496338","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","15","0.52"
"5264655c-05da-11ec-953d-005056bb008a","2021-08-25 19:26:18.496344","2021-08-25 19:26:18.496344","3828a694-05da-11ec-bedf-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","16","0.52"
"52646598-05da-11ec-953e-005056bb008a","2021-08-25 19:26:18.49635","2021-08-25 19:26:18.49635","3828a694-05da-11ec-bedf-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-3.60"
"526465de-05da-11ec-953f-005056bb008a","2021-08-25 19:26:18.496357","2021-08-25 19:26:18.496357","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","1","0.51"
"5264661a-05da-11ec-9540-005056bb008a","2021-08-25 19:26:18.496363","2021-08-25 19:26:18.496363","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","6","0.51"
"52646656-05da-11ec-9541-005056bb008a","2021-08-25 19:26:18.496369","2021-08-25 19:26:18.496369","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","7","0.51"
"5264669c-05da-11ec-9542-005056bb008a","2021-08-25 19:26:18.496375","2021-08-25 19:26:18.496375","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","10","0.51"
"526466d8-05da-11ec-9543-005056bb008a","2021-08-25 19:26:18.496382","2021-08-25 19:26:18.496382","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","14","0.52"
"52646714-05da-11ec-9544-005056bb008a","2021-08-25 19:26:18.496388","2021-08-25 19:26:18.496388","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","15","0.52"
"52646750-05da-11ec-9545-005056bb008a","2021-08-25 19:26:18.496394","2021-08-25 19:26:18.496394","3828a720-05da-11ec-bee0-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","16","0.52"
"52646796-05da-11ec-9546-005056bb008a","2021-08-25 19:26:18.496401","2021-08-25 19:26:18.496401","3828a720-05da-11ec-bee0-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-3.60"
"526467d2-05da-11ec-9547-005056bb008a","2021-08-25 19:26:18.496407","2021-08-25 19:26:18.496407","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","1","0.21"
"5264680e-05da-11ec-9548-005056bb008a","2021-08-25 19:26:18.496413","2021-08-25 19:26:18.496413","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","6","0.21"
"52646854-05da-11ec-9549-005056bb008a","2021-08-25 19:26:18.49642","2021-08-25 19:26:18.49642","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","7","0.21"
"52646890-05da-11ec-954a-005056bb008a","2021-08-25 19:26:18.496426","2021-08-25 19:26:18.496426","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","10","0.21"
"526468d6-05da-11ec-954b-005056bb008a","2021-08-25 19:26:18.496432","2021-08-25 19:26:18.496432","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","14","0.21"
"52646912-05da-11ec-954c-005056bb008a","2021-08-25 19:26:18.496439","2021-08-25 19:26:18.496439","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","15","0.21"
"5264694e-05da-11ec-954d-005056bb008a","2021-08-25 19:26:18.496445","2021-08-25 19:26:18.496445","3828a7ac-05da-11ec-bee1-005056bb008a","e5c6ae3c-05d9-11ec-a5c4-005056bb008a","16","0.18"
"52646994-05da-11ec-954e-005056bb008a","2021-08-25 19:26:18.496451","2021-08-25 19:26:18.496452","3828a7ac-05da-11ec-bee1-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-1.44"
"526469d0-05da-11ec-954f-005056bb008a","2021-08-25 19:26:18.496458","2021-08-25 19:26:18.496458","3828a860-05da-11ec-bee2-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","7","640.14"
"52646a16-05da-11ec-9550-005056bb008a","2021-08-25 19:26:18.496465","2021-08-25 19:26:18.496465","3828a860-05da-11ec-bee2-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","9000","238.05"
"52646a70-05da-11ec-9551-005056bb008a","2021-08-25 19:26:18.496474","2021-08-25 19:26:18.496474","3828a860-05da-11ec-bee2-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","16","408.57"
"52646ab6-05da-11ec-9552-005056bb008a","2021-08-25 19:26:18.496481","2021-08-25 19:26:18.496481","3828a860-05da-11ec-bee2-005056bb008a","e5c5b2f2-05d9-11ec-a4f9-005056bb008a","9000","31.76"
"52646af2-05da-11ec-9553-005056bb008a","2021-08-25 19:26:18.496487","2021-08-25 19:26:18.496487","3828a860-05da-11ec-bee2-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","6","71.67"
"52646fc0-05da-11ec-9554-005056bb008a","2021-08-25 19:26:18.496611","2021-08-25 19:26:18.496611","3828a860-05da-11ec-bee2-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","1","583.59"
"52647010-05da-11ec-9555-005056bb008a","2021-08-25 19:26:18.496618","2021-08-25 19:26:18.496618","3828a860-05da-11ec-bee2-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","6","487.15"
"5264704c-05da-11ec-9556-005056bb008a","2021-08-25 19:26:18.496624","2021-08-25 19:26:18.496624","3828a860-05da-11ec-bee2-005056bb008a","e5c5b2f2-05d9-11ec-a4f9-005056bb008a","9000","210.83"
"52647092-05da-11ec-9557-005056bb008a","2021-08-25 19:26:18.496631","2021-08-25 19:26:18.496631","3828a860-05da-11ec-bee2-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-2671.76"
"526470ce-05da-11ec-9558-005056bb008a","2021-08-25 19:26:18.496637","2021-08-25 19:26:18.496637","3828a8e2-05da-11ec-bee3-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","7","627.57"
"52647114-05da-11ec-9559-005056bb008a","2021-08-25 19:26:18.496644","2021-08-25 19:26:18.496644","3828a8e2-05da-11ec-bee3-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","9000","243.35"
"52647150-05da-11ec-955a-005056bb008a","2021-08-25 19:26:18.49665","2021-08-25 19:26:18.49665","3828a8e2-05da-11ec-bee3-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","16","377.45"
"52647196-05da-11ec-955b-005056bb008a","2021-08-25 19:26:18.496656","2021-08-25 19:26:18.496656","3828a8e2-05da-11ec-bee3-005056bb008a","e5c5b2f2-05d9-11ec-a4f9-005056bb008a","9000","31.50"
"526471d2-05da-11ec-955c-005056bb008a","2021-08-25 19:26:18.496663","2021-08-25 19:26:18.496663","3828a8e2-05da-11ec-bee3-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","6","97.03"
"52647218-05da-11ec-955d-005056bb008a","2021-08-25 19:26:18.49667","2021-08-25 19:26:18.49667","3828a8e2-05da-11ec-bee3-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","1","557.43"
"52647254-05da-11ec-955e-005056bb008a","2021-08-25 19:26:18.496676","2021-08-25 19:26:18.496676","3828a8e2-05da-11ec-bee3-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","6","527.98"
"5264729a-05da-11ec-955f-005056bb008a","2021-08-25 19:26:18.496683","2021-08-25 19:26:18.496683","3828a8e2-05da-11ec-bee3-005056bb008a","e5c5b2f2-05d9-11ec-a4f9-005056bb008a","9000","216.09"
"526472d6-05da-11ec-9560-005056bb008a","2021-08-25 19:26:18.496689","2021-08-25 19:26:18.496689","3828a8e2-05da-11ec-bee3-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-2678.40"
"5264731c-05da-11ec-9561-005056bb008a","2021-08-25 19:26:18.496696","2021-08-25 19:26:18.496696","3828a96e-05da-11ec-bee4-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","16","432.91"
"52647358-05da-11ec-9562-005056bb008a","2021-08-25 19:26:18.496702","2021-08-25 19:26:18.496702","3828a96e-05da-11ec-bee4-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","9000","271.88"
"52647394-05da-11ec-9563-005056bb008a","2021-08-25 19:26:18.496708","2021-08-25 19:26:18.496708","3828a96e-05da-11ec-bee4-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","7","779.08"
"526473da-05da-11ec-9564-005056bb008a","2021-08-25 19:26:18.496715","2021-08-25 19:26:18.496715","3828a96e-05da-11ec-bee4-005056bb008a","e5c5b2f2-05d9-11ec-a4f9-005056bb008a","9000","33.41"
"52647416-05da-11ec-9565-005056bb008a","2021-08-25 19:26:18.496721","2021-08-25 19:26:18.496721","3828a96e-05da-11ec-bee4-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","6","137.89"
"5264747a-05da-11ec-9566-005056bb008a","2021-08-25 19:26:18.49673","2021-08-25 19:26:18.496731","3828a96e-05da-11ec-bee4-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","1","608.38"
"526474b6-05da-11ec-9567-005056bb008a","2021-08-25 19:26:18.496737","2021-08-25 19:26:18.496737","3828a96e-05da-11ec-bee4-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","6","624.40"
"526474fc-05da-11ec-9568-005056bb008a","2021-08-25 19:26:18.496743","2021-08-25 19:26:18.496744","3828a96e-05da-11ec-bee4-005056bb008a","e5c5b2f2-05d9-11ec-a4f9-005056bb008a","9000","236.74"
"52647538-05da-11ec-9569-005056bb008a","2021-08-25 19:26:18.49675","2021-08-25 19:26:18.49675","3828a96e-05da-11ec-bee4-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-3124.69"
"5264757e-05da-11ec-956a-005056bb008a","2021-08-25 19:26:18.496756","2021-08-25 19:26:18.496756","3828a9fa-05da-11ec-bee5-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","1","179.23"
"526475ba-05da-11ec-956b-005056bb008a","2021-08-25 19:26:18.496763","2021-08-25 19:26:18.496763","3828a9fa-05da-11ec-bee5-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","9000","59.80"
"526475f6-05da-11ec-956c-005056bb008a","2021-08-25 19:26:18.496769","2021-08-25 19:26:18.496769","3828a9fa-05da-11ec-bee5-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-239.03"
"5264763c-05da-11ec-956d-005056bb008a","2021-08-25 19:26:18.496776","2021-08-25 19:26:18.496776","3828aa7c-05da-11ec-bee6-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","9000","58.57"
"52647678-05da-11ec-956e-005056bb008a","2021-08-25 19:26:18.496782","2021-08-25 19:26:18.496782","3828aa7c-05da-11ec-bee6-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","1","179.94"
"526476b4-05da-11ec-956f-005056bb008a","2021-08-25 19:26:18.496788","2021-08-25 19:26:18.496788","3828aa7c-05da-11ec-bee6-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-238.51"
"526476fa-05da-11ec-9570-005056bb008a","2021-08-25 19:26:18.496795","2021-08-25 19:26:18.496795","3828ab08-05da-11ec-bee7-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","9000","56.12"
"52647736-05da-11ec-9571-005056bb008a","2021-08-25 19:26:18.496801","2021-08-25 19:26:18.496801","3828ab08-05da-11ec-bee7-005056bb008a","e5c6cd04-05d9-11ec-a5de-005056bb008a","1","181.37"
"5264777c-05da-11ec-9572-005056bb008a","2021-08-25 19:26:18.496808","2021-08-25 19:26:18.496808","3828ab08-05da-11ec-bee7-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-237.49"
"526477b8-05da-11ec-9573-005056bb008a","2021-08-25 19:26:18.496814","2021-08-25 19:26:18.496814","3828ab8a-05da-11ec-bee8-005056bb008a","e5c6de16-05d9-11ec-a5e7-005056bb008a","9000","17.00"
"526477fe-05da-11ec-9574-005056bb008a","2021-08-25 19:26:18.496821","2021-08-25 19:26:18.496821","3828ab8a-05da-11ec-bee8-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-17.00"
"5264783a-05da-11ec-9575-005056bb008a","2021-08-25 19:26:18.496827","2021-08-25 19:26:18.496827","3828ac16-05da-11ec-bee9-005056bb008a","e5c6de16-05d9-11ec-a5e7-005056bb008a","9000","32.50"
"52647880-05da-11ec-9576-005056bb008a","2021-08-25 19:26:18.496833","2021-08-25 19:26:18.496833","3828ac16-05da-11ec-bee9-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-32.50"
"526478bc-05da-11ec-9577-005056bb008a","2021-08-25 19:26:18.49684","2021-08-25 19:26:18.49684","3828ac98-05da-11ec-beea-005056bb008a","e5c6de16-05d9-11ec-a5e7-005056bb008a","9000","16.02"
"526478f8-05da-11ec-9578-005056bb008a","2021-08-25 19:26:18.496846","2021-08-25 19:26:18.496846","3828ac98-05da-11ec-beea-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-16.02"
"5264793e-05da-11ec-9579-005056bb008a","2021-08-25 19:26:18.496852","2021-08-25 19:26:18.496853","3828ad38-05da-11ec-beeb-005056bb008a","e5c6a39c-05d9-11ec-a5ba-005056bb008a","7","70.96"
"5264797a-05da-11ec-957a-005056bb008a","2021-08-25 19:26:18.496859","2021-08-25 19:26:18.496859","3828ad38-05da-11ec-beeb-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-70.96"
"526479b6-05da-11ec-957b-005056bb008a","2021-08-25 19:26:18.496865","2021-08-25 19:26:18.496865","3828adc4-05da-11ec-beec-005056bb008a","e5c6a270-05d9-11ec-a5b9-005056bb008a","6","99.99"
"52647a1a-05da-11ec-957c-005056bb008a","2021-08-25 19:26:18.496875","2021-08-25 19:26:18.496875","3828adc4-05da-11ec-beec-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-99.99"
"52647a56-05da-11ec-957d-005056bb008a","2021-08-25 19:26:18.496881","2021-08-25 19:26:18.496881","3828ae50-05da-11ec-beed-005056bb008a","e5c6a39c-05d9-11ec-a5ba-005056bb008a","10","113.16"
"52647a9c-05da-11ec-957e-005056bb008a","2021-08-25 19:26:18.496888","2021-08-25 19:26:18.496888","3828ae50-05da-11ec-beed-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-113.16"
"52647ad8-05da-11ec-957f-005056bb008a","2021-08-25 19:26:18.496894","2021-08-25 19:26:18.496894","3828aedc-05da-11ec-beee-005056bb008a","e5c6a39c-05d9-11ec-a5ba-005056bb008a","16","62.69"
"52647b50-05da-11ec-9580-005056bb008a","2021-08-25 19:26:18.496906","2021-08-25 19:26:18.496906","3828aedc-05da-11ec-beee-005056bb008a","e5c5f69a-05d9-11ec-a533-005056bb008a","9000","-62.69"
