"id","time_created","time_updated","company_id","bank_id","vendor_id","account_payable_payment_status_id","account_payable_payment_type_id","payment_number","payment_date","date_cleared","date_voided","amount","payment_interfaced_indicator","void_interfaced_indicator"
"0260efde-05db-11ec-88ee-005056bb008a","2021-08-25 19:31:13.752677","2021-08-25 19:31:13.752677","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44608-05d9-11ec-a553-005056bb008a","1","2","53942","2020-01-15","2020-01-31",,"3.60",false,false
"0260f042-05db-11ec-88ef-005056bb008a","2021-08-25 19:31:13.752687","2021-08-25 19:31:13.752687","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44608-05d9-11ec-a553-005056bb008a","1","2","54034","2020-02-18",,,"3.60",false,false
"0260f0a6-05db-11ec-88f0-005056bb008a","2021-08-25 19:31:13.752697","2021-08-25 19:31:13.752697","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44608-05d9-11ec-a553-005056bb008a","1","2","54130","2020-03-25",,,"1.44",false,false
"0260f10a-05db-11ec-88f1-005056bb008a","2021-08-25 19:31:13.752707","2021-08-25 19:31:13.752707","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44798-05d9-11ec-a554-005056bb008a","1","2","53926","2020-01-09","2020-01-31",,"2671.76",false,false
"0260f178-05db-11ec-88f2-005056bb008a","2021-08-25 19:31:13.752718","2021-08-25 19:31:13.752718","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44798-05d9-11ec-a554-005056bb008a","1","2","54000","2020-02-06","2020-02-29",,"2678.40",false,false
"0260f1dc-05db-11ec-88f3-005056bb008a","2021-08-25 19:31:13.752728","2021-08-25 19:31:13.752728","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44798-05d9-11ec-a554-005056bb008a","1","2","54092","2020-03-06",,,"3124.69",false,false
"0260f286-05db-11ec-88f4-005056bb008a","2021-08-25 19:31:13.752745","2021-08-25 19:31:13.752745","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44a86-05d9-11ec-a556-005056bb008a","1","2","53881","2020-01-02","2020-01-31",,"239.03",false,false
"0260f2ea-05db-11ec-88f5-005056bb008a","2021-08-25 19:31:13.752755","2021-08-25 19:31:13.752755","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44a86-05d9-11ec-a556-005056bb008a","1","2","53996","2020-02-06","2020-02-29",,"238.51",false,false
"0260f358-05db-11ec-88f6-005056bb008a","2021-08-25 19:31:13.752765","2021-08-25 19:31:13.752765","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44a86-05d9-11ec-a556-005056bb008a","1","2","54068","2020-03-02",,,"237.49",false,false
"0260f3bc-05db-11ec-88f7-005056bb008a","2021-08-25 19:31:13.752776","2021-08-25 19:31:13.752776","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44e82-05d9-11ec-a559-005056bb008a","1","2","53891","2020-01-02","2020-01-31",,"49.50",false,false
"0260f420-05db-11ec-88f8-005056bb008a","2021-08-25 19:31:13.752786","2021-08-25 19:31:13.752786","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44e82-05d9-11ec-a559-005056bb008a","1","2","54075","2020-03-02",,,"16.02",false,false
"0260f48e-05db-11ec-88f9-005056bb008a","2021-08-25 19:31:13.752797","2021-08-25 19:31:13.752797","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","1","2","53955","2020-01-24","2020-02-29",,"469.27",false,false
"0260f4f2-05db-11ec-88fa-005056bb008a","2021-08-25 19:31:13.752807","2021-08-25 19:31:13.752807","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","1","2","53972","2020-01-30","2020-02-29",,"562.38",false,false
"0260f560-05db-11ec-88fb-005056bb008a","2021-08-25 19:31:13.752818","2021-08-25 19:31:13.752818","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","1","2","54017","2020-02-07",,,"360.91",false,false
"0260f5c4-05db-11ec-88fc-005056bb008a","2021-08-25 19:31:13.752828","2021-08-25 19:31:13.752828","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","1","2","54078","2020-03-02",,,"259.55",false,false
"0260f628-05db-11ec-88fd-005056bb008a","2021-08-25 19:31:13.752838","2021-08-25 19:31:13.752838","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","1","2","54099","2020-03-06",,,"216.32",false,false
"0260f696-05db-11ec-88fe-005056bb008a","2021-08-25 19:31:13.752848","2021-08-25 19:31:13.752848","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d44ffe-05d9-11ec-a55a-005056bb008a","1","2","54137","2020-03-25",,,"24.99",false,false
"0260f6fa-05db-11ec-88ff-005056bb008a","2021-08-25 19:31:13.752859","2021-08-25 19:31:13.752859","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","1","2","53923","2020-01-09","2020-01-31",,"14.39",false,false
"0260f768-05db-11ec-8900-005056bb008a","2021-08-25 19:31:13.75287","2021-08-25 19:31:13.75287","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","1","2","53966","2020-01-30","2020-02-29",,"39.54",false,false
"0260f812-05db-11ec-8901-005056bb008a","2021-08-25 19:31:13.752887","2021-08-25 19:31:13.752887","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","1","2","53999","2020-02-06","2020-02-29",,"21.37",false,false
"0260f876-05db-11ec-8902-005056bb008a","2021-08-25 19:31:13.752897","2021-08-25 19:31:13.752897","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","1","2","54011","2020-02-07","2020-02-29",,"11.69",false,false
"0260f93e-05db-11ec-8903-005056bb008a","2021-08-25 19:31:13.752917","2021-08-25 19:31:13.752917","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d452b0-05d9-11ec-a55c-005056bb008a","1","2","54071","2020-03-02",,,"22.65",false,false
"0260f9ac-05db-11ec-8904-005056bb008a","2021-08-25 19:31:13.752928","2021-08-25 19:31:13.752928","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d45c56-05d9-11ec-a563-005056bb008a","1","2","53906","2020-01-02","2020-01-31",,"750.00",false,false
"0260fa1a-05db-11ec-8905-005056bb008a","2021-08-25 19:31:13.752939","2021-08-25 19:31:13.752939","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d45c56-05d9-11ec-a563-005056bb008a","1","2","53983","2020-02-03","2020-02-29",,"750.00",false,false
"0260fa7e-05db-11ec-8906-005056bb008a","2021-08-25 19:31:13.752949","2021-08-25 19:31:13.752949","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d45c56-05d9-11ec-a563-005056bb008a","1","2","54064","2020-03-02",,,"750.00",false,false
"0260faec-05db-11ec-8907-005056bb008a","2021-08-25 19:31:13.75296","2021-08-25 19:31:13.75296","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d45da0-05d9-11ec-a564-005056bb008a","1","2","53887","2020-01-02","2020-01-31",,"1000.00",false,false
"0260fb5a-05db-11ec-8908-005056bb008a","2021-08-25 19:31:13.752971","2021-08-25 19:31:13.752971","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d45da0-05d9-11ec-a564-005056bb008a","1","2","53975","2020-02-03","2020-02-29",,"1000.00",false,false
"0260fbc8-05db-11ec-8909-005056bb008a","2021-08-25 19:31:13.752982","2021-08-25 19:31:13.752982","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d45da0-05d9-11ec-a564-005056bb008a","1","2","54056","2020-03-02",,,"1000.00",false,false
"0260fc2c-05db-11ec-890a-005056bb008a","2021-08-25 19:31:13.752992","2021-08-25 19:31:13.752992","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","1","2","53898","2020-01-02","2020-01-31",,"3529.52",false,false
"0260fc9a-05db-11ec-890b-005056bb008a","2021-08-25 19:31:13.753003","2021-08-25 19:31:13.753003","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","1","2","53976","2020-02-03","2020-02-29",,"5592.53",false,false
"0260fd08-05db-11ec-890c-005056bb008a","2021-08-25 19:31:13.753014","2021-08-25 19:31:13.753014","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d466f6-05d9-11ec-a56b-005056bb008a","1","2","54057","2020-03-02",,,"3529.52",false,false
"0260fd6c-05db-11ec-890d-005056bb008a","2021-08-25 19:31:13.753024","2021-08-25 19:31:13.753024","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","1","2","53943","2020-01-15","2020-02-29",,"3734.83",false,false
"0260fe16-05db-11ec-890e-005056bb008a","2021-08-25 19:31:13.753041","2021-08-25 19:31:13.753041","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","1","2","54051","2020-02-27",,,"3822.26",false,false
"02610352-05db-11ec-890f-005056bb008a","2021-08-25 19:31:13.753176","2021-08-25 19:31:13.753176","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","1","2","54093","2020-03-06",,,"75.00",false,false
"026103ca-05db-11ec-8910-005056bb008a","2021-08-25 19:31:13.753187","2021-08-25 19:31:13.753187","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46818-05d9-11ec-a56c-005056bb008a","1","2","54133","2020-03-25",,,"2955.50",false,false
"02610438-05db-11ec-8911-005056bb008a","2021-08-25 19:31:13.753198","2021-08-25 19:31:13.753198","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46e1c-05d9-11ec-a56d-005056bb008a","1","2","53899","2020-01-02","2020-01-31",,"3000.00",false,false
"026104a6-05db-11ec-8912-005056bb008a","2021-08-25 19:31:13.753209","2021-08-25 19:31:13.753209","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46e1c-05d9-11ec-a56d-005056bb008a","1","2","53977","2020-02-03","2020-02-29",,"3000.00",false,false
"02610514-05db-11ec-8913-005056bb008a","2021-08-25 19:31:13.75322","2021-08-25 19:31:13.75322","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d46e1c-05d9-11ec-a56d-005056bb008a","1","2","54058","2020-03-02",,,"3000.00",false,false
"02610578-05db-11ec-8914-005056bb008a","2021-08-25 19:31:13.75323","2021-08-25 19:31:13.75323","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","53911","2020-01-03","2020-01-31",,"219.81",false,false
"026105e6-05db-11ec-8915-005056bb008a","2021-08-25 19:31:13.753241","2021-08-25 19:31:13.753241","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","53933","2020-01-13","2020-01-31",,"166.20",false,false
"02610654-05db-11ec-8916-005056bb008a","2021-08-25 19:31:13.753252","2021-08-25 19:31:13.753252","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","53965","2020-01-30","2020-02-29",,"219.81",false,false
"026106c2-05db-11ec-8917-005056bb008a","2021-08-25 19:31:13.753263","2021-08-25 19:31:13.753263","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","54022","2020-02-12","2020-02-29",,"166.20",false,false
"02610726-05db-11ec-8918-005056bb008a","2021-08-25 19:31:13.753273","2021-08-25 19:31:13.753273","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","54069","2020-03-02",,,"219.81",false,false
"02610794-05db-11ec-8919-005056bb008a","2021-08-25 19:31:13.753284","2021-08-25 19:31:13.753284","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","54104","2020-03-06",,,"203.20",false,false
"02610802-05db-11ec-891a-005056bb008a","2021-08-25 19:31:13.753295","2021-08-25 19:31:13.753295","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4725e-05d9-11ec-a570-005056bb008a","1","2","54129","2020-03-25",,,"219.81",false,false
"02610870-05db-11ec-891b-005056bb008a","2021-08-25 19:31:13.753306","2021-08-25 19:31:13.753306","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47a38-05d9-11ec-a576-005056bb008a","1","2","54102","2020-03-06",,,"325.00",false,false
"0261091a-05db-11ec-891c-005056bb008a","2021-08-25 19:31:13.753323","2021-08-25 19:31:13.753323","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","1","2","53940","2020-01-15","2020-02-29",,"79.00",false,false
"02610988-05db-11ec-891d-005056bb008a","2021-08-25 19:31:13.753334","2021-08-25 19:31:13.753334","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","2","2","53959","2020-01-28","2020-01-28",,"224.94",false,false
"026109f6-05db-11ec-891e-005056bb008a","2021-08-25 19:31:13.753345","2021-08-25 19:31:13.753345","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","2","2","53987","2020-02-06",,"2020-02-06","135.25",false,false
"02610a6e-05db-11ec-891f-005056bb008a","2021-08-25 19:31:13.753357","2021-08-25 19:31:13.753357","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ca4-05d9-11ec-a578-005056bb008a","2","2","54111","2020-03-11",,"2020-03-11","681.48",false,false
"02610adc-05db-11ec-8920-005056bb008a","2021-08-25 19:31:13.753368","2021-08-25 19:31:13.753368","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ea2-05d9-11ec-a579-005056bb008a","1","2","53900","2020-01-02","2020-01-31",,"4165.57",false,false
"02610b4a-05db-11ec-8921-005056bb008a","2021-08-25 19:31:13.753379","2021-08-25 19:31:13.753379","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ea2-05d9-11ec-a579-005056bb008a","1","2","54026","2020-02-13","2020-02-29",,"4165.57",false,false
"02610bb8-05db-11ec-8922-005056bb008a","2021-08-25 19:31:13.753389","2021-08-25 19:31:13.75339","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ea2-05d9-11ec-a579-005056bb008a","1","2","54059","2020-03-02",,,"4165.57",false,false
"02610c26-05db-11ec-8923-005056bb008a","2021-08-25 19:31:13.753401","2021-08-25 19:31:13.753401","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47ea2-05d9-11ec-a579-005056bb008a","2","2","53978","2020-02-03",,"2020-02-13","4165.57",false,false
"02610c8a-05db-11ec-8924-005056bb008a","2021-08-25 19:31:13.753411","2021-08-25 19:31:13.753411","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47fd8-05d9-11ec-a57a-005056bb008a","1","2","54046","2020-02-27",,,"343.76",false,false
"02610cf8-05db-11ec-8925-005056bb008a","2021-08-25 19:31:13.753422","2021-08-25 19:31:13.753422","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d47fd8-05d9-11ec-a57a-005056bb008a","1","2","54128","2020-03-25",,,"155.72",false,false
"02610d66-05db-11ec-8926-005056bb008a","2021-08-25 19:31:13.753433","2021-08-25 19:31:13.753433","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d48dac-05d9-11ec-a585-005056bb008a","1","2","54072","2020-03-02",,,"157.00",false,false
"02610dd4-05db-11ec-8927-005056bb008a","2021-08-25 19:31:13.753444","2021-08-25 19:31:13.753444","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d48dac-05d9-11ec-a585-005056bb008a","1","2","54091","2020-03-06",,,"712.32",false,false
"02610e42-05db-11ec-8928-005056bb008a","2021-08-25 19:31:13.753455","2021-08-25 19:31:13.753455","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4b0de-05d9-11ec-a5a0-005056bb008a","1","2","53924","2020-01-09","2020-02-29",,"109.47",false,false
"02610eec-05db-11ec-8929-005056bb008a","2021-08-25 19:31:13.753472","2021-08-25 19:31:13.753472","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4b0de-05d9-11ec-a5a0-005056bb008a","1","2","54012","2020-02-07",,,"52.79",false,false
"02610f5a-05db-11ec-892a-005056bb008a","2021-08-25 19:31:13.753483","2021-08-25 19:31:13.753483","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4c04c-05d9-11ec-a5ab-005056bb008a","1","2","53957","2020-01-24","2020-02-29",,"400.00",false,false
"02610fc8-05db-11ec-892b-005056bb008a","2021-08-25 19:31:13.753494","2021-08-25 19:31:13.753494","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4c04c-05d9-11ec-a5ab-005056bb008a","1","2","54024","2020-02-12",,,"400.00",false,false
"02611036-05db-11ec-892c-005056bb008a","2021-08-25 19:31:13.753504","2021-08-25 19:31:13.753505","157dcbe8-05d9-11ec-882f-005056bb008a","e72c04ac-05d9-11ec-9c92-005056bb008a","b5d4c04c-05d9-11ec-a5ab-005056bb008a","1","2","54105","2020-03-06",,,"400.00",false,false
