id,time_created,time_updated,company_id,vendor_id,invoice,purchase_order_id,invoice_date,invoice_amount,discount_amount,discount_percent,auto_distribution_applied,discount_taken,entry_date,expense_date,discount_date,employee_number_id_sfk,original_invoice_amount,message,selected_id,multiple_payment_indicator,paid_amount,selected_amount,type_id,status_id,due_date,pay_to_id,separate_check_indicator,use_tax_indicator,receive_date,location_id_sfk,invoice_interfaced_indicator,date_voided,void_interfaced_indicator
3828a9fa-05da-11ec-bee5-005056bb008a,2021-08-25 19:25:34.484122,2021-08-25 19:25:34.484123,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44a86-05d9-11ec-a556-005056bb008a,1321/10817,,2019-12-31,239.03,0.00,,false,0.00,2020-01-02,2020-01-02,,56,239.03,READ DATES 11/12/19-12/11/19,2,false,239.03,0.00,1,3,2020-01-15,b5d44a86-05d9-11ec-a556-005056bb008a,false,false,,,false,,false
3828aa7c-05da-11ec-bee6-005056bb008a,2021-08-25 19:25:34.484136,2021-08-25 19:25:34.484136,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44a86-05d9-11ec-a556-005056bb008a,10817/1321,,2020-01-31,238.51,0.00,,false,0.00,2020-02-03,2020-02-03,,56,238.51,READING 12/11/19-01/09/20,2,false,238.51,0.00,1,3,2020-02-18,b5d44a86-05d9-11ec-a556-005056bb008a,false,false,,,false,,false
3828ab08-05da-11ec-bee7-005056bb008a,2021-08-25 19:25:34.48415,2021-08-25 19:25:34.48415,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44a86-05d9-11ec-a556-005056bb008a,10817/1321,,2020-02-29,237.49,0.00,,false,0.00,2020-03-02,2020-03-02,,56,237.49,READ DATES 01/09/20-02/11/20,2,false,237.49,0.00,1,3,2020-03-16,b5d44a86-05d9-11ec-a556-005056bb008a,false,false,,,false,,false
3828ab8a-05da-11ec-bee8-005056bb008a,2021-08-25 19:25:34.484163,2021-08-25 19:25:34.484163,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44e82-05d9-11ec-a559-005056bb008a,296876,,2019-12-25,17.00,0.00,,false,0.00,2020-01-02,2020-01-02,,56,17.00,,2,false,17.00,0.00,1,3,2020-01-10,b5d44e82-05d9-11ec-a559-005056bb008a,false,false,,,false,,false
3828ac16-05da-11ec-bee9-005056bb008a,2021-08-25 19:25:34.484177,2021-08-25 19:25:34.484177,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44e82-05d9-11ec-a559-005056bb008a,297024,,2019-12-25,32.50,0.00,,false,0.00,2020-01-02,2020-01-02,,56,32.50,,2,false,32.50,0.00,1,3,2020-01-10,b5d44e82-05d9-11ec-a559-005056bb008a,false,false,,,false,,false
3828ac98-05da-11ec-beea-005056bb008a,2021-08-25 19:25:34.48419,2021-08-25 19:25:34.48419,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44e82-05d9-11ec-a559-005056bb008a,299435,,2020-02-25,16.02,0.00,,false,0.00,2020-03-02,2020-03-02,,56,16.02,2/20/20,2,false,16.02,0.00,1,3,2020-03-10,b5d44e82-05d9-11ec-a559-005056bb008a,false,false,,,false,,false
3828ad38-05da-11ec-beeb-005056bb008a,2021-08-25 19:25:34.484206,2021-08-25 19:25:34.484206,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A233353985,,2020-01-07,70.96,0.00,,false,0.00,2020-01-08,2020-01-08,,56,70.96,NYLON LAPTOP BAGS,2,false,70.96,0.00,1,3,2020-02-06,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828adc4-05da-11ec-beec-005056bb008a,2021-08-25 19:25:34.48422,2021-08-25 19:25:34.48422,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23360300,,2020-01-07,99.99,0.00,,false,0.00,2020-01-08,2020-01-08,,56,99.99,HDMI CABLE KIT,2,false,99.99,0.00,1,3,2020-02-06,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828ae50-05da-11ec-beed-005056bb008a,2021-08-25 19:25:34.484234,2021-08-25 19:25:34.484234,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23360315,,2020-01-07,113.16,0.00,,false,0.00,2020-01-08,2020-01-08,,56,113.16,"HDMI CABLE RANGE SURFACE ELEMENTS, MOVING PAD, KNITTED GLOVES, /nCOLORED RUBBER BANDS, APPLIANCE SPRAY PAINT, WHITE APPLIANCE SPRAY /nPAINT",2,false,113.16,0.00,1,3,2020-02-06,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828aedc-05da-11ec-beee-005056bb008a,2021-08-25 19:25:34.484248,2021-08-25 19:25:34.484248,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23042667,,2019-11-20,62.69,0.00,,false,0.00,2020-01-17,2020-01-17,,56,62.69,CANNED AIR AND DRYER CORDS,2,false,62.69,0.00,1,3,2019-12-20,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828af72-05da-11ec-beef-005056bb008a,2021-08-25 19:25:34.484263,2021-08-25 19:25:34.484263,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23211004,,2019-12-10,406.58,0.00,,false,0.00,2020-01-17,2020-01-17,,56,406.58,"3 AND 4 WIRE DRYER CORDS, BLUE AND RED FILL HOSE, WASHERS, DRAIN HOSE,/n METAL WORM, WHIRLPOOL SCREW ASSEMBLY, AA AND AAA BATTERIES, STAPLE /nGUN TOOL BOX W TRAY, STERI FAB 9 WAY",2,false,406.58,0.00,1,3,2020-01-10,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b008-05da-11ec-bef0-005056bb008a,2021-08-25 19:25:34.484278,2021-08-25 19:25:34.484278,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23360369,,2020-01-07,278.27,0.00,,false,0.00,2020-01-17,2020-01-17,,56,278.27,"3 AND 4 WIRE DRYER CORD, RUBBER WASHER FILL HOSE, WASHERS, 4 METAL /nWASHER WORM GEAR, WHIRLPOOL SCREW ASSEM, STERI FAB, BED FRAME /nCARRIAGE, LAMP HARP AND FINIAL, MURPHYS OIL WOOD CLEAN",2,false,278.27,0.00,1,3,2020-02-07,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b094-05da-11ec-bef1-005056bb008a,2021-08-25 19:25:34.484292,2021-08-25 19:25:34.484292,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23439721,,2020-01-23,97.20,0.00,,false,0.00,2020-01-24,2020-01-24,,56,97.20,WHIRLPOOL CHROME REPL 3 WIRE RANGE CORD,2,false,97.20,0.00,1,3,2020-02-22,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b120-05da-11ec-bef2-005056bb008a,2021-08-25 19:25:34.484305,2021-08-25 19:25:34.484306,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23434790,,2020-01-23,95.21,0.00,,false,0.00,2020-01-24,2020-01-24,,56,95.21,"3 AND 4 WIRE DRYER CORD, FLEXIBLE ALUMINUM DUCT, WHITE APPLIANCE /nSPRAY, PLEDGE, WASHERS, RUBBER WASHERS",2,false,95.21,0.00,1,3,2020-02-22,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b1ac-05da-11ec-bef3-005056bb008a,2021-08-25 19:25:34.48432,2021-08-25 19:25:34.48432,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23439722,,2020-01-23,138.09,0.00,,false,0.00,2020-01-24,2020-01-24,,56,138.09,"RUBBER WSHER, 70 PIECE TOOL SET, 3 WIRE DRYER CORD, FLEXIBLE ALUMINUM /nDUCT, STRETCH WRAP",2,false,138.09,0.00,1,3,2020-02-22,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b256-05da-11ec-bef4-005056bb008a,2021-08-25 19:25:34.484337,2021-08-25 19:25:34.484337,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23470198,,2020-01-29,30.41,0.00,,false,0.00,2020-01-30,2020-01-30,,56,30.41,WHIRLPOOL DRIP PAN 6 & 8 IN CANNED AIR DRYER CORD BLUE 48 IN FILL /nHOSE AND RED 48 IN FILL HOSE BLK 60 IN FILL HOSE,2,false,30.41,0.00,1,3,2020-01-29,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b2e2-05da-11ec-bef5-005056bb008a,2021-08-25 19:25:34.484351,2021-08-25 19:25:34.484351,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23531090,,2020-02-12,71.01,0.00,,false,0.00,2020-02-13,2020-02-13,,56,71.01,RUBBER WASHER 3 AND 4 WIRE DRYER CORD,2,false,71.01,0.00,1,3,2020-03-12,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b364-05da-11ec-bef6-005056bb008a,2021-08-25 19:25:34.484364,2021-08-25 19:25:34.484364,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23535887,,2020-02-12,70.77,0.00,,false,0.00,2020-02-13,2020-02-13,,56,70.77,RUBBER PADS  3 WIRE RANGE CORD 3 WIRE DRYER CORD RUBBER WASHER,2,false,70.77,0.00,1,3,2020-03-12,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b3f0-05da-11ec-bef7-005056bb008a,2021-08-25 19:25:34.484378,2021-08-25 19:25:34.484378,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23535842,,2020-02-12,29.65,0.00,,false,0.00,2020-02-13,2020-02-13,,56,29.65,"DIGITAL OPTICAL TOSLIN, TILE CLEANER, SPRAY NINE, FLEXIBLE ALUMINUM",2,false,29.65,0.00,1,3,2020-03-12,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b47c-05da-11ec-bef8-005056bb008a,2021-08-25 19:25:34.484392,2021-08-25 19:25:34.484392,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23535840,,2020-02-12,88.12,0.00,,false,0.00,2020-02-13,2020-02-13,,56,88.12,4 WIRE DRYER CORD BLACK RUBBER WASHING WASHERS,2,false,88.12,0.00,1,3,2020-03-12,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b508-05da-11ec-bef9-005056bb008a,2021-08-25 19:25:34.484406,2021-08-25 19:25:34.484406,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23593352,,2020-02-26,147.02,0.00,,false,0.00,2020-02-27,2020-02-27,,56,147.02,"3 AND 4 WIRE RANGE CORDS, SEMI RIGID FLEXIBLE  RUBBER WASHER FILL /nHOSE",2,false,147.02,0.00,1,3,2020-03-26,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828b594-05da-11ec-befa-005056bb008a,2021-08-25 19:25:34.48442,2021-08-25 19:25:34.48442,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23626177,,2020-03-04,69.30,0.00,,false,0.00,2020-03-05,2020-03-05,,56,69.30,"DUSTER , WHIRLPOOL BLACK FORCE, CHROME PANS, OVEN CLEANER, GOOF OFF, /nGLASS CLEANER, INK ADHESIVE, WHISK BROOM, CLOTH SHOP TOWELS, DRY /nERASER, FEBREEZE, MURPHYS OIL",2,false,69.30,0.00,1,3,2020-04-03,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828bc1a-05da-11ec-befb-005056bb008a,2021-08-25 19:25:34.484587,2021-08-25 19:25:34.484588,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23665418,,2020-03-13,120.29,0.00,,false,0.00,2020-03-20,2020-03-20,,56,120.29,"3 WIRE DRYER CORD, WASHERS, COLORED RUBBER BANDS, GLASS CLEANER. TILE /nCLEANER, OVEN CLEANER, COTTON SWABS, ABRIC SOFTENER SHEETS, BATTERIES,/n RUBBER WASHERS",2,false,0.00,120.29,1,2,2020-04-13,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828bcba-05da-11ec-befc-005056bb008a,2021-08-25 19:25:34.484603,2021-08-25 19:25:34.484603,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23656464,,2020-03-11,85.41,0.00,,false,0.00,2020-03-20,2020-03-20,,56,85.41,"STRETCH WRAP, RUBBER WASHER, GLASS CLEANER, BED FRAME CARRIAGE , /nFLEXIBLE ALUMINUM DUCT, DIGITAL OPTICAL, 3 WIRE DRYER CORD, 3 AND 4 /nWIRE RANGE CORD",2,false,0.00,85.41,1,2,2020-04-11,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828bd78-05da-11ec-befd-005056bb008a,2021-08-25 19:25:34.484622,2021-08-25 19:25:34.484622,157dcbe8-05d9-11ec-882f-005056bb008a,b5d44ffe-05d9-11ec-a55a-005056bb008a,01A23631814,,2020-03-06,24.99,0.00,,false,0.00,2020-03-20,2020-03-20,,56,24.99,RUBBER WASHER,2,false,24.99,0.00,1,3,2020-04-06,b5d44ffe-05d9-11ec-a55a-005056bb008a,false,false,,,false,,false
3828be04-05da-11ec-befe-005056bb008a,2021-08-25 19:25:34.484636,2021-08-25 19:25:34.484636,157dcbe8-05d9-11ec-882f-005056bb008a,b5d452b0-05d9-11ec-a55c-005056bb008a,731106,,2020-01-03,14.39,0.00,,false,0.00,2020-01-08,2020-01-08,,56,14.39,3 WAY SWITCH,2,false,14.39,0.00,1,3,2020-01-10,b5d452b0-05d9-11ec-a55c-005056bb008a,false,false,,,false,,false
3828be90-05da-11ec-beff-005056bb008a,2021-08-25 19:25:34.48465,2021-08-25 19:25:34.48465,157dcbe8-05d9-11ec-882f-005056bb008a,b5d452b0-05d9-11ec-a55c-005056bb008a,732316,,2020-01-30,39.54,0.00,,false,0.00,2020-01-30,2020-01-30,,56,39.54,"SCREW STAR, CAULK, DRIVE GUIDE AND CLOSER HEAVY DUTY",2,false,39.54,0.00,1,3,2020-02-10,b5d452b0-05d9-11ec-a55c-005056bb008a,false,false,,,false,,false
3828bf1c-05da-11ec-bf00-005056bb008a,2021-08-25 19:25:34.484664,2021-08-25 19:25:34.484664,157dcbe8-05d9-11ec-882f-005056bb008a,b5d452b0-05d9-11ec-a55c-005056bb008a,732276,,2020-01-29,21.37,0.00,,false,0.00,2020-02-03,2020-02-03,,56,21.37,BRICK MOLD AND WINDOW STOOL FINGERJOINTED,2,false,21.37,0.00,1,3,2020-02-10,b5d452b0-05d9-11ec-a55c-005056bb008a,false,false,,,false,,false
3828bf9e-05da-11ec-bf01-005056bb008a,2021-08-25 19:25:34.484677,2021-08-25 19:25:34.484677,157dcbe8-05d9-11ec-882f-005056bb008a,b5d452b0-05d9-11ec-a55c-005056bb008a,732333,,2020-01-30,11.69,0.00,,false,0.00,2020-02-07,2020-02-07,,56,11.69,,2,false,11.69,0.00,1,3,2020-02-10,b5d452b0-05d9-11ec-a55c-005056bb008a,false,false,,,false,,false
3828c02a-05da-11ec-bf02-005056bb008a,2021-08-25 19:25:34.484691,2021-08-25 19:25:34.484691,157dcbe8-05d9-11ec-882f-005056bb008a,b5d452b0-05d9-11ec-a55c-005056bb008a,733076,,2020-02-18,22.65,0.00,,false,0.00,2020-02-21,2020-02-21,,56,22.65,"PVC CUTTER, SEAL TAPE, ADAPTER, COUPLE, PVC CEMENT AND PVC PIPE",2,false,22.65,0.00,1,3,2020-03-10,b5d452b0-05d9-11ec-a55c-005056bb008a,false,false,,,false,,false
3828c0b6-05da-11ec-bf03-005056bb008a,2021-08-25 19:25:34.484705,2021-08-25 19:25:34.484705,157dcbe8-05d9-11ec-882f-005056bb008a,b5d456f2-05d9-11ec-a55f-005056bb008a,90101192,,2020-03-02,567.52,0.00,,false,0.00,2020-03-12,2020-03-12,,56,567.52,NAF LATE FEE JANUARY DUE FEBRUARY,2,false,567.52,0.00,1,3,2020-03-02,b5d44130-05d9-11ec-a552-005056bb008a,false,false,,,false,,false
3828c142-05da-11ec-bf04-005056bb008a,2021-08-25 19:25:34.484719,2021-08-25 19:25:34.484719,157dcbe8-05d9-11ec-882f-005056bb008a,b5d456f2-05d9-11ec-a55f-005056bb008a,40021271,,2020-02-29,1159.16,0.00,,false,0.00,2020-03-12,2020-03-12,,56,1159.16,ROYALTY LATE FEE-JANUARY DUE FEBRUARY,2,false,1159.16,0.00,1,3,2020-02-29,b5d44130-05d9-11ec-a552-005056bb008a,false,false,,,false,,false
3828c1ce-05da-11ec-bf05-005056bb008a,2021-08-25 19:25:34.484732,2021-08-25 19:25:34.484733,157dcbe8-05d9-11ec-882f-005056bb008a,b5d456f2-05d9-11ec-a55f-005056bb008a,40021246,,2020-02-26,626.53,0.00,,false,0.00,2020-03-12,2020-03-12,,56,626.53,WARRANTY CREDITS,2,false,0.00,626.53,1,2,2020-03-26,b5d44130-05d9-11ec-a552-005056bb008a,false,false,,,false,,false
3828c26e-05da-11ec-bf06-005056bb008a,2021-08-25 19:25:34.484749,2021-08-25 19:25:34.484749,157dcbe8-05d9-11ec-882f-005056bb008a,b5d45c56-05d9-11ec-a563-005056bb008a,Note,,2020-01-02,750.00,0.00,,false,0.00,2020-01-02,2020-01-02,,56,0.00,Interest,2,false,750.00,0.00,1,3,2020-01-02,b5d45c56-05d9-11ec-a563-005056bb008a,false,false,,,false,,false
3828c2fa-05da-11ec-bf07-005056bb008a,2021-08-25 19:25:34.484763,2021-08-25 19:25:34.484763,157dcbe8-05d9-11ec-882f-005056bb008a,b5d45c56-05d9-11ec-a563-005056bb008a,Note,,2020-02-03,750.00,0.00,,false,0.00,2020-02-03,2020-02-03,,56,0.00,Interest,2,false,750.00,0.00,1,3,2020-02-03,b5d45c56-05d9-11ec-a563-005056bb008a,false,false,,,false,,false
3828c37c-05da-11ec-bf08-005056bb008a,2021-08-25 19:25:34.484776,2021-08-25 19:25:34.484776,157dcbe8-05d9-11ec-882f-005056bb008a,b5d45c56-05d9-11ec-a563-005056bb008a,Note,,2020-03-02,750.00,0.00,,false,0.00,2020-03-02,2020-03-02,,56,0.00,Interest,2,false,750.00,0.00,1,3,2020-03-02,b5d45c56-05d9-11ec-a563-005056bb008a,false,false,,,false,,false
3828c408-05da-11ec-bf09-005056bb008a,2021-08-25 19:25:34.48479,2021-08-25 19:25:34.48479,157dcbe8-05d9-11ec-882f-005056bb008a,b5d45da0-05d9-11ec-a564-005056bb008a,Rent,,2020-01-02,1000.00,0.00,,false,0.00,2020-01-02,2020-01-02,,56,0.00,Rent,2,false,1000.00,0.00,1,3,2020-01-02,b5d45da0-05d9-11ec-a564-005056bb008a,false,false,,,false,,false
3828c48a-05da-11ec-bf0a-005056bb008a,2021-08-25 19:25:34.484803,2021-08-25 19:25:34.484803,157dcbe8-05d9-11ec-882f-005056bb008a,b5d45da0-05d9-11ec-a564-005056bb008a,Rent,,2020-02-03,1000.00,0.00,,false,0.00,2020-02-03,2020-02-03,,56,0.00,Rent,2,false,1000.00,0.00,1,3,2020-02-03,b5d45da0-05d9-11ec-a564-005056bb008a,false,false,,,false,,false
3828c50c-05da-11ec-bf0b-005056bb008a,2021-08-25 19:25:34.484816,2021-08-25 19:25:34.484816,157dcbe8-05d9-11ec-882f-005056bb008a,b5d45da0-05d9-11ec-a564-005056bb008a,Rent,,2020-03-02,1000.00,0.00,,false,0.00,2020-03-02,2020-03-02,,56,0.00,Rent,2,false,1000.00,0.00,1,3,2020-03-02,b5d45da0-05d9-11ec-a564-005056bb008a,false,false,,,false,,false
3828c598-05da-11ec-bf0c-005056bb008a,2021-08-25 19:25:34.48483,2021-08-25 19:25:34.48483,157dcbe8-05d9-11ec-882f-005056bb008a,b5d466f6-05d9-11ec-a56b-005056bb008a,RENT DFS,,2020-01-02,3529.52,0.00,,false,0.00,2020-01-02,2020-01-02,,56,0.00,Rent for DeFuniak Springs,2,false,3529.52,0.00,1,3,2020-01-02,b5d466f6-05d9-11ec-a56b-005056bb008a,false,false,,,false,,false
3828c624-05da-11ec-bf0d-005056bb008a,2021-08-25 19:25:34.484844,2021-08-25 19:25:34.484844,157dcbe8-05d9-11ec-882f-005056bb008a,b5d466f6-05d9-11ec-a56b-005056bb008a,CAM 2019,,2020-01-23,2063.01,0.00,,false,0.00,2020-02-03,2020-02-03,,56,2063.01,CAM 2019,2,false,2063.01,0.00,1,3,2020-02-01,b5d466f6-05d9-11ec-a56b-005056bb008a,false,false,,,false,,false
3828c6a6-05da-11ec-bf0e-005056bb008a,2021-08-25 19:25:34.484857,2021-08-25 19:25:34.484857,157dcbe8-05d9-11ec-882f-005056bb008a,b5d466f6-05d9-11ec-a56b-005056bb008a,RENT DFS,,2020-02-03,3529.52,0.00,,false,0.00,2020-02-03,2020-02-03,,56,0.00,Rent for DeFuniak Springs,2,false,3529.52,0.00,1,3,2020-02-03,b5d466f6-05d9-11ec-a56b-005056bb008a,false,false,,,false,,false
3828c750-05da-11ec-bf0f-005056bb008a,2021-08-25 19:25:34.484874,2021-08-25 19:25:34.484874,157dcbe8-05d9-11ec-882f-005056bb008a,b5d466f6-05d9-11ec-a56b-005056bb008a,RENT DFS,,2020-03-02,3529.52,0.00,,false,0.00,2020-03-02,2020-03-02,,56,0.00,Rent for DeFuniak Springs,2,false,3529.52,0.00,1,3,2020-03-02,b5d466f6-05d9-11ec-a56b-005056bb008a,false,false,,,false,,false
3828c7dc-05da-11ec-bf10-005056bb008a,2021-08-25 19:25:34.484888,2021-08-25 19:25:34.484888,157dcbe8-05d9-11ec-882f-005056bb008a,b5d46818-05d9-11ec-a56c-005056bb008a,0126557-IN,,2019-12-25,75.06,0.00,,false,0.00,2020-01-02,2020-01-02,,56,75.06,TRACKING BARCODE LABELS,2,false,75.06,0.00,1,3,2020-01-24,b5d46818-05d9-11ec-a56c-005056bb008a,false,false,,,false,,false
