"id","time_created","time_updated","company_id","bank_id","type_id","transaction_date","cleared_date","amount","description","search_vector","document","deleted"
"0268a2a2-05da-11ec-9900-005056bb008a","2021-08-25 19:24:04.306399","2021-08-25 19:24:04.3064","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","6","2020-01-03","2020-01-31","-74.25","G/L 0001 AJE","'0001':2 'aje':3 'g/l':1","20200206",false
"0268a374-05da-11ec-9901-005056bb008a","2021-08-25 19:24:04.30642","2021-08-25 19:24:04.30642","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-04","2020-01-31","3382.99","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a41e-05da-11ec-9902-005056bb008a","2021-08-25 19:24:04.306437","2021-08-25 19:24:04.306437","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-04","2020-01-31","2479.83","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a4c8-05da-11ec-9903-005056bb008a","2021-08-25 19:24:04.306454","2021-08-25 19:24:04.306454","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-04","2020-01-31","714.87","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a568-05da-11ec-9904-005056bb008a","2021-08-25 19:24:04.30647","2021-08-25 19:24:04.30647","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-04","2020-01-31","5530.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200206",false
"0268a5fe-05da-11ec-9905-005056bb008a","2021-08-25 19:24:04.306485","2021-08-25 19:24:04.306485","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-05","2020-01-31","157.72","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a6a8-05da-11ec-9906-005056bb008a","2021-08-25 19:24:04.306502","2021-08-25 19:24:04.306502","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-06","2020-01-31","537.36","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a748-05da-11ec-9907-005056bb008a","2021-08-25 19:24:04.306518","2021-08-25 19:24:04.306518","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-06","2020-01-31","663.13","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a7f2-05da-11ec-9908-005056bb008a","2021-08-25 19:24:04.306535","2021-08-25 19:24:04.306535","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-06","2020-01-31","11.24","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a892-05da-11ec-9909-005056bb008a","2021-08-25 19:24:04.306551","2021-08-25 19:24:04.306551","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-07","2020-01-31","1472.67","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a932-05da-11ec-990a-005056bb008a","2021-08-25 19:24:04.306567","2021-08-25 19:24:04.306567","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-07","2020-01-31","470.02","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268a9d2-05da-11ec-990b-005056bb008a","2021-08-25 19:24:04.306583","2021-08-25 19:24:04.306583","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-08","2020-01-31","324.53","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268aa72-05da-11ec-990c-005056bb008a","2021-08-25 19:24:04.306599","2021-08-25 19:24:04.306599","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-08","2020-01-31","1422.77","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268ab1c-05da-11ec-990d-005056bb008a","2021-08-25 19:24:04.306616","2021-08-25 19:24:04.306616","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-08","2020-01-31","78.08","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268abda-05da-11ec-990e-005056bb008a","2021-08-25 19:24:04.306635","2021-08-25 19:24:04.306636","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-08","2020-01-31","955.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200116",false
"0268ac84-05da-11ec-990f-005056bb008a","2021-08-25 19:24:04.306652","2021-08-25 19:24:04.306652","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-08","2020-01-31","555.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200116",false
"0268ad24-05da-11ec-9910-005056bb008a","2021-08-25 19:24:04.306668","2021-08-25 19:24:04.306668","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-09","2020-01-31","444.75","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268adc4-05da-11ec-9911-005056bb008a","2021-08-25 19:24:04.306684","2021-08-25 19:24:04.306684","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-09","2020-01-31","492.44","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268ae6e-05da-11ec-9912-005056bb008a","2021-08-25 19:24:04.306701","2021-08-25 19:24:04.306701","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-09","2020-01-31","73.39","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268af0e-05da-11ec-9913-005056bb008a","2021-08-25 19:24:04.306717","2021-08-25 19:24:04.306717","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","6","2020-01-09","2020-01-31","-11.00","G/L 0001 AJE","'0001':2 'aje':3 'g/l':1","20200206",false
"0268afae-05da-11ec-9914-005056bb008a","2021-08-25 19:24:04.306733","2021-08-25 19:24:04.306733","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","6","2020-01-09","2020-01-31","-555.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200116",false
"0268b04e-05da-11ec-9915-005056bb008a","2021-08-25 19:24:04.306749","2021-08-25 19:24:04.306749","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-09","2020-01-31","735.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200116",false
"0268b0e4-05da-11ec-9916-005056bb008a","2021-08-25 19:24:04.306764","2021-08-25 19:24:04.306764","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-10","2020-01-31","861.55","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b18e-05da-11ec-9917-005056bb008a","2021-08-25 19:24:04.306781","2021-08-25 19:24:04.306781","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-10","2020-01-31","1974.35","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b238-05da-11ec-9918-005056bb008a","2021-08-25 19:24:04.306798","2021-08-25 19:24:04.306798","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-10","2020-01-31","734.48","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b2e2-05da-11ec-9919-005056bb008a","2021-08-25 19:24:04.306815","2021-08-25 19:24:04.306815","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-10","2020-01-31","555.00","SUM 0001 DEP-7","'-7':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b3aa-05da-11ec-991a-005056bb008a","2021-08-25 19:24:04.306835","2021-08-25 19:24:04.306835","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-11","2020-01-31","400.90","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b454-05da-11ec-991b-005056bb008a","2021-08-25 19:24:04.306852","2021-08-25 19:24:04.306852","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-11","2020-01-31","-392.67","SUM 0001 DEP-2","'-2':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b4f4-05da-11ec-991c-005056bb008a","2021-08-25 19:24:04.306868","2021-08-25 19:24:04.306868","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-11","2020-01-31","2063.65","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b59e-05da-11ec-991d-005056bb008a","2021-08-25 19:24:04.306885","2021-08-25 19:24:04.306885","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-11","2020-01-31","277.07","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b68e-05da-11ec-991e-005056bb008a","2021-08-25 19:24:04.306909","2021-08-25 19:24:04.306909","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-11","2020-01-31","392.67","G/L 0001 AJE","'0001':2 'aje':3 'g/l':1","20200206",false
"0268b738-05da-11ec-991f-005056bb008a","2021-08-25 19:24:04.306926","2021-08-25 19:24:04.306926","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-13","2020-01-31","1805.06","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b7d8-05da-11ec-9920-005056bb008a","2021-08-25 19:24:04.306942","2021-08-25 19:24:04.306943","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-13","2020-01-31","664.34","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b882-05da-11ec-9921-005056bb008a","2021-08-25 19:24:04.306959","2021-08-25 19:24:04.306959","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-13","2020-01-31","140.36","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268b92c-05da-11ec-9922-005056bb008a","2021-08-25 19:24:04.306976","2021-08-25 19:24:04.306976","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-14","2020-01-31","292.40","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268bdbe-05da-11ec-9923-005056bb008a","2021-08-25 19:24:04.307093","2021-08-25 19:24:04.307094","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-14","2020-01-31","40.00","SUM 0001 DEP-2","'-2':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268be90-05da-11ec-9924-005056bb008a","2021-08-25 19:24:04.307114","2021-08-25 19:24:04.307114","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-14","2020-01-31","510.36","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268bf3a-05da-11ec-9925-005056bb008a","2021-08-25 19:24:04.307131","2021-08-25 19:24:04.307131","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-14","2020-01-31","219.60","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268bfe4-05da-11ec-9926-005056bb008a","2021-08-25 19:24:04.307148","2021-08-25 19:24:04.307148","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-14","2020-01-31","-40.00","G/L 0001 AJE","'0001':2 'aje':3 'g/l':1","20200206",false
"0268c0a2-05da-11ec-9927-005056bb008a","2021-08-25 19:24:04.307167","2021-08-25 19:24:04.307167","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-15","2020-01-31","83.75","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c14c-05da-11ec-9928-005056bb008a","2021-08-25 19:24:04.307184","2021-08-25 19:24:04.307184","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-15","2020-01-31","362.97","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c1f6-05da-11ec-9929-005056bb008a","2021-08-25 19:24:04.307201","2021-08-25 19:24:04.307201","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-15","2020-01-31","68.69","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c296-05da-11ec-992a-005056bb008a","2021-08-25 19:24:04.307217","2021-08-25 19:24:04.307217","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","6","2020-01-15","2020-01-31","-82.05","G/L 0001 AJE","'0001':2 'aje':3 'g/l':1","20200206",false
"0268c340-05da-11ec-992b-005056bb008a","2021-08-25 19:24:04.307233","2021-08-25 19:24:04.307234","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-15","2020-01-31","2231.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200130",false
"0268c3e0-05da-11ec-992c-005056bb008a","2021-08-25 19:24:04.307249","2021-08-25 19:24:04.30725","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-16","2020-01-31","881.91","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c480-05da-11ec-992d-005056bb008a","2021-08-25 19:24:04.307266","2021-08-25 19:24:04.307266","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-16","2020-01-31","899.43","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c52a-05da-11ec-992e-005056bb008a","2021-08-25 19:24:04.307283","2021-08-25 19:24:04.307283","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-16","2020-01-31","300.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200130",false
"0268c5c0-05da-11ec-992f-005056bb008a","2021-08-25 19:24:04.307298","2021-08-25 19:24:04.307298","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-17","2020-01-31","957.94","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c66a-05da-11ec-9930-005056bb008a","2021-08-25 19:24:04.307315","2021-08-25 19:24:04.307315","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-17","2020-01-31","173.34","SUM 0001 DEP-3","'-3':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c70a-05da-11ec-9931-005056bb008a","2021-08-25 19:24:04.307331","2021-08-25 19:24:04.307331","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-17","2020-01-31","2048.13","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c7b4-05da-11ec-9932-005056bb008a","2021-08-25 19:24:04.307348","2021-08-25 19:24:04.307348","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-17","2020-01-31","546.45","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c87c-05da-11ec-9933-005056bb008a","2021-08-25 19:24:04.307368","2021-08-25 19:24:04.307368","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-17","2020-01-31","-173.34","SUM 0001 DEP-7","'-7':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c926-05da-11ec-9934-005056bb008a","2021-08-25 19:24:04.307385","2021-08-25 19:24:04.307385","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-18","2020-01-31","2400.66","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268c9c6-05da-11ec-9935-005056bb008a","2021-08-25 19:24:04.307401","2021-08-25 19:24:04.307401","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-18","2020-01-31","1587.11","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268ca70-05da-11ec-9936-005056bb008a","2021-08-25 19:24:04.307418","2021-08-25 19:24:04.307418","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-18","2020-01-31","488.48","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268cb1a-05da-11ec-9937-005056bb008a","2021-08-25 19:24:04.307435","2021-08-25 19:24:04.307435","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-18","2020-01-31","845.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200130",false
"0268cbba-05da-11ec-9938-005056bb008a","2021-08-25 19:24:04.307451","2021-08-25 19:24:04.307451","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-19","2020-01-31","130.94","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268cc5a-05da-11ec-9939-005056bb008a","2021-08-25 19:24:04.307467","2021-08-25 19:24:04.307467","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-20","2020-01-31","74.68","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268cd04-05da-11ec-993a-005056bb008a","2021-08-25 19:24:04.307484","2021-08-25 19:24:04.307484","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-20","2020-01-31","592.93","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268cdae-05da-11ec-993b-005056bb008a","2021-08-25 19:24:04.307501","2021-08-25 19:24:04.307501","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-20","2020-01-31","329.54","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268ce58-05da-11ec-993c-005056bb008a","2021-08-25 19:24:04.307518","2021-08-25 19:24:04.307518","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-21","2020-01-31","2029.97","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268cef8-05da-11ec-993d-005056bb008a","2021-08-25 19:24:04.307534","2021-08-25 19:24:04.307534","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-21","2020-01-31","551.42","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268cfa2-05da-11ec-993e-005056bb008a","2021-08-25 19:24:04.307551","2021-08-25 19:24:04.307551","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-21","2020-01-31","1445.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200130",false
"0268d042-05da-11ec-993f-005056bb008a","2021-08-25 19:24:04.307567","2021-08-25 19:24:04.307567","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-22","2020-01-31","85.66","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268d10a-05da-11ec-9940-005056bb008a","2021-08-25 19:24:04.307587","2021-08-25 19:24:04.307587","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-22","2020-01-31","297.19","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268d1be-05da-11ec-9941-005056bb008a","2021-08-25 19:24:04.307605","2021-08-25 19:24:04.307605","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-22","2020-01-31","289.86","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268d25e-05da-11ec-9942-005056bb008a","2021-08-25 19:24:04.307621","2021-08-25 19:24:04.307621","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-23","2020-01-31","10.39","SUM 0001 DEP-1","'-1':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268d308-05da-11ec-9943-005056bb008a","2021-08-25 19:24:04.307638","2021-08-25 19:24:04.307638","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-23","2020-01-31","321.80","SUM 0001 DEP-4","'-4':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268d3b2-05da-11ec-9944-005056bb008a","2021-08-25 19:24:04.307655","2021-08-25 19:24:04.307655","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-23","2020-01-31","190.84","SUM 0001 DEP-6","'-6':4 '0001':2 'dep':3 'sum':1","20200206",false
"0268d45c-05da-11ec-9945-005056bb008a","2021-08-25 19:24:04.307672","2021-08-25 19:24:04.307672","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-23","2020-01-31","-2500.00","G/L 0006 PDL","'0006':2 'g/l':1 'pdl':3","20200206",false
"0268d4fc-05da-11ec-9946-005056bb008a","2021-08-25 19:24:04.307687","2021-08-25 19:24:04.307688","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-23","2020-01-31","335.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200130",false
"0268d59c-05da-11ec-9947-005056bb008a","2021-08-25 19:24:04.307704","2021-08-25 19:24:04.307704","157dcbe8-05d9-11ec-882f-005056bb008a","e72bf566-05d9-11ec-9c8b-005056bb008a","3","2020-01-23","2020-01-31","1315.00","G/L 0001 PDL","'0001':2 'g/l':1 'pdl':3","20200130",false
