id,time_created,time_updated,company_id,number,name,address_id,account_number,pay_to_id,freight_on_board_type_id,vendor_payment_term_id,normal_days,return_policy,ship_via_id,vendor_group_id,minimum_quantity,minimum_amount,free_ship_quantity,free_ship_amount,vendor_1099,federal_id_number,sales_representative_name,sales_representative_fax,separate_check,bump_percent,freight_calc_method_type_id,freight_percent,freight_amount,charge_inventory_tax_1,charge_inventory_tax_2,charge_inventory_tax_3,charge_inventory_tax_4,federal_id_number_verification,email_address,purchase_order_submit_email_address,allow_drop_ship_to_customer,auto_submit_purchase_order,search_vector,note,phone_number
b5d4513e-05d9-11ec-a55b-005056bb008a,2021-08-25 19:21:55.827541+00,2021-08-25 19:21:56.989992+00,157dcbe8-05d9-11ec-882f-005056bb008a,35,"CBRE, Inc., SUSO 2 UPTOWN",aadc0f60-05d9-11ec-8f8c-005056bb008a,,b5d4513e-05d9-11ec-a55b-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,Gail Hester,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'2':5B '35':1A 'cbre':2B 'inc':3B 'suso':4B 'uptown':6B,Late 10th /nDiscount From Invoice Date,7063274774
b5d452b0-05d9-11ec-a55c-005056bb008a,2021-08-25 19:21:55.827578+00,2021-08-25 19:21:57.040368+00,157dcbe8-05d9-11ec-882f-005056bb008a,40,Consolidated Ace Hardware,aadbc708-05d9-11ec-8ee6-005056bb008a,,b5d452b0-05d9-11ec-a55c-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'40':1A 'ace':3B 'consolid':2B 'hardwar':4B,Discount From Invoice Date,8508922033
b5d45436-05d9-11ec-a55d-005056bb008a,2021-08-25 19:21:55.827617+00,2021-08-25 19:21:57.097754+00,157dcbe8-05d9-11ec-882f-005056bb008a,42,American Express/The Corporate,aadbaa66-05d9-11ec-8eac-005056bb008a,,b5d45436-05d9-11ec-a55d-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'42':1A 'american':2B 'corpor':4B 'express/the':3B,"American Express /nAttention: US Payment Center Florida /n2965 West Corp Lake Blvd. /nWeston, FL 33331-3626 /n/n(866) 585-2639 /nDiscount From Invoice Date",
b5d45594-05d9-11ec-a55e-005056bb008a,2021-08-25 19:21:55.827652+00,2021-08-25 19:21:57.296042+00,157dcbe8-05d9-11ec-882f-005056bb008a,43,United States Post Office,aadc2c3e-05d9-11ec-8fc9-005056bb008a,,b5d45594-05d9-11ec-a55e-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'43':1A 'offic':5B 'post':4B 'state':3B 'unit':2B,Discount From Invoice Date,
b5d456f2-05d9-11ec-a55f-005056bb008a,2021-08-25 19:21:55.827687+00,2021-08-25 19:21:57.37054+00,157dcbe8-05d9-11ec-882f-005056bb008a,57,"Ebro International, Inc.",aadbd086-05d9-11ec-8efd-005056bb008a,,b5d456f2-05d9-11ec-a55f-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'57':1A 'ebro':2B 'inc':4B 'intern':3B,Discount From Invoice Date,
b5d4583c-05d9-11ec-a560-005056bb008a,2021-08-25 19:21:55.82772+00,2021-08-25 19:21:57.432981+00,157dcbe8-05d9-11ec-882f-005056bb008a,68,"Airgas USA, LLC",aadba520-05d9-11ec-8e9e-005056bb008a,,b5d4583c-05d9-11ec-a560-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,MWENYA LAMBERT,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'68':1A 'airga':2B 'llc':4B 'usa':3B,Discount From Invoice Date,6015541100
b5d4597c-05d9-11ec-a561-005056bb008a,2021-08-25 19:21:55.827752+00,2021-08-25 19:21:57.487944+00,157dcbe8-05d9-11ec-882f-005056bb008a,79,"Rhonda Skipper, Tax Collector",aadc13f2-05d9-11ec-8f97-005056bb008a,,b5d4597c-05d9-11ec-a561-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'79':1A 'collector':5B 'rhonda':2B 'skipper':3B 'tax':4B,Discount From Invoice Date,8508928121
b5d45ada-05d9-11ec-a562-005056bb008a,2021-08-25 19:21:55.827787+00,2021-08-25 19:21:57.543383+00,157dcbe8-05d9-11ec-882f-005056bb008a,105,Phillips Consumer Electronics,aadc0268-05d9-11ec-8f78-005056bb008a,,b5d45ada-05d9-11ec-a562-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,1,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'105':1A 'consum':3B 'electron':4B 'phillip':2B,Discount From Invoice Date,8655214602
b5d45c56-05d9-11ec-a563-005056bb008a,2021-08-25 19:21:55.827826+00,2021-08-25 19:21:57.629114+00,157dcbe8-05d9-11ec-882f-005056bb008a,108,Richard K. Pannell,aadc1456-05d9-11ec-8f98-005056bb008a,,b5d45c56-05d9-11ec-a563-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,b5dd595a-05d9-11ec-9203-005056bb008a,,,,,t,226-17-9271,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'108':1A 'k':3B 'pannel':4B 'richard':2B,Discount From Invoice Date,
b5d45da0-05d9-11ec-a564-005056bb008a,2021-08-25 19:21:55.827859+00,2021-08-25 19:21:57.682181+00,157dcbe8-05d9-11ec-882f-005056bb008a,113,Frank H. Pannell,aadbdb8a-05d9-11ec-8f1a-005056bb008a,,b5d45da0-05d9-11ec-a564-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,b5dd595a-05d9-11ec-9203-005056bb008a,,,,,t,227-26-4469,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'113':1A 'frank':2B 'h':3B 'pannel':4B,,
b5d45ee0-05d9-11ec-a565-005056bb008a,2021-08-25 19:21:55.82789+00,2021-08-25 19:21:57.753355+00,157dcbe8-05d9-11ec-882f-005056bb008a,123,"Sadco, Inc.",aadc16cc-05d9-11ec-8f9e-005056bb008a,,b5d45ee0-05d9-11ec-a565-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,RUSSELL LEAVY,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'123':1A 'inc':3B 'sadco':2B,Discount From Invoice Date,8004672326
b5d46066-05d9-11ec-a566-005056bb008a,2021-08-25 19:21:55.82793+00,2021-08-25 19:21:57.805578+00,157dcbe8-05d9-11ec-882f-005056bb008a,124,Tractor Supply,aadc298c-05d9-11ec-8fc2-005056bb008a,,b5d46066-05d9-11ec-a566-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'124':1A 'suppli':3B 'tractor':2B,Discount From Invoice Date /nNet Days =  30,8509512969
b5d4619c-05d9-11ec-a567-005056bb008a,2021-08-25 19:21:55.82796+00,2021-08-25 19:21:57.858477+00,157dcbe8-05d9-11ec-882f-005056bb008a,127,JVC Service & Engineering Co.,aadbea8a-05d9-11ec-8f3d-005056bb008a,,b5d4619c-05d9-11ec-a567-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,3,,,,f,,TOM BLODGETT,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'127':1A 'co':5B 'engin':4B 'jvc':2B 'servic':3B,Discount From Invoice Date,8004487582
b5d46322-05d9-11ec-a568-005056bb008a,2021-08-25 19:21:55.827999+00,2021-08-25 19:21:57.92033+00,157dcbe8-05d9-11ec-882f-005056bb008a,134,Thomson Consumer Electronics,aadc27d4-05d9-11ec-8fbe-005056bb008a,,b5d46322-05d9-11ec-a568-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,2,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'134':1A 'consum':3B 'electron':4B 'thomson':2B,Discount From Invoice Date,3174153059
b5d4649e-05d9-11ec-a569-005056bb008a,2021-08-25 19:21:55.828038+00,2021-08-25 19:21:58.004754+00,157dcbe8-05d9-11ec-882f-005056bb008a,147,Benchcraft,aadbb07e-05d9-11ec-8ebd-005056bb008a,,b5d4649e-05d9-11ec-a569-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,,1500.00,,,f,,RUSTY HANCOCK,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'147':1A 'benchcraft':2B,FREIGHT CHARGE 10% /nDELIVERIES M-F 9am - 5pm /nDiscount From Invoice Date /nNet Days =  30,6626854711
b5d465c0-05d9-11ec-a56a-005056bb008a,2021-08-25 19:21:55.828066+00,2021-08-25 19:21:58.144639+00,157dcbe8-05d9-11ec-882f-005056bb008a,151,Central File,aadbbccc-05d9-11ec-8ecb-005056bb008a,,b5d465c0-05d9-11ec-a56a-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,Paul Gibbons,4146872031,f,,2,,0.00,f,f,f,f,f,,,f,f,'151':1A 'central':2B 'file':3B,Discount From Invoice Date,8007496245
b5d466f6-05d9-11ec-a56b-005056bb008a,2021-08-25 19:21:55.828097+00,2021-08-25 19:21:58.270127+00,157dcbe8-05d9-11ec-882f-005056bb008a,157,RENT 001,aadc0dbc-05d9-11ec-8f8a-005056bb008a,,b5d466f6-05d9-11ec-a56b-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,b5dd595a-05d9-11ec-9203-005056bb008a,,,,,t,47-4603890,DEBBIE ATTERBURY,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'001':3B '157':1A 'rent':2B,Late 10th /nDiscount From Invoice Date,7274492020
b5d46818-05d9-11ec-a56c-005056bb008a,2021-08-25 19:21:55.828126+00,2021-08-25 19:21:58.376109+00,157dcbe8-05d9-11ec-882f-005056bb008a,175,"High Touch, Inc.",aadbe026-05d9-11ec-8f26-005056bb008a,12-EBR,b5d46818-05d9-11ec-a56c-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,Donna DiTroni,3168315555,f,,2,,0.00,f,f,f,f,f,,,f,f,'175':1A 'high':2B 'inc':4B 'touch':3B,,8009594357
b5d46e1c-05d9-11ec-a56d-005056bb008a,2021-08-25 19:21:55.82828+00,2021-08-25 19:21:58.449128+00,157dcbe8-05d9-11ec-882f-005056bb008a,273,RENT 006,aadc0fce-05d9-11ec-8f8d-005056bb008a,,b5d46e1c-05d9-11ec-a56d-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,b5dd595a-05d9-11ec-9203-005056bb008a,,,,,t,46-4341381,Don Nations,8507639353,f,,2,,0.00,f,f,f,f,f,,,f,f,'006':3B '273':1A 'rent':2B,Discount From Invoice Date,5612419688
b5d46f70-05d9-11ec-a56e-005056bb008a,2021-08-25 19:21:55.828314+00,2021-08-25 19:21:58.517228+00,157dcbe8-05d9-11ec-882f-005056bb008a,277,Panama City Utilities Departme,aadbc33e-05d9-11ec-8edc-005056bb008a,,b5d46f70-05d9-11ec-a56e-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'277':1A 'citi':3B 'departm':5B 'panama':2B 'util':4B,Discount From Invoice Date,8508723166
b5d470ec-05d9-11ec-a56f-005056bb008a,2021-08-25 19:21:55.828352+00,2021-08-25 19:21:58.567741+00,157dcbe8-05d9-11ec-882f-005056bb008a,292,SunCoast Security Inc.,aadc1f78-05d9-11ec-8fb3-005056bb008a,,b5d470ec-05d9-11ec-a56f-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,STEVE,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'292':1A 'inc':4B 'secur':3B 'suncoast':2B,Discount From Invoice Date,8506828041
b5d4725e-05d9-11ec-a570-005056bb008a,2021-08-25 19:21:55.828389+00,2021-08-25 19:21:58.619556+00,157dcbe8-05d9-11ec-882f-005056bb008a,303,City of Panama City,aadbc1c2-05d9-11ec-8ed8-005056bb008a,,b5d4725e-05d9-11ec-a570-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,"'303':1A 'citi':2B,5B 'panama':4B",Discount From Invoice Date,8508723166
b5d473b2-05d9-11ec-a571-005056bb008a,2021-08-25 19:21:55.828423+00,2021-08-25 19:21:58.668536+00,157dcbe8-05d9-11ec-882f-005056bb008a,306,Principal Mutual,aadc0916-05d9-11ec-8f7e-005056bb008a,,b5d473b2-05d9-11ec-a571-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,CAROL POINTER,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'306':1A 'mutual':3B 'princip':2B,Discount From Invoice Date,8002476699
b5d474de-05d9-11ec-a572-005056bb008a,2021-08-25 19:21:55.828453+00,2021-08-25 19:21:58.750318+00,157dcbe8-05d9-11ec-882f-005056bb008a,317,RAC DC,aadc0c86-05d9-11ec-8f87-005056bb008a,,b5d474de-05d9-11ec-a572-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'317':1A 'dc':3B 'rac':2B,Discount From Invoice Date,
b5d47600-05d9-11ec-a573-005056bb008a,2021-08-25 19:21:55.828482+00,2021-08-25 19:21:58.837984+00,157dcbe8-05d9-11ec-882f-005056bb008a,321,Liberty National Life Insuranc,aadbf002-05d9-11ec-8f4b-005056bb008a,,b5d47600-05d9-11ec-a573-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'321':1A 'insuranc':5B 'liberti':2B 'life':4B 'nation':3B,Discount From Invoice Date,
b5d47772-05d9-11ec-a574-005056bb008a,2021-08-25 19:21:55.828519+00,2021-08-25 19:21:58.955337+00,157dcbe8-05d9-11ec-882f-005056bb008a,323,General Electric Company,aadbdacc-05d9-11ec-8f18-005056bb008a,,b5d47772-05d9-11ec-a574-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,8,f,9b118128-05d9-11ec-a89a-005056bb008a,,6,,,,f,,Bret Bicknell,8007850301,f,,2,,0.00,f,f,f,f,f,,,f,f,'323':1A 'compani':4B 'electr':3B 'general':2B,Minimum Order 6 Pieces Per Location /nDiscount From Invoice Date,5023393185
b5d478c6-05d9-11ec-a575-005056bb008a,2021-08-25 19:21:55.828553+00,2021-08-25 19:21:59.026618+00,157dcbe8-05d9-11ec-882f-005056bb008a,325,Terminix Processing Center,aadc2298-05d9-11ec-8fbb-005056bb008a,,b5d478c6-05d9-11ec-a575-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'325':1A 'center':4B 'process':3B 'terminix':2B,Discount From Invoice Date,8508376464
b5d47a38-05d9-11ec-a576-005056bb008a,2021-08-25 19:21:55.82859+00,2021-08-25 19:21:59.080793+00,157dcbe8-05d9-11ec-882f-005056bb008a,341,Teco Peoples Gas,aadc2234-05d9-11ec-8fba-005056bb008a,,b5d47a38-05d9-11ec-a576-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'341':1A 'gas':4B 'peopl':3B 'teco':2B,Discount From Invoice Date,8508726100
b5d47b78-05d9-11ec-a577-005056bb008a,2021-08-25 19:21:55.828622+00,2021-08-25 19:21:59.142094+00,157dcbe8-05d9-11ec-882f-005056bb008a,352,Gene Parker,aadbdb26-05d9-11ec-8f19-005056bb008a,,b5d47b78-05d9-11ec-a577-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'352':1A 'gene':2B 'parker':3B,Discount From Invoice Date,8504765849
b5d47ca4-05d9-11ec-a578-005056bb008a,2021-08-25 19:21:55.828652+00,2021-08-25 19:21:59.194221+00,157dcbe8-05d9-11ec-882f-005056bb008a,358,Ashley Furniture Industries,aadbad04-05d9-11ec-8eb3-005056bb008a,,b5d47ca4-05d9-11ec-a578-005056bb008a,1,ab9e5d36-05d9-11ec-91ff-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,Kent Clark,2147077697,f,,2,,0.00,f,f,f,f,f,,,f,f,'358':1A 'ashley':2B 'furnitur':3B 'industri':4B,,6083233377
b5d47ea2-05d9-11ec-a579-005056bb008a,2021-08-25 19:21:55.828703+00,2021-08-25 19:21:59.265866+00,157dcbe8-05d9-11ec-882f-005056bb008a,368,RENT 007,aadc1032-05d9-11ec-8f8e-005056bb008a,,b5d47ea2-05d9-11ec-a579-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,b5dd6756-05d9-11ec-9206-005056bb008a,,,,,f,,RANDY GARRIS,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'007':3B '368':1A 'rent':2B,Late 10th /nDiscount From Invoice Date,2058794777
b5d47fd8-05d9-11ec-a57a-005056bb008a,2021-08-25 19:21:55.828734+00,2021-08-25 19:21:59.334768+00,157dcbe8-05d9-11ec-882f-005056bb008a,395,City of Milton,aadbc0fa-05d9-11ec-8ed6-005056bb008a,,b5d47fd8-05d9-11ec-a57a-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,,f,9b118128-05d9-11ec-a89a-005056bb008a,,,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'395':1A 'citi':2B 'milton':4B,Discount From Invoice Date,8509835400
b5d4810e-05d9-11ec-a57b-005056bb008a,2021-08-25 19:21:55.828765+00,2021-08-25 19:21:59.404642+00,157dcbe8-05d9-11ec-882f-005056bb008a,399,Sony,aadc1c76-05d9-11ec-8fac-005056bb008a,,b5d4810e-05d9-11ec-a57b-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,,1000.00,,,f,,Jennifer Saunier,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'399':1A 'soni':2B,Discount From Invoice Date,8774417278
b5d48226-05d9-11ec-a57c-005056bb008a,2021-08-25 19:21:55.828793+00,2021-08-25 19:21:59.47738+00,157dcbe8-05d9-11ec-882f-005056bb008a,400,La-Z-Boy,aadbee7c-05d9-11ec-8f47-005056bb008a,,b5d48226-05d9-11ec-a57c-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,28,f,9b118128-05d9-11ec-a89a-005056bb008a,,2,,,,f,,,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'400':1A 'boy':5B 'la':3B 'la-z-boy':2B 'z':4B,Min 12 Recliners /nDiscount From Invoice Date,
b5d483a2-05d9-11ec-a57d-005056bb008a,2021-08-25 19:21:55.828831+00,2021-08-25 19:21:59.582998+00,157dcbe8-05d9-11ec-882f-005056bb008a,401,Mirror Dynamics Ltd.,aadbf692-05d9-11ec-8f5b-005056bb008a,,b5d483a2-05d9-11ec-a57d-005056bb008a,1,ab9e697a-05d9-11ec-9200-005056bb008a,21,f,9b118128-05d9-11ec-a89a-005056bb008a,,9,,,,f,,Elizabeth Strachan,0,f,,2,,0.00,f,f,f,f,f,,,f,f,'401':1A 'dynam':3B 'ltd':4B 'mirror':2B,Discount From Invoice Date,9738245509
