id,time_created,time_updated,number,name,address1,address2,city,state,postal_code,latitude,longitude,country,county,phone,fax
aadba7f0-05d9-11ec-8ea5-005056bb008a,2021-08-25 19:21:37.420697,2021-08-25 19:21:37.420697,25,"Allstate Floral & Craft, Inc.",14038 Park Place,,Cerritos,CA,90703,,,USA,,5629262302,5629268613
aadba840-05d9-11ec-8ea6-005056bb008a,2021-08-25 19:21:37.420706,2021-08-25 19:21:37.420706,26,Almo Distributing,2709 Commerce Way,,Philadephia,PA,19154,,,USA,,8003452566,
aadba89a-05d9-11ec-8ea7-005056bb008a,2021-08-25 19:21:37.420714,2021-08-25 19:21:37.420714,27,Amazon.Com,1850 Mercer Rd Suite 100,,Lexington,KY,40598,,,USA,,,
aadba8ea-05d9-11ec-8ea8-005056bb008a,2021-08-25 19:21:37.420723,2021-08-25 19:21:37.420723,28,Amcor,685-A Gotham Parkway,,Carlstadt,NJ,07072,,,USA,,8663612233,
aadba93a-05d9-11ec-8ea9-005056bb008a,2021-08-25 19:21:37.420731,2021-08-25 19:21:37.420731,29,America's Mattress,"1310 Hwy 331 South, Suite A",,DeFuniak Springs,FL,32435,,,USA,,8505205800,
aadba9a8-05d9-11ec-8eaa-005056bb008a,2021-08-25 19:21:37.420741,2021-08-25 19:21:37.420742,30,America's Mattress,13800 Panama City Beach Pkwy,Suite 114,Panama City Beach,FL,32407,,,USA,,8502491300,
aadbaa0c-05d9-11ec-8eab-005056bb008a,2021-08-25 19:21:37.420752,2021-08-25 19:21:37.420752,31,American Heritage Life Insuran,P.O. Box 650514,,Dallas,TX,75265-0514,,,USA,,8005213535,
aadbaa66-05d9-11ec-8eac-005056bb008a,2021-08-25 19:21:37.420761,2021-08-25 19:21:37.420761,32,American Express/The Corporate,P.O. Box 360001,,Fort Lauderdale,FL,33336-001,,,USA,,,
aadbaac0-05d9-11ec-8ead-005056bb008a,2021-08-25 19:21:37.42077,2021-08-25 19:21:37.42077,33,AL/MS Rental Dealers Associati,1504 Robin Hood Trail,,Austin,TX,78703,,,USA,,,
aadbab1a-05d9-11ec-8eae-005056bb008a,2021-08-25 19:21:37.420779,2021-08-25 19:21:37.420779,34,Anderson Chiropractic Clinic,2574 US Highway 90 West,,DeFuniak Springs,FL,32433,,,USA,,8508927432,
aadbab9c-05d9-11ec-8eaf-005056bb008a,2021-08-25 19:21:37.420792,2021-08-25 19:21:37.420792,35,Anderson Equipment,4912 Glover Lane,,Milton,FL,32570,,,USA,,8506235005,
aadbabf6-05d9-11ec-8eb0-005056bb008a,2021-08-25 19:21:37.420801,2021-08-25 19:21:37.420801,36,Andy Cable of Andalusia,P.O. Box 34,,Andalusia,AL,36420,,,USA,,3342226464,
aadbac50-05d9-11ec-8eb1-005056bb008a,2021-08-25 19:21:37.42081,2021-08-25 19:21:37.42081,37,Arnold's Upholstery Cleaning,1050 Nancy Darby Road,,Ponce de Leon,FL,32455,,,USA,,8508364736,8505029448
aadbacaa-05d9-11ec-8eb2-005056bb008a,2021-08-25 19:21:37.420819,2021-08-25 19:21:37.420819,38,Artists Guild of America,13225 South Western Avenue,,Gardens,CA,90249,,,USA,,3105323331,3105323470
aadbad04-05d9-11ec-8eb3-005056bb008a,2021-08-25 19:21:37.420828,2021-08-25 19:21:37.420828,39,Ashley Furniture Industries In,One Ashley Way,,Arcadia,WI,54612,,,USA,,6083233377,
aadbad5e-05d9-11ec-8eb4-005056bb008a,2021-08-25 19:21:37.420837,2021-08-25 19:21:37.420837,40,Atlanta Fixture & Sales Compan,3185 Northeast Expressway,,Atlanta,GA,30341,,,USA,,8002821977,7709869202
aadbadb8-05d9-11ec-8eb5-005056bb008a,2021-08-25 19:21:37.420845,2021-08-25 19:21:37.420845,41,AudioFile Home Theater,1000 East Valencia Drive,,Fullerton,CA,92831,,,USA,,7149924697,7149920552
aadbae08-05d9-11ec-8eb6-005056bb008a,2021-08-25 19:21:37.420854,2021-08-25 19:21:37.420854,42,Auto-Owners Insurance,P.O. Box 30315,,Lansing,MI,48909-7815,,,USA,,,
aadbae58-05d9-11ec-8eb7-005056bb008a,2021-08-25 19:21:37.420862,2021-08-25 19:21:37.420862,43,Bank of America,P.O. Box 660576,,Dallas,TX,75266-0576,,,USA,,,
aadbaeb2-05d9-11ec-8eb8-005056bb008a,2021-08-25 19:21:37.420871,2021-08-25 19:21:37.420871,44,Barley's Utility Services,P.O. Box 1593,,DeFuniak Springs,FL,32435,,,USA,,8508923299,
aadbaf16-05d9-11ec-8eb9-005056bb008a,2021-08-25 19:21:37.420881,2021-08-25 19:21:37.420881,45,Baseline Furniture,265 Eastchester Drive,Suite 133-212,High Point,NC,27262,,,USA,,8662380973,
aadbaf70-05d9-11ec-8eba-005056bb008a,2021-08-25 19:21:37.42089,2021-08-25 19:21:37.42089,46,Bassett,4205 McEwen Road,,Dallas,TX,75244-5202,,,USA,,5406296000,5406296220
aadbafca-05d9-11ec-8ebb-005056bb008a,2021-08-25 19:21:37.420899,2021-08-25 19:21:37.420899,47,B & B Small Engine Repairs & S,5421 Stokes Street,,Milton,FL,32570,,,USA,,8506235575,
aadbb024-05d9-11ec-8ebc-005056bb008a,2021-08-25 19:21:37.420908,2021-08-25 19:21:37.420908,48,Blue Cross and Blue Shield of,P. O. BOX 660299,,Dallas,TX,75266,,,USA,,,
aadbb07e-05d9-11ec-8ebd-005056bb008a,2021-08-25 19:21:37.420917,2021-08-25 19:21:37.420917,49,Benchcraft,P.O. Box 601595,,Charlotte,NC,28260-1595,,,USA,,6626854711,
aadbb0d8-05d9-11ec-8ebe-005056bb008a,2021-08-25 19:21:37.420926,2021-08-25 19:21:37.420926,50,Benefit Marketing Solutions,2900 S Telephone Rd  Suite 120,,Moore,OK,73160,,,USA,,4056764205,8479531839
aadbb132-05d9-11ec-8ebf-005056bb008a,2021-08-25 19:21:37.420935,2021-08-25 19:21:37.420935,51,Benjamin F. Glazer,6151 West Century Blvd.,Suite 1012,Los Angeles,CA,90045,,,USA,,,
aadbb18c-05d9-11ec-8ec0-005056bb008a,2021-08-25 19:21:37.420944,2021-08-25 19:21:37.420944,52,Berkline,1 Berkline Drive,,Morristown,TN,37813,,,USA,,4235851500,4235851760
aadbb204-05d9-11ec-8ec1-005056bb008a,2021-08-25 19:21:37.420956,2021-08-25 19:21:37.420956,53,BB&T,P.O. Box 890011,,Charlotte,NC,28289-0011,,,USA,,8008616130,8003486738
aadbb25e-05d9-11ec-8ec2-005056bb008a,2021-08-25 19:21:37.420965,2021-08-25 19:21:37.420965,55,BFI,P.O. Box 5817,,Statesville,NC,28687,,,USA,,7045285553,7045285515
aadbb2b8-05d9-11ec-8ec3-005056bb008a,2021-08-25 19:21:37.420974,2021-08-25 19:21:37.420974,56,Kangaroo Trading Company,1632 Chism Trail,,Tupelo,MS,38804,,,USA,,3368893355,
aadbb308-05d9-11ec-8ec4-005056bb008a,2021-08-25 19:21:37.420982,2021-08-25 19:21:37.420982,57,"Robert D Agerton, Judge of Pro",P.O. Box 557,,Brewton,AL,36427,,,USA,,,
aadbb362-05d9-11ec-8ec5-005056bb008a,2021-08-25 19:21:37.420991,2021-08-25 19:21:37.420991,58,Bright House Networks,P.O. Box 580275,,Charlotte,NC,28258-0275,,,USA,,8508923155,
aadbb3bc-05d9-11ec-8ec6-005056bb008a,2021-08-25 19:21:37.421,2021-08-25 19:21:37.421,59,"Brighteyes Painting, LLC",38 Via Largo,,Santa Rosa Beach,FL,32459,,,USA,,2178409438,
aadbb416-05d9-11ec-8ec7-005056bb008a,2021-08-25 19:21:37.421009,2021-08-25 19:21:37.421009,60,Brown-Rogers-Dixson,111 Cloverleaf Drive,,Winston-Salem,NC,27103,,,USA,,8002530370,7043482853
aadbb47a-05d9-11ec-8ec8-005056bb008a,2021-08-25 19:21:37.421018,2021-08-25 19:21:37.421018,61,Bryce Company,273 Azalea Road Bldg.3 Ste.109,,Mobile,AL,36609,,,USA,,8008809434,8008810194
aadbb4ca-05d9-11ec-8ec9-005056bb008a,2021-08-25 19:21:37.421027,2021-08-25 19:21:37.421027,62,Bush A/C Contractors,1750 Frankford Ave.,,Panama City,FL,32405,,,USA,,8507690327,
aadbbc54-05d9-11ec-8eca-005056bb008a,2021-08-25 19:21:37.421221,2021-08-25 19:21:37.421221,63,CarQuest Auto Parts,P.O. Box 404875,,Atlanta,GA,30384-4875,,,USA,,8508922193,
aadbbccc-05d9-11ec-8ecb-005056bb008a,2021-08-25 19:21:37.421232,2021-08-25 19:21:37.421232,64,Central File,P.O. Box 1626,,York,PA,17405-1626,,,USA,,8007496245,4143659001
aadbbd26-05d9-11ec-8ecc-005056bb008a,2021-08-25 19:21:37.421241,2021-08-25 19:21:37.421241,65,Century Link,P.O. Box 4300,,Carol Stream,IL,60197-4300,,,USA,,8002014102,
aadbbd80-05d9-11ec-8ecd-005056bb008a,2021-08-25 19:21:37.42125,2021-08-25 19:21:37.42125,66,"Chad's Truck Repair, Inc",3596 US 90 West,,DeFuniak Springs,FL,32433,,,USA,,8508926514,8508927322
aadbbdee-05d9-11ec-8ece-005056bb008a,2021-08-25 19:21:37.421261,2021-08-25 19:21:37.421261,67,Chase Platinum MasterCard,P.O. Box 15153,,Wilmington,DE,19886-5153,,,USA,,,
aadbbe48-05d9-11ec-8ecf-005056bb008a,2021-08-25 19:21:37.42127,2021-08-25 19:21:37.42127,68,"CHF Sales, Inc.",3292 Thompson Bridge Road,Suite 344,Gainesville,GA,30506,,,USA,,6784506868,6788285626
aadbbeac-05d9-11ec-8ed0-005056bb008a,2021-08-25 19:21:37.42128,2021-08-25 19:21:37.42128,69,Michael C. Frederick,4969 A Tiger Trail,,Chipley,FL,32428,,,USA,,8506306473,
aadbbf06-05d9-11ec-8ed1-005056bb008a,2021-08-25 19:21:37.421289,2021-08-25 19:21:37.421289,70,Chuck Stevens Chevrolet,406 East Nashville Avenue,,Atmore,AL,36502,,,USA,,2513684053,
aadbbf60-05d9-11ec-8ed2-005056bb008a,2021-08-25 19:21:37.421298,2021-08-25 19:21:37.421298,71,CITIBANK,P.O.Box 6417,,The Lakes,NV,88901-6417,,,USA,,,
aadbbfba-05d9-11ec-8ed3-005056bb008a,2021-08-25 19:21:37.421307,2021-08-25 19:21:37.421307,72,Citzens Property Insurance Co.,6676 Corporate Center Parkway,,Jacksonville,FL,32216,,,USA,,,
aadbc03c-05d9-11ec-8ed4-005056bb008a,2021-08-25 19:21:37.42132,2021-08-25 19:21:37.42132,73,City of Atmore,PO Box 1297,,Atmore,AL,36504,,,USA,,,
aadbc096-05d9-11ec-8ed5-005056bb008a,2021-08-25 19:21:37.421329,2021-08-25 19:21:37.421329,74,City of DeFuniak Springs,P.O. Box 685,,DeFuniak Springs,FL,32433,,,USA,,8508928500,
aadbc0fa-05d9-11ec-8ed6-005056bb008a,2021-08-25 19:21:37.421339,2021-08-25 19:21:37.421339,75,City of Milton,P.O. Box 909,,Milton,FL,32572,,,USA,,8509835400,
aadbc15e-05d9-11ec-8ed7-005056bb008a,2021-08-25 19:21:37.421348,2021-08-25 19:21:37.421348,76,City of Milton - Ticket,Intersection Safety Program,PO Box 742527,Cincinnati,OH,45274-2527,,,USA,,8662258875,
aadbc1c2-05d9-11ec-8ed8-005056bb008a,2021-08-25 19:21:37.421359,2021-08-25 19:21:37.421359,77,City of Panama City,Utlility Service Department,P.O. Box 2487,Panama City,FL,32402-2487,,,USA,,8508723166,
aadbc226-05d9-11ec-8ed9-005056bb008a,2021-08-25 19:21:37.421369,2021-08-25 19:21:37.421369,78,City of Panama City License Ta,PO Box 1880,,Panama City,FL,32402,,,USA,,8508723031,8508723024
aadbc28a-05d9-11ec-8eda-005056bb008a,2021-08-25 19:21:37.421378,2021-08-25 19:21:37.421379,79,City of Opp,P.O. Box 610,108 N. Main Street,Opp,AL,36467,,,USA,,3344934571,
aadbc2e4-05d9-11ec-8edb-005056bb008a,2021-08-25 19:21:37.421388,2021-08-25 19:21:37.421388,80,City of Gulfport Water Departm,1422 23rd Avenue,,Gulfport,MS,39501,,,USA,,2288685755,
aadbc33e-05d9-11ec-8edc-005056bb008a,2021-08-25 19:21:37.421397,2021-08-25 19:21:37.421397,81,Panama City Utilities Departme,P.O. Box 2487,,Panama City,FL,32402-2487,,,USA,,8508723166,
aadbc3ac-05d9-11ec-8edd-005056bb008a,2021-08-25 19:21:37.421407,2021-08-25 19:21:37.421407,82,Climatic Home Products,P.O. Box 934350,,Atlanta,GA,31193-4350,,,USA,,7706556364,
aadbc406-05d9-11ec-8ede-005056bb008a,2021-08-25 19:21:37.421417,2021-08-25 19:21:37.421417,83,The Clock Corner,36054 Emerald Coast Pkwy,,Destin,FL,32541,,,USA,,8502692326,
aadbc460-05d9-11ec-8edf-005056bb008a,2021-08-25 19:21:37.421426,2021-08-25 19:21:37.421426,84,Coast To Coast Computer Produc,4277 Valley Fair Street,,Simi Valley,CA,93063,,,USA,,8002238890,8054263618
aadbc4ba-05d9-11ec-8ee0-005056bb008a,2021-08-25 19:21:37.421435,2021-08-25 19:21:37.421435,85,"Coastal Bedding, Inc.",P.O. Box 1844,,Pensacola,FL,32591,,,USA,,8004430068,8884430068
aadbc514-05d9-11ec-8ee1-005056bb008a,2021-08-25 19:21:37.421444,2021-08-25 19:21:37.421444,86,Coaster Furniture Company,3762 Park Central N. #100,,Pompano Beach,FL,33064,,,USA,,8002219659,8002219382
aadbc578-05d9-11ec-8ee2-005056bb008a,2021-08-25 19:21:37.421453,2021-08-25 19:21:37.421454,87,Colby Furniture,P.O. Box 1688,,Hamilton,AL,35570-1688,,,USA,,8002392600,2059213334
aadbc5d2-05d9-11ec-8ee3-005056bb008a,2021-08-25 19:21:37.421463,2021-08-25 19:21:37.421463,88,"Colonial Design, Inc",839 HWY. 2,,CORINTH,MS,38834,,,USA,,6622862616,
aadbc62c-05d9-11ec-8ee4-005056bb008a,2021-08-25 19:21:37.421472,2021-08-25 19:21:37.421472,89,Gulftech Fire & Security,1147 Hwy 90,,DeFuniak Springs,FL,32433,,,USA,,8503337585,
aadbc686-05d9-11ec-8ee5-005056bb008a,2021-08-25 19:21:37.421481,2021-08-25 19:21:37.421481,90,"Commercial Truck and Tire, LLC",9218 Highway 87 South,,Milton,FL,32583,,,USA,,8506230940,8506239486
aadbc708-05d9-11ec-8ee6-005056bb008a,2021-08-25 19:21:37.421494,2021-08-25 19:21:37.421494,91,Consolidated Ace Hardware,P.O. Box 1449,Hwy 90 West,DeFuniak Springs,FL,32435-1449,,,USA,,8508922033,
aadbc76c-05d9-11ec-8ee7-005056bb008a,2021-08-25 19:21:37.421504,2021-08-25 19:21:37.421504,92,Copy Cat Printing,3050 N. Pace Blvd.,,Pensacola,FL,32505,,,USA,,8504385566,8504340054
aadbc7c6-05d9-11ec-8ee8-005056bb008a,2021-08-25 19:21:37.421513,2021-08-25 19:21:37.421513,93,CoreLogic Teletrack,P.O. Box 204042,,Dallas,TX,75320-4042,,,USA,,8007296981,
aadbc820-05d9-11ec-8ee9-005056bb008a,2021-08-25 19:21:37.421522,2021-08-25 19:21:37.421522,94,Corsicana Bedding Inc,P.O. Box 398,,Bonham,TX,75418,,,USA,,9035834435,9035834964
aadbc87a-05d9-11ec-8eea-005056bb008a,2021-08-25 19:21:37.421531,2021-08-25 19:21:37.421531,95,Countyside Manufacturing,22529 Longview Ave,,Florala,AL,36442,,,USA,,3348585855,3348585856
aadbc8de-05d9-11ec-8eeb-005056bb008a,2021-08-25 19:21:37.421541,2021-08-25 19:21:37.421541,96,Covington County Probate Offic,P.O. Drawer 789,,Andalusia,AL,36420,,,USA,,3344282510,
aadbc96a-05d9-11ec-8eec-005056bb008a,2021-08-25 19:21:37.421555,2021-08-25 19:21:37.421555,97,"George L Patterson Jr, Revenue",1 North Court Square,,Andalusia,AL,36420,,,USA,,,
aadbc9c4-05d9-11ec-8eed-005056bb008a,2021-08-25 19:21:37.421564,2021-08-25 19:21:37.421564,98,Custom Wheels Unlimited,P.O. BOX 179,,Mayo,MD,21106,,,USA,,3362276889,9042962208
aadbca1e-05d9-11ec-8eee-005056bb008a,2021-08-25 19:21:37.421573,2021-08-25 19:21:37.421573,99,"4D Insurance Agency, LLC",3609 Williams Drive,,Georgetown,TX,78628,,,USA,,5129319725,
aadbca82-05d9-11ec-8eef-005056bb008a,2021-08-25 19:21:37.421582,2021-08-25 19:21:37.421582,100,Davis and Son's Plumbing,2271 Highway 2,,Bonifay,FL,32425,,,USA,,8509564329,
aadbcad2-05d9-11ec-8ef0-005056bb008a,2021-08-25 19:21:37.421591,2021-08-25 19:21:37.421591,101,Day's Service Station,11 Argyle Railroad Ave.,,Argyle,FL,32435,,,USA,,8508923935,
aadbcb36-05d9-11ec-8ef1-005056bb008a,2021-08-25 19:21:37.421601,2021-08-25 19:21:37.421601,102,Dealer Sales Inc,3292 Thompson Bridge Road,Suite 344,Gainesville,GA,30506,,,USA,,9036759582,9036758787
aadbcb9a-05d9-11ec-8ef2-005056bb008a,2021-08-25 19:21:37.421611,2021-08-25 19:21:37.421611,103,Dell,One Dell Way,,Round Rock,TX,78682,,,USA,,8002349999,
aadbcbf4-05d9-11ec-8ef3-005056bb008a,2021-08-25 19:21:37.42162,2021-08-25 19:21:37.42162,105,Denny Lamp Co,3279 Allen Ferry Rd,,Smithville,TN,37166,,,USA,,6155977671,
aadbcc4e-05d9-11ec-8ef4-005056bb008a,2021-08-25 19:21:37.421629,2021-08-25 19:21:37.421629,106,DeFuniak Springs Little League,P.O. Box 1795,,DeFuniak Springs,FL,32435,,,USA,,8508927475,
aadbccb2-05d9-11ec-8ef5-005056bb008a,2021-08-25 19:21:37.421639,2021-08-25 19:21:37.421639,107,D & H Distributing,P.O. Box 5967,,Harrisburg,PA,17110-0967,,,USA,,8008771200,
aadbcd0c-05d9-11ec-8ef6-005056bb008a,2021-08-25 19:21:37.421648,2021-08-25 19:21:37.421648,109,Donco Kids,6801 Snowden Road,,Ft. Worth,TX,76140,,,USA,,8009343881,8179272318
aadbcd98-05d9-11ec-8ef7-005056bb008a,2021-08-25 19:21:37.421662,2021-08-25 19:21:37.421662,110,Dover Furniture,P.O. Box 167,,Arley,AL,35541,,,USA,,8004333485,
aadbcdfc-05d9-11ec-8ef8-005056bb008a,2021-08-25 19:21:37.421671,2021-08-25 19:21:37.421671,111,DPI Teleconnect,2997 LBJ Freeway Suite #225,,Dallas,TX,75234,,,USA,,9724885500,9724888636
aadbce74-05d9-11ec-8ef9-005056bb008a,2021-08-25 19:21:37.421684,2021-08-25 19:21:37.421684,112,D.R.S.,P.O. Box 3224,,Farmingdale,NY,11735-0675,,,USA,,8005269341,8005472966
aadbcece-05d9-11ec-8efa-005056bb008a,2021-08-25 19:21:37.421693,2021-08-25 19:21:37.421693,113,DSI Systems Inc.,11338 Aurora Avenue,,Urbandale,IA,50322,,,USA,,,
aadbcfc8-05d9-11ec-8efb-005056bb008a,2021-08-25 19:21:37.421719,2021-08-25 19:21:37.421719,114,Southern Comfort,13700 Laco Cooper Rd,,Wilmer,AL,36587,,,USA,,2519793353,2512812643
aadbd02c-05d9-11ec-8efc-005056bb008a,2021-08-25 19:21:37.421728,2021-08-25 19:21:37.421728,116,Eagle Capital Corporation,P.O. BOX 4215,,Tupilo,MS,38803,,,USA,,8004837079,
aadbd086-05d9-11ec-8efd-005056bb008a,2021-08-25 19:21:37.421737,2021-08-25 19:21:37.421737,117,"EBRO International, Inc.",P.O. Box 1226,,DeFuniak Springs,FL,32435-1226,,,USA,,,
aadbd0ea-05d9-11ec-8efe-005056bb008a,2021-08-25 19:21:37.421747,2021-08-25 19:21:37.421747,118,Flooring Solutions,2407 Petty Drive,,Lynn Haven,FL,32444,,,USA,,8506280399,
aadbd144-05d9-11ec-8eff-005056bb008a,2021-08-25 19:21:37.421756,2021-08-25 19:21:37.421756,119,Encompass Parts Distribution,P.O. Box 935572,,Atlanta,GA,31193,,,USA,,8006383328,
aadbd1a8-05d9-11ec-8f00-005056bb008a,2021-08-25 19:21:37.421766,2021-08-25 19:21:37.421766,120,England Art,"7453 Empire Drive, #302",,Florence,KY,41042,,,USA,,8886471094,6066471095
aadbd202-05d9-11ec-8f01-005056bb008a,2021-08-25 19:21:37.421775,2021-08-25 19:21:37.421775,121,England Corsair,402 Old Knoxville Highway,,New Tazewell,TN,37825,,,USA,,8003396796,8003564518
aadbd266-05d9-11ec-8f02-005056bb008a,2021-08-25 19:21:37.421785,2021-08-25 19:21:37.421785,122,Escambia County Tax Collector,8600 US Highway 31,,Atmore,AL,36502,,,USA,,2513681032,
aadbd2ca-05d9-11ec-8f03-005056bb008a,2021-08-25 19:21:37.421794,2021-08-25 19:21:37.421795,123,"Espy, Metcalf & Espy, P.C.",PO Box 6504,,Dothan,AL,36302,,,USA,,3347936288,3347121617
aadbd324-05d9-11ec-8f04-005056bb008a,2021-08-25 19:21:37.421804,2021-08-25 19:21:37.421804,124,Expert Warehouse,3960 Royal Drive N.W.,,Kennesaw,GA,30144,,,USA,,6782254522,7704267146
aadbd37e-05d9-11ec-8f05-005056bb008a,2021-08-25 19:21:37.421813,2021-08-25 19:21:37.421813,125,Express Inc,6902 East 11th,,Tulsa,OK,74112,,,USA,,9188908678,9186648891
aadbd3d8-05d9-11ec-8f06-005056bb008a,2021-08-25 19:21:37.421822,2021-08-25 19:21:37.421822,126,Fall and Call,3875 Confederate Road,,Murfreesboro,TN,37128,,,USA,,,
aadbd432-05d9-11ec-8f07-005056bb008a,2021-08-25 19:21:37.421831,2021-08-25 19:21:37.421831,127,Fashion Craft,1824 Johns Drive,,Glenview,IL,60025-1607,,,USA,,8008777907,8479980283
aadbd48c-05d9-11ec-8f08-005056bb008a,2021-08-25 19:21:37.42184,2021-08-25 19:21:37.42184,128,Flawless Auto Detail,1818 25th Avenue,,Gulfport,MS,39501,,,USA,,2286693731,2288688880
aadbd4f0-05d9-11ec-8f09-005056bb008a,2021-08-25 19:21:37.42185,2021-08-25 19:21:37.42185,129,Firestone,Payment Center,PO Box 403727,Atlanta,GA,30384-3727,,,USA,,8009491902,
aadbd554-05d9-11ec-8f0a-005056bb008a,2021-08-25 19:21:37.42186,2021-08-25 19:21:37.42186,130,First Advantage LNS Screening,P.O. Box 403532,,Atlanta,GA,30384-3532,,,USA,,8555144294,
aadbd5b8-05d9-11ec-8f0b-005056bb008a,2021-08-25 19:21:37.421869,2021-08-25 19:21:37.421869,131,First Christian Academy,216 East Live Oak Avenue,,DeFuniak Springs,FL,32435,,,USA,,8508922722,8508922381
aadbd644-05d9-11ec-8f0c-005056bb008a,2021-08-25 19:21:37.421884,2021-08-25 19:21:37.421884,132,First Insurance Funding Corp.,P.O. Box 3306,,Northbrook,IL,60065-3306,,,USA,,8008373707,8008373709
aadbd6a8-05d9-11ec-8f0d-005056bb008a,2021-08-25 19:21:37.421894,2021-08-25 19:21:37.421894,133,Florida Office of Financial Re,Division of Consumer Finance,200 East Gaines Street,Tallahassee,FL,32399-0378,,,USA,,,
aadbd70c-05d9-11ec-8f0e-005056bb008a,2021-08-25 19:21:37.421904,2021-08-25 19:21:37.421904,134,Florida State Games,"6601 Lyons Road, Suite L9",,Coconut Creek,FL,33073,,,USA,,8003434263,9549739102
aadbd766-05d9-11ec-8f0f-005056bb008a,2021-08-25 19:21:37.421913,2021-08-25 19:21:37.421913,135,Flowers Insurance Agency,P.O. Box 368,,Dothan,AL,36302,,,USA,,3347948646,
aadbd7ca-05d9-11ec-8f10-005056bb008a,2021-08-25 19:21:37.421923,2021-08-25 19:21:37.421923,136,Foremost Insurance Group,P.O. Box 4665,,Carol Stream,IL,60197-4665,,,USA,,3347948646,
aadbd82e-05d9-11ec-8f11-005056bb008a,2021-08-25 19:21:37.421932,2021-08-25 19:21:37.421933,138,Four Seasons Air Conditioning,"35 Tupelo Ave., S.E.",,Ft Walton Beach,FL,32548,,,USA,,8502432655,
aadbd888-05d9-11ec-8f12-005056bb008a,2021-08-25 19:21:37.421942,2021-08-25 19:21:37.421942,139,Frank H. Pannell,798 Twin Lake Drive,,DeFuniak Springs,FL,32433,,,USA,,,
aadbd8f6-05d9-11ec-8f13-005056bb008a,2021-08-25 19:21:37.421952,2021-08-25 19:21:37.421952,140,Florida Rental Dealers Associa,C/O APRO,P O Box 3689 Dept 497,Sugar Land,TX,77487,,,USA,,8134842777,8136232689
aadbd950-05d9-11ec-8f14-005056bb008a,2021-08-25 19:21:37.421962,2021-08-25 19:21:37.421962,141,Frontier Communications,P.O. Box 740407,,Cincinnati,OH,45274-0407,,,USA,,8009218102,
aadbd9aa-05d9-11ec-8f15-005056bb008a,2021-08-25 19:21:37.421971,2021-08-25 19:21:37.421971,142,Fuller's Grocery & Gas Station,5196 FL Hwy 2,,Westville,FL,32464,,,USA,,8508592205,
