"id","time_created","time_updated","company_id","account_id","profit_center_id_sfk","overall_period_id","net_activity_period_1","net_activity_period_2","net_activity_period_3","net_activity_period_4","net_activity_period_5","net_activity_period_6","net_activity_period_7","net_activity_period_8","net_activity_period_9","net_activity_period_10","net_activity_period_11","net_activity_period_12","beginning_balance","closing_balance"
"bbc878da-05da-11ec-a425-005056bb008a","2021-08-25 19:29:15.312971","2021-08-25 19:29:15.312971","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","101","2","3780.00","24770.00","-24270.00","-500.00","13462.00","-15277.00","2315.00",,,"-775.00","9960.00","-9185.00","720.00","5000.00"
"bbc8792a-05da-11ec-a426-005056bb008a","2021-08-25 19:29:15.312979","2021-08-25 19:29:15.312979","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","101","4",,,,,,,,,,,,,,
"bbc87984-05da-11ec-a427-005056bb008a","2021-08-25 19:29:15.312988","2021-08-25 19:29:15.312988","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","101","1","-14840.00","320.00",,,,,,,"5550.00","-3550.00","-2000.00","-3780.00","-17580.00","720.00"
"bbc879e8-05da-11ec-a428-005056bb008a","2021-08-25 19:29:15.312998","2021-08-25 19:29:15.312998","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","106","3","520.00","3305.00","-3670.00","420.00","-75.00","765.00","5765.00","-1290.00",,,,,"4000.00",
"bbc87a4c-05da-11ec-a429-005056bb008a","2021-08-25 19:29:15.313008","2021-08-25 19:29:15.313008","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","106","2","-2000.00","12145.00","-13090.00","-4650.00","6040.00","-5320.00","470.00","280.00","420.00","-390.00","525.00","-1025.00","10595.00","4000.00"
"bbc87aa6-05da-11ec-a42a-005056bb008a","2021-08-25 19:29:15.313017","2021-08-25 19:29:15.313017","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","106","4",,,,,,,,,,,,,,
"bbc87b00-05da-11ec-a42b-005056bb008a","2021-08-25 19:29:15.313026","2021-08-25 19:29:15.313026","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","106","1","-4685.00","470.00","3755.00","-3015.00","-740.00",,,,"6080.00","-4760.00","-820.00","5595.00","12475.00","10595.00"
"bbc87b64-05da-11ec-a42c-005056bb008a","2021-08-25 19:29:15.313036","2021-08-25 19:29:15.313036","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","107","3","1775.00","1455.00","-1180.00","695.00","-1100.00","800.00","3180.00","110.00",,,,,"1780.00",
"bbc87bc8-05da-11ec-a42d-005056bb008a","2021-08-25 19:29:15.313046","2021-08-25 19:29:15.313046","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","107","2","-4093.00","6960.00","-5942.00","1280.00","3395.00","-3660.00","-520.00","2370.00","-2525.00","-115.00","3095.00","-4840.00","6375.00","1780.00"
"bbc87c18-05da-11ec-a42e-005056bb008a","2021-08-25 19:29:15.313054","2021-08-25 19:29:15.313054","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","107","4",,,,,,,,,,,,,,
"bbc87c86-05da-11ec-a42f-005056bb008a","2021-08-25 19:29:15.313065","2021-08-25 19:29:15.313065","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","107","1","-1513.75","568.75","3405.00","-4970.00","2135.00","-350.00","-1000.00","765.00","190.00","420.00","-110.00","1320.00","7235.00","6375.00"
"bbc87cea-05da-11ec-a430-005056bb008a","2021-08-25 19:29:15.313075","2021-08-25 19:29:15.313075","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","110","3","354.53","-218.99","296.25","-754.66","140.00","68.75","107.75","636.51",,,,,"3445.37",
"bbc87d4e-05da-11ec-a431-005056bb008a","2021-08-25 19:29:15.313085","2021-08-25 19:29:15.313085","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","110","2","-1401.56","1610.00","352.50","-522.00","-312.75","760.00","-424.75","-232.50","505.00","-833.75","295.00","-78.38","3728.56","3445.37"
"bbc87d9e-05da-11ec-a432-005056bb008a","2021-08-25 19:29:15.313093","2021-08-25 19:29:15.313093","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","110","4",,,,,,,,,,,,,,
"bbc87e02-05da-11ec-a433-005056bb008a","2021-08-25 19:29:15.313103","2021-08-25 19:29:15.313103","157dcbe8-05d9-11ec-882f-005056bb008a","e5c54dda-05d9-11ec-a4e3-005056bb008a","110","1","249.58","919.88","-1402.29","-345.00","415.25","835.00","711.25","-171.71","213.12","-635.09","-347.13","1445.16","5616.58","3728.56"
"bbc87e7a-05da-11ec-a434-005056bb008a","2021-08-25 19:29:15.313114","2021-08-25 19:29:15.313115","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","1","3",,,,,,,,,,,,,"200.00",
"bbc87eca-05da-11ec-a435-005056bb008a","2021-08-25 19:29:15.313123","2021-08-25 19:29:15.313123","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","1","2",,,,,,,,,,,,,"200.00","200.00"
"bbc87f1a-05da-11ec-a436-005056bb008a","2021-08-25 19:29:15.313131","2021-08-25 19:29:15.313131","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","1","4",,,,,,,,,,,,,,
"bbc87f6a-05da-11ec-a437-005056bb008a","2021-08-25 19:29:15.313139","2021-08-25 19:29:15.313139","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","1","1",,,,,,,,,,,,,"200.00","200.00"
"bbc87fba-05da-11ec-a438-005056bb008a","2021-08-25 19:29:15.313147","2021-08-25 19:29:15.313147","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","6","3",,,,,,,,,,,,,"200.00",
"bbc8800a-05da-11ec-a439-005056bb008a","2021-08-25 19:29:15.313155","2021-08-25 19:29:15.313155","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","6","2",,,,,,,,,,,,,"200.00","200.00"
"bbc8805a-05da-11ec-a43a-005056bb008a","2021-08-25 19:29:15.313163","2021-08-25 19:29:15.313163","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","6","4",,,,,,,,,,,,,,
"bbc880aa-05da-11ec-a43b-005056bb008a","2021-08-25 19:29:15.31317","2021-08-25 19:29:15.313171","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","6","1",,,,,,,,,,,,,"200.00","200.00"
"bbc880fa-05da-11ec-a43c-005056bb008a","2021-08-25 19:29:15.313179","2021-08-25 19:29:15.313179","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","7","3",,,,,,,,,,,,,"200.00",
"bbc8814a-05da-11ec-a43d-005056bb008a","2021-08-25 19:29:15.313186","2021-08-25 19:29:15.313187","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","7","2",,,,,,,,,,,,,"200.00","200.00"
"bbc8819a-05da-11ec-a43e-005056bb008a","2021-08-25 19:29:15.313194","2021-08-25 19:29:15.313194","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","7","4",,,,,,,,,,,,,,
"bbc881e0-05da-11ec-a43f-005056bb008a","2021-08-25 19:29:15.313202","2021-08-25 19:29:15.313202","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","7","1",,,,,,,,,,,,,"200.00","200.00"
"bbc8823a-05da-11ec-a440-005056bb008a","2021-08-25 19:29:15.31321","2021-08-25 19:29:15.31321","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","10","3",,,,,,,,,,,,,"200.00",
"bbc8828a-05da-11ec-a441-005056bb008a","2021-08-25 19:29:15.313219","2021-08-25 19:29:15.313219","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","10","2",,,,,,,,,,,,"80.00","120.00","200.00"
"bbc882da-05da-11ec-a442-005056bb008a","2021-08-25 19:29:15.313227","2021-08-25 19:29:15.313227","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","10","4",,,,,,,,,,,,,,
"bbc8832a-05da-11ec-a443-005056bb008a","2021-08-25 19:29:15.313235","2021-08-25 19:29:15.313235","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","10","1",,,,,,,,,,,,,"120.00","120.00"
"bbc88398-05da-11ec-a444-005056bb008a","2021-08-25 19:29:15.313246","2021-08-25 19:29:15.313246","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","14","3",,,,,,,,,,,,,"200.00",
"bbc883e8-05da-11ec-a445-005056bb008a","2021-08-25 19:29:15.313254","2021-08-25 19:29:15.313254","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","14","2",,,,,,,,,,,,"200.00",,"200.00"
"bbc88438-05da-11ec-a446-005056bb008a","2021-08-25 19:29:15.313262","2021-08-25 19:29:15.313262","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","14","4",,,,,,,,,,,,,,
"bbc88488-05da-11ec-a447-005056bb008a","2021-08-25 19:29:15.31327","2021-08-25 19:29:15.31327","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","14","1",,,,,,,,,,,,,,
"bbc884d8-05da-11ec-a448-005056bb008a","2021-08-25 19:29:15.313278","2021-08-25 19:29:15.313278","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","15","3",,,,,,,,,,,,,"200.00",
"bbc88528-05da-11ec-a449-005056bb008a","2021-08-25 19:29:15.313286","2021-08-25 19:29:15.313286","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","15","2",,,,,,,,,,,,,"200.00","200.00"
"bbc88578-05da-11ec-a44a-005056bb008a","2021-08-25 19:29:15.313293","2021-08-25 19:29:15.313293","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","15","4",,,,,,,,,,,,,,
"bbc885c8-05da-11ec-a44b-005056bb008a","2021-08-25 19:29:15.313302","2021-08-25 19:29:15.313302","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","15","1",,,,,,"200.00",,,,,,,"400.00","200.00"
"bbc88618-05da-11ec-a44c-005056bb008a","2021-08-25 19:29:15.31331","2021-08-25 19:29:15.31331","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","16","3",,,"200.00",,,,,,,,,,,
"bbc88668-05da-11ec-a44d-005056bb008a","2021-08-25 19:29:15.313318","2021-08-25 19:29:15.313318","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","16","2",,,,,,,,,,,,,,
"bbc886b8-05da-11ec-a44e-005056bb008a","2021-08-25 19:29:15.313326","2021-08-25 19:29:15.313326","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","16","4",,,,,,,,,,,,,,
"bbc88708-05da-11ec-a44f-005056bb008a","2021-08-25 19:29:15.313333","2021-08-25 19:29:15.313334","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59a74-05d9-11ec-a4e4-005056bb008a","16","1",,,,,,,,,,,,,,
"bbc88758-05da-11ec-a450-005056bb008a","2021-08-25 19:29:15.313341","2021-08-25 19:29:15.313341","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59d8a-05d9-11ec-a4e5-005056bb008a","9000","3",,,,,,,,,,,,,,
"bbc8879e-05da-11ec-a451-005056bb008a","2021-08-25 19:29:15.313349","2021-08-25 19:29:15.313349","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59d8a-05d9-11ec-a4e5-005056bb008a","9000","2",,,,,,,,,,,,,,
"bbc8a30a-05da-11ec-a452-005056bb008a","2021-08-25 19:29:15.314052","2021-08-25 19:29:15.314052","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59d8a-05d9-11ec-a4e5-005056bb008a","9000","4",,,,,,,,,,,,,,
"bbc8a36e-05da-11ec-a453-005056bb008a","2021-08-25 19:29:15.314061","2021-08-25 19:29:15.314061","157dcbe8-05d9-11ec-882f-005056bb008a","e5c59d8a-05d9-11ec-a4e5-005056bb008a","9000","1",,,,,,,,,,,,,,
"bbc8a3e6-05da-11ec-a454-005056bb008a","2021-08-25 19:29:15.314073","2021-08-25 19:29:15.314073","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","3",,,,,,,,,,,,,,
"bbc8a436-05da-11ec-a455-005056bb008a","2021-08-25 19:29:15.314081","2021-08-25 19:29:15.314081","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","2",,,,,,,,,,,,,,
"bbc8a486-05da-11ec-a456-005056bb008a","2021-08-25 19:29:15.314088","2021-08-25 19:29:15.314089","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","4",,,,,,,,,,,,,,
"bbc8a4cc-05da-11ec-a457-005056bb008a","2021-08-25 19:29:15.314096","2021-08-25 19:29:15.314096","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","1","1",,,,,,,,,,,,,,
"bbc8a51c-05da-11ec-a458-005056bb008a","2021-08-25 19:29:15.314104","2021-08-25 19:29:15.314104","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","6","3",,,,,,,,,,,,,,
"bbc8a56c-05da-11ec-a459-005056bb008a","2021-08-25 19:29:15.314112","2021-08-25 19:29:15.314112","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","6","2",,,,,,,,,,,,,,
"bbc8a5bc-05da-11ec-a45a-005056bb008a","2021-08-25 19:29:15.31412","2021-08-25 19:29:15.31412","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","6","4",,,,,,,,,,,,,,
"bbc8a60c-05da-11ec-a45b-005056bb008a","2021-08-25 19:29:15.314128","2021-08-25 19:29:15.314128","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","6","1",,,,,,,,,,,,,,
"bbc8a65c-05da-11ec-a45c-005056bb008a","2021-08-25 19:29:15.314136","2021-08-25 19:29:15.314136","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","7","3",,,,,,,,,,,,,,
"bbc8a6ac-05da-11ec-a45d-005056bb008a","2021-08-25 19:29:15.314144","2021-08-25 19:29:15.314144","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","7","2",,,,,,,,,,,,,,
"bbc8a6fc-05da-11ec-a45e-005056bb008a","2021-08-25 19:29:15.314152","2021-08-25 19:29:15.314152","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","7","4",,,,,,,,,,,,,,
"bbc8a74c-05da-11ec-a45f-005056bb008a","2021-08-25 19:29:15.31416","2021-08-25 19:29:15.31416","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","7","1",,,,,,,,,,,,,,
"bbc8a79c-05da-11ec-a460-005056bb008a","2021-08-25 19:29:15.314168","2021-08-25 19:29:15.314168","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","101","3",,,,,,,,,,,,,,
"bbc8a7ec-05da-11ec-a461-005056bb008a","2021-08-25 19:29:15.314175","2021-08-25 19:29:15.314176","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","101","2",,,,,,,,,,,,,,
"bbc8a83c-05da-11ec-a462-005056bb008a","2021-08-25 19:29:15.314183","2021-08-25 19:29:15.314183","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","101","4",,,,,,,,,,,,,,
"bbc8a882-05da-11ec-a463-005056bb008a","2021-08-25 19:29:15.314191","2021-08-25 19:29:15.314191","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","101","1",,,,,,,,,,,,,,
"bbc8a8dc-05da-11ec-a464-005056bb008a","2021-08-25 19:29:15.314199","2021-08-25 19:29:15.3142","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","106","3",,,,,,,,,,,,,,
"bbc8a94a-05da-11ec-a465-005056bb008a","2021-08-25 19:29:15.314211","2021-08-25 19:29:15.314211","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","106","2",,,,,,,,,,,,,,
"bbc8a99a-05da-11ec-a466-005056bb008a","2021-08-25 19:29:15.314219","2021-08-25 19:29:15.314219","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","106","4",,,,,,,,,,,,,,
"bbc8aa4e-05da-11ec-a467-005056bb008a","2021-08-25 19:29:15.314237","2021-08-25 19:29:15.314237","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","106","1",,,,,,,,,,,,,,
"bbc8aaa8-05da-11ec-a468-005056bb008a","2021-08-25 19:29:15.314245","2021-08-25 19:29:15.314245","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","107","3",,,,,,,,,,,,,,
"bbc8aaee-05da-11ec-a469-005056bb008a","2021-08-25 19:29:15.314253","2021-08-25 19:29:15.314253","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","107","2",,,,,,,,,,,,,,
"bbc8ab3e-05da-11ec-a46a-005056bb008a","2021-08-25 19:29:15.314261","2021-08-25 19:29:15.314261","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","107","4",,,,,,,,,,,,,,
"bbc8ab8e-05da-11ec-a46b-005056bb008a","2021-08-25 19:29:15.314269","2021-08-25 19:29:15.314269","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","107","1",,,,,,,,,,,,,,
"bbc8abe8-05da-11ec-a46c-005056bb008a","2021-08-25 19:29:15.314277","2021-08-25 19:29:15.314277","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","110","3",,,,,,,,,,,,,,
"bbc8ac2e-05da-11ec-a46d-005056bb008a","2021-08-25 19:29:15.314285","2021-08-25 19:29:15.314285","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","110","2",,,,,,,,,,,,,,
"bbc8ac7e-05da-11ec-a46e-005056bb008a","2021-08-25 19:29:15.314293","2021-08-25 19:29:15.314293","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","110","4",,,,,,,,,,,,,,
"bbc8acce-05da-11ec-a46f-005056bb008a","2021-08-25 19:29:15.314301","2021-08-25 19:29:15.314301","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","110","1",,,,,,,,,,,,,,
"bbc8ad28-05da-11ec-a470-005056bb008a","2021-08-25 19:29:15.314309","2021-08-25 19:29:15.314309","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","9000","3",,,,,,,,,,,,,,
"bbc8ad6e-05da-11ec-a471-005056bb008a","2021-08-25 19:29:15.314317","2021-08-25 19:29:15.314317","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","9000","2",,,,,,,,,,,,,,
"bbc8adbe-05da-11ec-a472-005056bb008a","2021-08-25 19:29:15.314325","2021-08-25 19:29:15.314325","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","9000","4",,,,,,,,,,,,,,
"bbc8ae0e-05da-11ec-a473-005056bb008a","2021-08-25 19:29:15.314333","2021-08-25 19:29:15.314333","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a000-05d9-11ec-a4e7-005056bb008a","9000","1",,,,,,,,,,,,,,
"bbc8ae5e-05da-11ec-a474-005056bb008a","2021-08-25 19:29:15.314341","2021-08-25 19:29:15.314341","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a140-05d9-11ec-a4e8-005056bb008a","1","3",,,,,,,,,,,,,,
"bbc8aecc-05da-11ec-a475-005056bb008a","2021-08-25 19:29:15.314352","2021-08-25 19:29:15.314352","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a140-05d9-11ec-a4e8-005056bb008a","1","2",,,,,,,,,,,,,,
"bbc8af1c-05da-11ec-a476-005056bb008a","2021-08-25 19:29:15.31436","2021-08-25 19:29:15.31436","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a140-05d9-11ec-a4e8-005056bb008a","1","4",,,,,,,,,,,,,,
"bbc8af6c-05da-11ec-a477-005056bb008a","2021-08-25 19:29:15.314368","2021-08-25 19:29:15.314368","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a140-05d9-11ec-a4e8-005056bb008a","1","1",,,,,,,,,,,,,,
"bbc8afbc-05da-11ec-a478-005056bb008a","2021-08-25 19:29:15.314376","2021-08-25 19:29:15.314376","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a140-05d9-11ec-a4e8-005056bb008a","9000","3",,,,,,,,,,,,,,
