"id","time_created","time_updated","company_id","account_id","profit_center_id_sfk","date","source_id","amount","message","employee_number_id_sfk","journal_entry_number"
"1e413dc2-05da-11ec-bae6-005056bb008a","2021-08-25 19:24:51.024431","2021-08-25 19:24:51.024431","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-24","04b8b09c-05da-11ec-8056-005056bb008a","555.00","PDL NSF CHECK #1313 WAKEFIELD","52","1"
"1e413e1c-05da-11ec-bae7-005056bb008a","2021-08-25 19:24:51.02444","2021-08-25 19:24:51.02444","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-30","04b8b09c-05da-11ec-8056-005056bb008a","-1110.00","PDL DEPOSIT","777","1"
"1e413e6c-05da-11ec-bae8-005056bb008a","2021-08-25 19:24:51.024448","2021-08-25 19:24:51.024448","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-30","04b8b09c-05da-11ec-8056-005056bb008a","-1708.00","PDL DEPOSIT","777","1"
"1e413ec6-05da-11ec-bae9-005056bb008a","2021-08-25 19:24:51.024456","2021-08-25 19:24:51.024456","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8b09c-05da-11ec-8056-005056bb008a","-6000.00","PDL DEPOSIT","777","1"
"1e413f16-05da-11ec-baea-005056bb008a","2021-08-25 19:24:51.024465","2021-08-25 19:24:51.024465","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","-11500.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e413f8e-05da-11ec-baeb-005056bb008a","2021-08-25 19:24:51.024477","2021-08-25 19:24:51.024477","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","3445.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e413fe8-05da-11ec-baec-005056bb008a","2021-08-25 19:24:51.024486","2021-08-25 19:24:51.024486","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","28679.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414042-05da-11ec-baed-005056bb008a","2021-08-25 19:24:51.024494","2021-08-25 19:24:51.024495","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","-500.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414092-05da-11ec-baee-005056bb008a","2021-08-25 19:24:51.024503","2021-08-25 19:24:51.024503","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","-800.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4140ec-05da-11ec-baef-005056bb008a","2021-08-25 19:24:51.024512","2021-08-25 19:24:51.024512","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","800.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414146-05da-11ec-baf0-005056bb008a","2021-08-25 19:24:51.024521","2021-08-25 19:24:51.024521","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","-500.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414196-05da-11ec-baf1-005056bb008a","2021-08-25 19:24:51.024529","2021-08-25 19:24:51.024529","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","800.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4141f0-05da-11ec-baf2-005056bb008a","2021-08-25 19:24:51.024538","2021-08-25 19:24:51.024538","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","1000.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41424a-05da-11ec-baf3-005056bb008a","2021-08-25 19:24:51.024547","2021-08-25 19:24:51.024547","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","-800.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41429a-05da-11ec-baf4-005056bb008a","2021-08-25 19:24:51.024555","2021-08-25 19:24:51.024555","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","0.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4142f4-05da-11ec-baf5-005056bb008a","2021-08-25 19:24:51.024564","2021-08-25 19:24:51.024564","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","0.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41434e-05da-11ec-baf6-005056bb008a","2021-08-25 19:24:51.024573","2021-08-25 19:24:51.024573","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","0.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4143a8-05da-11ec-baf7-005056bb008a","2021-08-25 19:24:51.024581","2021-08-25 19:24:51.024582","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-01-31","04b8a1e2-05da-11ec-804d-005056bb008a","-1110.00","TO RECORD DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4143f8-05da-11ec-baf8-005056bb008a","2021-08-25 19:24:51.02459","2021-08-25 19:24:51.02459","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-01","04b8b09c-05da-11ec-8056-005056bb008a","-2930.00","PDL DEPOSIT CASH","52","1"
"1e414452-05da-11ec-baf9-005056bb008a","2021-08-25 19:24:51.024598","2021-08-25 19:24:51.024599","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-01","04b8b09c-05da-11ec-8056-005056bb008a","-1665.00","PDL DEPOSIT CHECK","52","1"
"1e4144a2-05da-11ec-bafa-005056bb008a","2021-08-25 19:24:51.024607","2021-08-25 19:24:51.024607","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-03","04b8b09c-05da-11ec-8056-005056bb008a","-13000.00","PDL DEPOSIT CASH","52","1"
"1e41451a-05da-11ec-bafb-005056bb008a","2021-08-25 19:24:51.024619","2021-08-25 19:24:51.024619","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-03","04b8b09c-05da-11ec-8056-005056bb008a","555.00","NSF CHECK","52","1"
"1e41456a-05da-11ec-bafc-005056bb008a","2021-08-25 19:24:51.024627","2021-08-25 19:24:51.024627","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-04","04b8b09c-05da-11ec-8056-005056bb008a","555.00","NSF CHECK","52","1"
"1e4145c4-05da-11ec-bafd-005056bb008a","2021-08-25 19:24:51.024636","2021-08-25 19:24:51.024636","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-05","04b8b09c-05da-11ec-8056-005056bb008a","4500.00","PDL FUNDING","52","1"
"1e414a7e-05da-11ec-bafe-005056bb008a","2021-08-25 19:24:51.024758","2021-08-25 19:24:51.024758","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-06","04b8b09c-05da-11ec-8056-005056bb008a","-2745.00","PDL DEPOSIT CASH","52","1"
"1e414ae2-05da-11ec-baff-005056bb008a","2021-08-25 19:24:51.024767","2021-08-25 19:24:51.024767","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-06","04b8b09c-05da-11ec-8056-005056bb008a","4000.00","PDL FUNDING","52","1"
"1e414b32-05da-11ec-bb00-005056bb008a","2021-08-25 19:24:51.024775","2021-08-25 19:24:51.024775","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-07","04b8b09c-05da-11ec-8056-005056bb008a","2000.00","PDL FUNDING DEFUNIAK STORE","52","1"
"1e414b8c-05da-11ec-bb01-005056bb008a","2021-08-25 19:24:51.024784","2021-08-25 19:24:51.024784","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-10","04b8b09c-05da-11ec-8056-005056bb008a","2000.00","PDL FUNDING","52","1"
"1e414bdc-05da-11ec-bb02-005056bb008a","2021-08-25 19:24:51.024792","2021-08-25 19:24:51.024792","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-11","04b8b09c-05da-11ec-8056-005056bb008a","4000.00","PDL FUNDING","52","1"
"1e414c36-05da-11ec-bb03-005056bb008a","2021-08-25 19:24:51.024801","2021-08-25 19:24:51.024801","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-13","04b8b09c-05da-11ec-8056-005056bb008a","-2227.00","PDL DEPOSIT CASH","52","1"
"1e414c86-05da-11ec-bb04-005056bb008a","2021-08-25 19:24:51.024809","2021-08-25 19:24:51.024809","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-18","04b8b09c-05da-11ec-8056-005056bb008a","-555.00","PDL DEPOSIT CHECK","52","1"
"1e414ce0-05da-11ec-bb05-005056bb008a","2021-08-25 19:24:51.024818","2021-08-25 19:24:51.024818","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-19","04b8b09c-05da-11ec-8056-005056bb008a","-1230.00","PDL DEPOSIT CASH","52","1"
"1e414d3a-05da-11ec-bb06-005056bb008a","2021-08-25 19:24:51.024826","2021-08-25 19:24:51.024827","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-20","04b8b09c-05da-11ec-8056-005056bb008a","-320.00","PDL CASH DEPOSIT","52","1"
"1e414d8a-05da-11ec-bb07-005056bb008a","2021-08-25 19:24:51.024835","2021-08-25 19:24:51.024835","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-24","04b8b09c-05da-11ec-8056-005056bb008a","2500.00","PDL FUNDING","52","1"
"1e414dda-05da-11ec-bb08-005056bb008a","2021-08-25 19:24:51.024843","2021-08-25 19:24:51.024843","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-27","04b8b09c-05da-11ec-8056-005056bb008a","-4725.00","PDL DEPOSIT","777","1"
"1e414e34-05da-11ec-bb09-005056bb008a","2021-08-25 19:24:51.024852","2021-08-25 19:24:51.024852","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8a1e2-05da-11ec-804d-005056bb008a","-1142.00","PDL DEPOSIT","777","1"
"1e414e8e-05da-11ec-bb0a-005056bb008a","2021-08-25 19:24:51.024861","2021-08-25 19:24:51.024861","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-19000.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414f06-05da-11ec-bb0b-005056bb008a","2021-08-25 19:24:51.024873","2021-08-25 19:24:51.024873","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","2220.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414f60-05da-11ec-bb0c-005056bb008a","2021-08-25 19:24:51.024882","2021-08-25 19:24:51.024882","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","28319.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e414fba-05da-11ec-bb0d-005056bb008a","2021-08-25 19:24:51.024891","2021-08-25 19:24:51.024891","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-500.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e415014-05da-11ec-bb0e-005056bb008a","2021-08-25 19:24:51.024908","2021-08-25 19:24:51.024908","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-500.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4150c8-05da-11ec-bb0f-005056bb008a","2021-08-25 19:24:51.024918","2021-08-25 19:24:51.024918","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-1000.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e415122-05da-11ec-bb10-005056bb008a","2021-08-25 19:24:51.024927","2021-08-25 19:24:51.024927","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-500.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41517c-05da-11ec-bb11-005056bb008a","2021-08-25 19:24:51.024936","2021-08-25 19:24:51.024936","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","1000.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4151d6-05da-11ec-bb12-005056bb008a","2021-08-25 19:24:51.024945","2021-08-25 19:24:51.024945","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","1000.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e415230-05da-11ec-bb13-005056bb008a","2021-08-25 19:24:51.024954","2021-08-25 19:24:51.024954","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","500.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e415294-05da-11ec-bb14-005056bb008a","2021-08-25 19:24:51.024963","2021-08-25 19:24:51.024963","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","0.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e4152e4-05da-11ec-bb15-005056bb008a","2021-08-25 19:24:51.024972","2021-08-25 19:24:51.024972","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","0.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e41533e-05da-11ec-bb16-005056bb008a","2021-08-25 19:24:51.024981","2021-08-25 19:24:51.024981","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","0.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
"1e415398-05da-11ec-bb17-005056bb008a","2021-08-25 19:24:51.02499","2021-08-25 19:24:51.02499","157dcbe8-05d9-11ec-882f-005056bb008a","e5c5a24e-05d9-11ec-a4e9-005056bb008a","1","2020-02-29","04b8b09c-05da-11ec-8056-005056bb008a","-555.00","TO RECORD THE DEFERRED DEPOSIT ACTIVITY FROM CHECKPRO.","777","1"
