"id","agreement_number","customer_id","created_at","updated_at","row_creator_id","agreement_type","ht_etl_schema"
"266","100201","286","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"267","100202","917","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"268","100203","3477","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"269","100203","738","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"270","100204","921","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"271","100205","918","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"272","100206","556","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"273","100207","3481","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"274","100207","662","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"275","100208","3482","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"276","100208","922","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"277","100209","3483","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"278","100209","924","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"279","100210","520","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"280","100211","928","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"281","100212","925","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"282","100213","927","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"283","100214","644","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"284","100215","800","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"285","100216","929","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"286","100217","598","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"287","100218","932","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"288","100219","933","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"289","100220","934","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"290","100221","245","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"291","100222","3496","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"292","100222","205","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
"293","100223","3497","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"F","public"
"294","100223","931","2021-11-24 04:18:41.518431","2021-11-24 04:18:41.518431",,"O","public"
